time_s,throttle,throttle_delta,brake,speed,accel_x
483.7900,0.6568,-0.0314,0.0000,27.0901,0.2804
483.8000,0.6568,-0.0314,0.0000,27.0873,0.2783
483.8100,0.6568,-0.0314,0.0000,27.0845,0.2783
483.8200,0.6568,-0.0314,0.0000,27.0817,0.2779
483.8300,0.6568,-0.0314,0.0000,27.0790,0.2760
483.8400,0.6568,-0.0314,0.0000,27.0762,0.2760
483.8500,0.6568,-0.0314,0.0000,27.0735,0.2758
483.8600,0.6568,-0.0314,0.0000,27.0707,0.2745
483.8700,0.6568,-0.0314,0.0000,27.0680,0.2733
483.8800,0.6568,-0.0314,0.0000,27.0653,0.2735
483.8900,0.6568,-0.0314,0.0000,27.0625,0.2731
483.9000,0.6568,-0.0314,0.0000,27.0598,0.2716
483.9100,0.6568,-0.0314,0.0000,27.0571,0.2708
483.9200,0.6568,-0.0314,0.0000,27.0544,0.2710
483.9300,0.6568,-0.0314,0.0000,27.0517,0.2705
483.9400,0.6568,-0.0314,0.0000,27.0490,0.2693
483.9500,0.6568,-0.0314,0.0000,27.0463,0.2686
483.9600,0.6568,-0.0314,0.0000,27.0436,0.2686
483.9700,0.6568,-0.0314,0.0000,27.0409,0.2686
483.9800,0.6568,-0.0314,0.0000,27.0383,0.2682
483.9900,0.6568,-0.0314,0.0000,27.0356,0.2663
484.0000,0.6568,-0.0314,0.0000,27.0329,0.2661
484.0100,0.6568,-0.0314,0.0000,27.0303,0.2663
484.0200,0.6568,-0.0314,0.0000,27.0276,0.2661
484.0300,0.6568,-0.0314,0.0000,27.0250,0.2649
484.0400,0.6568,-0.0314,0.0000,27.0223,0.2642
484.0500,0.6568,-0.0314,0.0000,27.0197,0.2636
484.0600,0.6568,-0.0314,0.0000,27.0170,0.2636
484.0700,0.6568,-0.0314,0.0000,27.0144,0.2638
484.0800,0.6568,-0.0314,0.0000,27.0118,0.2628
484.0900,0.6568,-0.0314,0.0000,27.0092,0.2619
484.1000,0.6568,-0.0314,0.0000,27.0065,0.2611
484.1100,0.6568,-0.0314,0.0000,27.0039,0.2613
484.1200,0.6568,-0.0314,0.0000,27.0013,0.2611
484.1300,0.6568,-0.0314,0.0000,26.9987,0.2611
484.1400,0.6568,-0.0314,0.0000,26.9961,0.2598
484.1500,0.6568,-0.0314,0.0000,26.9935,0.2586
484.1600,0.6568,-0.0314,0.0000,26.9909,0.2588
484.1700,0.6568,-0.0314,0.0000,26.9884,0.2588
484.1800,0.6568,-0.0314,0.0000,26.9858,0.2588
484.1900,0.6568,-0.0314,0.0000,26.9832,0.2577
484.2000,0.6568,-0.0314,0.0000,26.9806,0.2571
484.2100,0.6568,-0.0314,0.0000,26.9781,0.2563
484.2200,0.6568,-0.0314,0.0000,26.9755,0.2563
484.2300,0.6568,-0.0314,0.0000,26.9729,0.2563
484.2400,0.6568,-0.0314,0.0000,26.9704,0.2563
484.2500,0.6568,-0.0314,0.0000,26.9678,0.2556
484.2600,0.6568,-0.0314,0.0000,26.9653,0.2542
484.2700,0.6568,-0.0314,0.0000,26.9627,0.2539
484.2800,0.6568,-0.0314,0.0000,26.9602,0.2539
484.2900,0.6568,-0.0314,0.0000,26.9576,0.2541
484.3000,0.6568,-0.0314,0.0000,26.9551,0.2533
484.3100,0.6568,-0.0314,0.0000,26.9526,0.2516
484.3200,0.6568,-0.0314,0.0000,26.9501,0.2514
484.3300,0.6568,-0.0314,0.0000,26.9476,0.2514
484.3400,0.6568,-0.0314,0.0000,26.9451,0.2516
484.3500,0.6568,-0.0314,0.0000,26.9425,0.2514
484.3600,0.6568,-0.0314,0.0000,26.9400,0.2516
484.3700,0.6568,-0.0314,0.0000,26.9375,0.2499
484.3800,0.6568,-0.0314,0.0000,26.9350,0.2491
484.3900,0.6568,-0.0314,0.0000,26.9325,0.2489
484.4000,0.6568,-0.0314,0.0000,26.9301,0.2491
484.4100,0.6568,-0.0314,0.0000,26.9276,0.2491
484.4200,0.6568,-0.0314,0.0000,26.9251,0.2480
484.4300,0.6568,-0.0314,0.0000,26.9226,0.2466
484.4400,0.6568,-0.0314,0.0000,26.9202,0.2466
