time_s,teleport_event,throttle_0,brake_0,speed_0,accel_x_0,local_sp_0,dist_to_prev_0,desired_dist_0,dist_err_0,vel_diff_0,ttc_0,throttle_1,brake_1,speed_1,accel_x_1,local_sp_1,dist_to_prev_1,desired_dist_1,dist_err_1,vel_diff_1,ttc_1,throttle_2,brake_2,speed_2,accel_x_2,local_sp_2,dist_to_prev_2,desired_dist_2,dist_err_2,vel_diff_2,ttc_2,throttle_3,brake_3,speed_3,accel_x_3,local_sp_3,dist_to_prev_3,desired_dist_3,dist_err_3,vel_diff_3,ttc_3,throttle_4,brake_4,speed_4,accel_x_4,local_sp_4,dist_to_prev_4,desired_dist_4,dist_err_4,vel_diff_4,ttc_4
0.0000,0,0.0000,0.0000,0.0392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0000,0.0392,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.0392,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.0392,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.0392,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf
0.0100,0,0.0000,0.0000,0.1019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0000,0.1019,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.1019,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.1019,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.1019,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf
0.0200,0,0.0000,0.0000,0.1788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0000,0.1788,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.1788,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.1788,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.1788,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf
0.0300,0,0.0000,0.0000,0.2641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0000,0.2641,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.2641,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.2641,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.2641,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf
0.0400,0,0.0000,0.0000,0.3544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0000,0.3544,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.3544,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.3544,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.3544,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf
0.0500,0,0.5476,0.0000,0.4479,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0000,0.4479,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.4479,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.4479,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.4479,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf
0.0600,0,0.5476,0.0000,0.5431,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.5431,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.5431,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.5431,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf,0.0000,0.0000,0.5431,0.0000,0.0000,15.0000,7.0000,8.0000,0.0000,inf
0.0700,0,0.5476,0.0000,0.6395,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.6395,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.6395,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.6395,0.0000,13.0768,15.0000,7.0000,8.0000,0.0000,inf,0.9849,0.0000,0.6395,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.0800,0,0.5301,0.0000,0.7365,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9664,0.0000,0.7365,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9664,0.0000,0.7365,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9497,0.0000,0.7365,0.0000,13.0768,15.0000,7.0000,8.0000,0.0000,inf,0.9849,0.0000,0.7365,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.0900,0,0.5301,0.0000,0.8339,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9664,0.0000,0.8339,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9664,0.0000,0.8339,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9497,0.0000,0.8339,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9661,0.0000,0.8339,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.1000,0,0.4935,0.0000,0.9315,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9575,0.0000,0.9315,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9575,0.0000,0.9315,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9408,0.0000,0.9315,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9661,0.0000,0.9315,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.1100,0,0.4935,0.0000,1.0293,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9575,0.0000,1.0293,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9575,0.0000,1.0293,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9408,0.0000,1.0293,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9570,0.0000,1.0293,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.1200,0,0.4765,0.0000,1.1272,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9482,0.0000,1.1272,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9482,0.0000,1.1272,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9314,0.0000,1.1272,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9570,0.0000,1.1272,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.1300,0,0.4765,0.0000,1.2251,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9482,0.0000,1.2251,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9482,0.0000,1.2251,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9314,0.0000,1.2251,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9475,0.0000,1.2251,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.1400,0,0.4591,0.0000,1.3231,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9386,0.0000,1.3231,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9386,0.0000,1.3231,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9219,0.0000,1.3231,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9475,0.0000,1.3231,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.1500,0,0.4591,0.0000,1.4210,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9386,0.0000,1.4210,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9386,0.0000,1.4210,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9219,0.0000,1.4210,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9379,0.0000,1.4210,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.1600,0,0.4416,0.0000,1.5190,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9288,0.0000,1.5190,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9288,0.0000,1.5190,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9121,0.0000,1.5190,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9379,0.0000,1.5190,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.1700,0,0.4416,0.0000,1.6170,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9288,0.0000,1.6170,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9288,0.0000,1.6170,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9121,0.0000,1.6170,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9280,0.0000,1.6170,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.1800,0,0.4238,0.0000,1.7150,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9189,0.0000,1.7150,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9189,0.0000,1.7150,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9021,0.0000,1.7150,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9280,0.0000,1.7150,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.1900,0,0.4238,0.0000,1.8130,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9189,0.0000,1.8130,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9189,0.0000,1.8130,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9021,0.0000,1.8130,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9179,0.0000,1.8130,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.2000,0,0.4058,0.0000,1.7963,-0.0016,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9087,0.0000,1.7963,-0.0016,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9087,0.0000,1.7963,-0.0016,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,0.8919,0.0000,1.7963,-0.0016,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9179,0.0000,1.7963,-0.0016,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.2100,0,0.4058,0.0000,1.6841,0.0003,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9087,0.0000,1.6841,0.0003,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9087,0.0000,1.6841,0.0003,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,0.8919,0.0000,1.6841,0.0003,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9076,0.0000,1.6841,0.0003,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.2200,0,0.3876,0.0000,1.5270,0.0003,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9109,0.0000,1.5270,0.0003,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9109,0.0000,1.5270,0.0003,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,0.8941,0.0000,1.5270,0.0003,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9076,0.0000,1.5270,0.0003,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.2300,0,0.3876,0.0000,1.3542,0.0003,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9109,0.0000,1.3542,0.0003,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9109,0.0000,1.3542,0.0003,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,0.8941,0.0000,1.3542,0.0003,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9327,0.0000,1.3542,0.0003,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.2400,0,0.4049,0.0000,1.1819,0.0002,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9513,0.0000,1.1819,0.0002,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9513,0.0000,1.1819,0.0002,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,0.9346,0.0000,1.1819,0.0002,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9327,0.0000,1.1819,0.0002,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.2500,0,0.4049,0.0000,1.0185,0.0002,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9513,0.0000,1.0185,0.0002,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9513,0.0000,1.0185,0.0002,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,0.9346,0.0000,1.0185,0.0002,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9799,0.0000,1.0185,0.0002,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.2600,0,0.4443,0.0000,0.8682,0.0001,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.8682,0.0001,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.8682,0.0001,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,0.9836,0.0000,0.8682,0.0001,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9799,0.0000,0.8682,0.0001,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.2700,0,0.4443,0.0000,0.7326,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.7326,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.7326,0.0001,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,0.9836,0.0000,0.7326,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.7326,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.2800,0,0.4847,0.0000,0.6119,0.0001,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.6119,0.0001,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.6119,0.0001,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.6119,0.0001,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.6119,0.0001,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.2900,0,0.4847,0.0000,0.5054,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.5054,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.5054,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.5054,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.5054,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.3000,0,0.5353,0.0000,0.4121,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.4121,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.4121,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.4121,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.4121,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.3100,0,0.5353,0.0000,0.3309,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.3309,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.3309,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.3309,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.3309,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.3200,0,0.5353,0.0000,0.2606,-0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.2606,-0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.2606,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.2606,-0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.2606,-0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.3300,0,0.5353,0.0000,0.1999,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.1999,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.1999,0.0001,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.1999,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.1999,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.3400,0,0.5637,0.0000,0.1478,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.1478,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.1478,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.1478,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.1478,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.3500,0,0.5637,0.0000,0.1033,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.1033,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.1033,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.1033,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.1033,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.3600,0,0.5848,0.0000,0.0656,-0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.0656,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0656,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0656,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0656,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.3700,0,0.5848,0.0000,0.0450,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.0450,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0450,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0450,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0450,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.3800,0,0.6019,0.0000,0.0403,-0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.0403,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0403,-0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0403,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0403,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.3900,0,0.6019,0.0000,0.0438,-0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.0438,-0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0438,-0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0438,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0438,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.4000,0,0.6157,0.0000,0.0508,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.0508,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0508,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0508,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0508,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.4100,0,0.6157,0.0000,0.0590,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.0590,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0590,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0590,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0590,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.4200,0,0.6233,0.0000,0.0671,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.0671,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0671,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0671,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0671,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.4300,0,0.6233,0.0000,0.0742,-0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.0742,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0742,-0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0742,-0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0742,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.4400,0,0.6270,0.0000,0.0801,-0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.0801,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0801,-0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0801,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0801,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.4500,0,0.6270,0.0000,0.0847,-0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.0847,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0847,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0847,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0847,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.4600,0,0.6311,0.0000,0.0881,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.0881,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0881,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0881,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0881,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.4700,0,0.6311,0.0000,0.0903,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.0903,-0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0903,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0903,0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0903,-0.0000,13.0000,15.0000,7.0000,8.0000,-0.0000,inf
0.4800,0,0.6311,0.0000,0.0916,-0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.0916,0.0183,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0916,0.0116,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0916,0.0051,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.0916,0.0000,13.0000,15.0000,7.0000,8.0000,0.0000,inf
0.4900,0,0.6350,0.0000,0.0919,-0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.1681,-0.2935,13.0000,14.9973,7.0000,7.9973,-0.0762,inf,1.0000,0.0000,0.1681,-0.2398,13.0000,15.0000,7.0000,8.0000,-0.0000,inf,1.0000,0.0000,0.1681,-0.1859,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.0919,-0.0016,13.0000,15.0027,7.0000,8.0027,0.0762,inf
0.5000,0,0.6350,0.0000,0.0915,-0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,1.0000,0.0000,0.2515,-0.1137,13.0000,14.9936,7.0000,7.9936,-0.1600,93.7236,1.0000,0.0000,0.2514,-0.0920,13.0000,15.0000,7.0000,8.0000,0.0000,inf,1.0000,0.0000,0.2481,-0.0640,13.0000,15.0001,7.0000,8.0001,0.0034,inf,1.0000,0.0000,0.1678,-0.1316,13.0000,15.0036,7.0000,8.0036,0.0803,inf
0.5100,0,0.6395,0.0000,0.0904,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9892,0.0000,0.4003,-0.2665,12.9211,14.9874,7.0000,7.9874,-0.3098,48.3713,0.9978,0.0000,0.4003,-0.2203,13.0000,15.0000,7.0000,8.0000,0.0000,inf,0.9978,0.0000,0.3947,-0.1738,13.0000,15.0002,7.0000,8.0002,0.0056,inf,1.0000,0.0000,0.2561,-0.0554,13.0789,15.0059,7.0000,8.0059,0.1385,inf
0.5200,0,0.6395,0.0000,0.0888,-0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9892,0.0000,0.5167,-0.0638,12.9211,14.9805,7.0000,7.9805,-0.4278,35.0158,0.9978,0.0000,0.5167,-0.0545,13.0000,15.0000,7.0000,8.0000,-0.0001,inf,0.9978,0.0000,0.5313,-0.0937,13.0000,14.9997,7.0000,7.9997,-0.0146,inf,1.0000,0.0000,0.4065,-0.1256,13.0789,15.0069,7.0000,8.0069,0.1248,inf
0.5300,0,0.6468,0.0000,0.0868,-0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,inf,0.9557,0.0000,0.6833,-0.2643,12.6775,14.9711,7.0000,7.9711,-0.5965,25.0986,0.9871,0.0000,0.6835,-0.2175,13.0000,15.0000,7.0000,8.0000,-0.0001,inf,0.9883,0.0000,0.6980,-0.1406,13.0058,14.9996,7.0000,7.9996,-0.0145,inf,1.0000,0.0000,0.5224,-0.0339,13.1444,15.0095,7.0000,8.0095,0.1756,inf
