time_s,teleport_event,throttle_veh_0,brake_veh_0,speed_veh_0,speed_long_veh_0,accel_long_veh_0,local_sp_veh_0,throttle_veh_1,brake_veh_1,speed_veh_1,speed_long_veh_1,accel_long_veh_1,local_sp_veh_1,throttle_veh_2,brake_veh_2,speed_veh_2,speed_long_veh_2,accel_long_veh_2,local_sp_veh_2,throttle_veh_3,brake_veh_3,speed_veh_3,speed_long_veh_3,accel_long_veh_3,local_sp_veh_3
0.0000,0,0.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,10.0000
0.0100,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.0200,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,18.0000
0.0300,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.0400,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.0500,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.0600,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.0700,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.0800,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.0900,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.1000,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.1100,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,18.0000
0.1200,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.1300,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.1400,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.1500,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,18.0000
0.1600,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.1700,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.1800,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.1900,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.2000,0,1.0000,0.0000,0.0000,-0.0000,-0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,-0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,-0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,-0.0000,26.0000
0.2100,0,1.0000,0.0000,0.0000,-0.0000,-0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,-0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,-0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,-0.0000,26.0000
0.2200,0,1.0000,0.0000,0.0000,-0.0000,-0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,-0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,-0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,-0.0000,26.0000
0.2300,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.2400,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.2500,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.2600,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.2700,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.2800,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.2900,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.3000,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.3100,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.3200,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.3300,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.3400,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.3500,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.3600,0,1.0000,0.0000,0.0000,-0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,0.0000,26.0000
0.3700,0,1.0000,0.0000,0.0000,0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,0.0000,0.0000,26.0000
0.3800,0,1.0000,0.0000,0.0000,0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,0.0000,0.0000,26.0000
0.3900,0,1.0000,0.0000,0.0000,-0.0000,-0.0000,10.0000,1.0000,0.0000,0.0000,-0.0000,-0.0000,26.0000,1.0000,0.0000,0.0000,0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,-0.0000,-0.0000,26.0000
0.4000,0,1.0000,0.0000,0.0000,0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,0.0000,0.0000,26.0000
0.4100,0,1.0000,0.0000,0.0000,0.0000,0.0000,10.0000,1.0000,0.0000,0.0000,0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,26.0000,1.0000,0.0000,0.0000,0.0000,0.0000,26.0000
0.4200,0,1.0000,0.0000,0.2416,0.2416,8.4562,10.0000,1.0000,0.0000,0.2416,0.2416,8.4564,26.0000,1.0000,0.0000,0.2416,0.2416,8.4565,26.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,26.0000
0.4300,0,0.0000,0.0000,0.4817,0.4817,13.9007,10.0000,0.0000,0.0000,0.4817,0.4817,13.9010,25.7585,0.0000,0.0000,0.4817,0.4817,13.9012,25.7584,1.0000,0.0000,0.2400,0.2400,8.4003,26.0024
0.4400,0,0.0000,1.0000,0.6993,0.6993,16.6516,10.0000,0.0000,1.0000,0.6993,0.6993,16.6520,25.7583,0.0000,1.0000,0.6993,0.6994,16.6522,25.7583,0.0000,0.0000,0.4799,0.4799,13.8553,26.0076
0.4500,0,0.0000,1.0000,0.8955,0.8955,17.6912,10.0000,0.0000,1.0000,0.8955,0.8956,17.6916,25.7807,0.0000,1.0000,0.8955,0.8956,17.6919,25.7807,0.0000,1.0000,0.6982,0.6982,16.6486,26.0124
0.4600,0,0.0000,1.0000,1.0718,1.0718,17.6677,10.0000,0.0000,1.0000,1.0718,1.0718,17.6680,25.8045,0.0000,1.0000,1.0718,1.0718,17.6683,25.8045,0.0000,1.0000,0.8976,0.8976,17.7997,26.0182
0.4700,0,0.0000,0.2746,1.2296,1.2296,17.0080,10.0000,0.0000,0.2501,1.2296,1.2296,17.0083,25.8283,0.0000,0.2500,1.2296,1.2297,17.0086,25.8282,1.0000,0.0000,1.0806,1.0806,17.9747,26.0225
0.4800,0,0.0000,0.0000,1.3718,1.3718,16.0326,10.0000,0.0000,0.0000,1.3718,1.3719,16.0329,25.8404,0.0000,0.0000,1.3718,1.3719,16.0331,25.8404,1.0000,0.0000,1.2504,1.2505,17.6301,26.0127
0.4900,0,1.0000,0.0000,1.5023,1.5024,14.9904,10.0000,1.0000,0.0000,1.5023,1.5024,14.9907,25.8582,1.0000,0.0000,1.5023,1.5024,14.9909,25.8582,0.0000,0.0000,1.4087,1.4088,16.9993,26.0055
0.5000,0,1.0000,0.0000,1.6228,1.6229,13.9608,10.0000,1.0000,0.0000,1.6228,1.6229,13.9611,25.8677,1.0000,0.0000,1.6228,1.6229,13.9613,25.8677,1.0000,0.0000,1.5561,1.5562,16.2092,25.9893
0.5100,0,1.0000,0.0000,1.7329,1.7330,12.9276,10.0000,1.0000,0.0000,1.7329,1.7330,12.9279,25.9977,1.0000,0.0000,1.7329,1.7330,12.9280,25.9977,1.0000,0.0000,1.6941,1.6942,15.3667,18.1193
0.5200,0,1.0000,0.0000,1.8341,1.8341,11.9438,10.0000,1.0000,0.0000,1.8341,1.8342,11.9440,25.7671,1.0000,0.0000,1.8341,1.8342,11.9441,25.7671,1.0000,0.0000,1.8243,1.8244,14.5452,25.8365
0.5300,0,1.0000,0.0000,1.9279,1.9280,11.0496,10.0000,1.0000,0.0000,1.9280,1.9280,11.0498,25.8960,1.0000,0.0000,1.9280,1.9281,11.0499,25.8959,1.0000,0.0000,1.9477,1.9478,13.7730,25.9368
0.5400,0,1.0000,0.0000,2.0160,2.0161,10.2644,10.0000,1.0000,0.0000,2.0160,2.0161,10.2646,25.9021,1.0000,0.0000,2.0160,2.0161,10.2647,25.9020,1.0000,0.0000,2.0650,2.0652,13.0601,18.0368
0.5500,0,1.0000,0.0000,2.0995,2.0996,9.5943,10.0000,1.0000,0.0000,2.0995,2.0996,9.5945,25.9141,1.0000,0.0000,2.0995,2.0996,9.5946,25.9140,1.0000,0.0000,2.1771,2.1772,12.4095,25.8951
0.5600,0,1.0000,0.0000,2.1796,2.1796,9.0382,10.0000,1.0000,0.0000,2.1796,2.1797,9.0384,25.9206,1.0000,0.0000,2.1796,2.1797,9.0385,25.9205,1.0000,0.0000,2.2843,2.2844,11.8206,17.9851
0.5700,0,0.9831,0.0000,2.2572,2.2572,8.5906,10.0000,1.0000,0.0000,2.2572,2.2573,8.5907,26.0006,1.0000,0.0000,2.2572,2.2573,8.5908,26.0005,1.0000,0.0000,2.3874,2.3875,11.2905,25.9517
0.5800,0,1.0000,0.0000,2.3332,2.3332,8.2437,10.0000,1.0000,0.0000,2.3332,2.3333,8.2439,25.8429,1.0000,0.0000,2.3332,2.3333,8.2439,25.8428,1.0000,0.0000,2.4867,2.4868,10.8150,25.7372
0.5900,0,1.0000,0.0000,2.4082,2.4083,7.9860,10.0000,1.0000,0.0000,2.4083,2.4083,7.9861,25.9269,1.0000,0.0000,2.4083,2.4084,7.9861,25.9268,1.0000,0.0000,2.5827,2.5828,10.3895,25.7950
0.6000,0,1.0000,0.0000,2.4826,2.4827,7.7936,10.0000,1.0000,0.0000,2.4826,2.4827,7.7938,25.9219,1.0000,0.0000,2.4826,2.4827,7.7938,25.9217,1.0000,0.0000,2.6757,2.6759,10.0095,25.7657
0.6100,0,1.0000,0.0000,2.5563,2.5564,7.6466,10.0000,1.0000,0.0000,2.5564,2.5564,7.6467,25.9274,1.0000,0.0000,2.5564,2.5565,7.6467,25.9274,1.0000,0.0000,2.7662,2.7663,9.6703,25.7489
0.6200,0,1.0000,0.0000,2.6295,2.6296,7.5313,10.0000,1.0000,0.0000,2.6295,2.6296,7.5314,25.9237,1.0000,0.0000,2.6296,2.6296,7.5315,25.9236,1.0000,0.0000,2.8542,2.8543,9.3678,25.7244
0.6300,0,1.0000,0.0000,2.7022,2.7022,7.4389,10.0000,1.0000,0.0000,2.7022,2.7023,7.4390,25.9305,1.0000,0.0000,2.7022,2.7023,7.4391,25.9304,1.0000,0.0000,2.9402,2.9403,9.0981,25.7120
0.6400,0,0.9829,0.0000,2.7744,2.7744,7.3610,10.0000,0.9891,0.0000,2.7744,2.7745,7.3618,25.9278,0.9891,0.0000,2.7744,2.7745,7.3618,25.9278,1.0000,0.0000,3.0243,3.0244,8.8576,25.6914
0.6500,0,0.9500,0.0000,2.8459,2.8459,7.2875,10.0000,0.9617,0.0000,2.8460,2.8461,7.2911,25.9256,0.9617,0.0000,2.8460,2.8461,7.2911,25.9256,1.0000,0.0000,3.1068,3.1069,8.6431,25.6724
0.6600,0,0.9176,0.0000,2.9165,2.9165,7.2084,10.0000,0.9318,0.0000,2.9168,2.9169,7.2174,25.9240,0.9318,0.0000,2.9168,2.9169,7.2174,25.9240,1.0000,0.0000,3.1877,3.1878,8.4518,25.6547
0.6700,0,0.9011,0.0000,2.9861,2.9861,7.1193,10.0000,0.9213,0.0000,2.9867,2.9867,7.1365,25.9332,0.9213,0.0000,2.9867,2.9868,7.1366,25.9332,1.0000,0.0000,3.2674,3.2675,8.2810,25.6485
0.6800,0,0.9064,0.0000,3.0545,3.0545,7.0247,10.0000,0.9221,0.0000,3.0557,3.0557,7.0522,25.9333,0.9221,0.0000,3.0557,3.0557,7.0523,25.9333,1.0000,0.0000,3.3458,3.3459,8.1285,25.6333
0.6900,0,0.9253,0.0000,3.1222,3.1222,6.9334,10.0000,0.9341,0.0000,3.1239,3.1239,6.9706,25.9343,0.9342,0.0000,3.1239,3.1239,6.9707,25.9343,1.0000,0.0000,3.4232,3.4233,7.9923,17.7033
0.7000,0,0.9430,0.0000,3.1892,3.1892,6.8534,10.0000,0.9399,0.0000,3.1915,3.1915,6.8969,25.9261,0.9470,0.0000,3.1915,3.1915,6.8977,25.9361,1.0000,0.0000,3.4997,3.4997,7.8705,25.6058
0.7100,0,0.9464,0.0000,3.2559,3.2559,6.7875,10.0000,0.9446,0.0000,3.2586,3.2586,6.8322,25.9284,0.9434,0.0000,3.2587,3.2587,6.8346,25.9285,1.0000,0.0000,3.5753,3.5753,7.7616,25.5833
0.7200,0,0.9312,0.0000,3.3222,3.3221,6.7309,10.0000,0.9393,0.0000,3.3253,3.3253,6.7753,25.9313,0.9356,0.0000,3.3254,3.3254,6.7779,25.9314,1.0000,0.0000,3.6501,3.6502,7.6641,17.6533
0.7300,0,0.9055,0.0000,3.3879,3.3879,6.6759,10.0000,0.9260,0.0000,3.3915,3.3915,6.7223,25.9345,0.9223,0.0000,3.3916,3.3917,6.7235,25.9346,1.0000,0.0000,3.7243,3.7243,7.5767,17.6414
0.7400,0,0.8817,0.0000,3.4529,3.4529,6.6154,10.0000,0.9041,0.0000,3.4572,3.4572,6.6681,25.9282,0.9096,0.0000,3.4573,3.4573,6.6682,25.9384,0.9938,0.0000,3.7978,3.7978,7.4976,25.5495
0.7500,0,0.8707,0.0000,3.5171,3.5171,6.5471,10.0000,0.8954,0.0000,3.5222,3.5222,6.6092,25.9324,0.8958,0.0000,3.5223,3.5223,6.6098,25.9327,0.9730,0.0000,3.8706,3.8707,7.4226,25.5293
0.7600,0,0.8757,0.0000,3.5806,3.5805,6.4748,10.0000,0.8912,0.0000,3.5865,3.5865,6.5472,25.9274,0.8978,0.0000,3.5867,3.5867,6.5491,25.9377,0.9582,0.0000,3.9427,3.9427,7.3464,25.5195
0.7700,0,0.8897,0.0000,3.6433,3.6433,6.4052,10.0000,0.9023,0.0000,3.6503,3.6502,6.4859,25.9329,0.9000,0.0000,3.6505,3.6505,6.4896,25.9333,0.9438,0.0000,4.0139,4.0139,7.2669,25.5004
0.7800,0,0.9014,0.0000,3.7056,3.7056,6.3439,10.0000,0.9081,0.0000,3.7135,3.7135,6.4302,25.9290,0.9101,0.0000,3.7138,3.7138,6.4346,25.9395,0.9463,0.0000,4.0842,4.0842,7.1858,25.4920
0.7900,0,0.9019,0.0000,3.7676,3.7675,6.2924,10.0000,0.9078,0.0000,3.7764,3.7764,6.3809,25.9256,0.9087,0.0000,3.7768,3.7768,6.3860,25.9362,1.0000,0.0000,4.1539,4.1539,7.1094,25.4743
0.8000,0,0.8893,0.0000,3.8293,3.8292,6.2484,10.0000,0.9066,0.0000,3.8390,3.8390,6.3369,25.9325,0.8997,0.0000,3.8394,3.8394,6.3426,25.9332,0.9475,0.0000,4.2233,4.2233,7.0504,25.4571
0.8100,0,0.8671,0.0000,3.8906,3.8905,6.2070,10.0000,0.8925,0.0000,3.9012,3.9012,6.2957,25.9297,0.8921,0.0000,3.9016,3.9016,6.3016,25.9406,1.0000,0.0000,4.2926,4.2926,7.0067,25.4502
0.8200,0,0.8437,0.0000,3.9512,3.9512,6.1580,10.0000,0.8768,0.0000,3.9629,3.9629,6.2524,25.9274,0.8762,0.0000,3.9634,3.9634,6.2581,25.9383,1.0000,0.0000,4.3617,4.3617,6.9737,25.4331
0.8300,0,0.8351,0.0000,4.0111,4.0111,6.0994,10.0000,0.9211,0.0000,4.0242,4.0241,6.2085,25.9874,0.9207,0.0000,4.0247,4.0247,6.2137,25.9983,0.9125,0.0000,4.4306,4.4306,6.9437,17.4931
0.8400,0,0.8428,0.0000,4.0703,4.0703,6.0364,10.0000,0.8178,0.0000,4.0852,4.0852,6.1713,25.8639,0.8189,0.0000,4.0858,4.0858,6.1758,25.8752,1.0000,0.0000,4.4988,4.4988,6.8996,25.3392
0.8500,0,0.8600,0.0000,4.1290,4.1289,5.9762,10.0000,0.8449,0.0000,4.1455,4.1455,6.1217,25.9226,0.8473,0.0000,4.1461,4.1461,6.1257,25.9342,0.7280,0.0000,4.5664,4.5664,6.8516,25.3828
0.8600,0,0.8737,0.0000,4.1873,4.1872,5.9248,10.0000,0.8523,0.0000,4.2051,4.2051,6.0655,25.9220,0.8629,0.0000,4.2058,4.2058,6.0703,25.9438,0.7119,0.0000,4.6329,4.6329,6.7819,25.3768
0.8700,0,0.8741,0.0000,4.2453,4.2453,5.8836,10.0000,0.8720,0.0000,4.2642,4.2642,6.0110,25.9220,0.8813,0.0000,4.2650,4.2650,6.0195,25.9442,0.7264,0.0000,4.6975,4.6975,6.6692,25.3618
0.8800,0,0.8597,0.0000,4.3032,4.3031,5.8480,10.0000,0.8898,0.0000,4.3230,4.3230,5.9656,25.9225,0.8935,0.0000,4.3241,4.3241,5.9787,25.9449,1.0000,0.0000,4.7599,4.7599,6.5193,25.3485
0.8900,0,0.8381,0.0000,4.3606,4.3606,5.8115,10.0000,0.8940,0.0000,4.3817,4.3817,5.9317,25.9233,0.8837,0.0000,4.3829,4.3829,5.9467,25.9359,0.9579,0.0000,4.8207,4.8208,6.3666,25.3374
0.9000,0,0.8356,0.0000,4.4176,4.4175,5.7707,10.0000,0.5603,0.0000,4.4402,4.4401,5.9023,25.9142,0.8684,0.0000,4.4416,4.4415,5.9170,25.9370,1.0000,0.0000,4.8807,4.8807,6.2375,25.3178
0.9100,0,0.8092,0.0000,4.4740,4.4739,5.7250,10.0000,0.6687,0.0000,4.4977,4.4977,5.8505,25.9153,0.5495,0.0000,4.4997,4.4997,5.8821,25.9384,1.0000,0.0000,4.9405,4.9405,6.1467,17.3778
0.9200,0,0.8090,0.0000,4.5297,4.5296,5.6721,10.0000,0.6138,0.0000,4.5535,4.5534,5.7538,25.9173,0.6688,0.0000,4.5567,4.5567,5.8189,25.9402,0.0000,0.0110,5.0002,5.0002,6.0859,25.3005
0.9300,0,0.8212,0.0000,4.5849,4.5848,5.6177,10.0000,0.6292,0.0000,4.6069,4.6069,5.6100,25.9110,0.6333,0.0000,4.6118,4.6118,5.7092,25.9431,0.0000,0.0200,5.0599,5.0599,6.0445,25.2919
0.9400,0,0.8363,0.0000,4.6396,4.6396,5.5684,10.0000,0.8157,0.0000,4.6583,4.6583,5.4453,25.9172,0.6699,0.0000,4.6647,4.6647,5.5630,25.9380,0.0000,0.0000,5.1195,5.1195,6.0134,25.2833
0.9500,0,0.8437,0.0000,4.6942,4.6941,5.5278,10.0000,1.0000,0.0000,4.7083,4.7083,5.2900,25.9154,0.8601,0.0000,4.7160,4.7160,5.4109,25.9449,0.9204,0.0000,5.1784,5.1784,5.9726,25.2647
0.9600,0,0.8377,0.0000,4.7485,4.7484,5.4947,10.0000,1.0000,0.0000,4.7576,4.7576,5.1656,25.9250,1.0000,0.0000,4.7663,4.7663,5.2775,25.9435,0.8905,0.0000,5.2370,5.2370,5.9333,17.3147
0.9700,0,0.8208,0.0000,4.8025,4.8025,5.4637,10.0000,1.0000,0.0000,4.8070,4.8069,5.0834,25.9254,1.0000,0.0000,4.8163,4.8163,5.1795,25.9431,0.8679,0.0000,5.2954,5.2954,5.8991,17.3065
0.9800,0,0.8218,0.0000,4.8563,4.8562,5.4315,10.0000,0.9427,0.0000,4.8568,4.8568,5.0487,25.9854,0.9468,0.0000,4.8665,4.8665,5.1257,25.9931,0.9009,0.0000,5.3535,5.3535,5.8663,17.2886
0.9900,0,0.7850,0.0000,4.9096,4.9095,5.3962,10.0000,1.0000,0.0000,4.9077,4.9077,5.0628,25.8861,1.0000,0.0000,4.9176,4.9176,5.1193,25.8925,0.7618,0.0000,5.4113,5.4113,5.8385,25.1531
1.0000,0,0.7756,0.0000,4.9622,4.9622,5.3508,10.0000,0.8242,0.0000,4.9599,4.9599,5.1177,25.9452,0.9574,0.0000,4.9699,4.9699,5.1565,25.9411,0.7568,0.0000,5.4683,5.4683,5.7905,25.1854
1.0100,0,0.7834,0.0000,5.0143,5.0142,5.2992,10.0000,0.6908,0.0000,5.0126,5.0126,5.1734,25.9430,0.7512,0.0000,5.0231,5.0231,5.2155,25.9387,0.7520,0.0000,5.5241,5.5240,5.7138,25.1684
1.0200,0,0.8012,0.0000,5.0658,5.0658,5.2484,10.0000,0.4642,0.0000,5.0650,5.0649,5.1934,25.9404,0.6181,0.0000,5.0765,5.0765,5.2591,25.9352,0.7950,0.0000,5.5786,5.5786,5.6229,25.1527
1.0300,0,0.8179,0.0000,5.1171,5.1170,5.2058,10.0000,0.4009,0.0000,5.1159,5.1159,5.1584,25.9381,0.4167,0.0000,5.1291,5.1291,5.2583,25.9316,0.8611,0.0000,5.6324,5.6324,5.5389,25.1381
1.0400,0,0.8215,0.0000,5.1682,5.1682,5.1735,10.0000,0.4280,0.0000,5.1646,5.1646,5.0586,25.9471,0.3907,0.0000,5.1799,5.1799,5.1979,25.9288,0.9225,0.0000,5.6861,5.6861,5.4790,25.1343
1.0500,0,0.8089,0.0000,5.2192,5.2192,5.1492,10.0000,0.5568,0.0000,5.2104,5.2104,4.8910,25.9484,0.4605,0.0000,5.2283,5.2283,5.0711,25.9376,0.9376,0.0000,5.7394,5.7394,5.4272,25.1205
1.0600,0,0.7846,0.0000,5.2701,5.2701,5.1269,10.0000,0.6881,0.0000,5.2530,5.2530,4.6705,25.9527,0.6326,0.0000,5.2736,5.2736,4.8832,25.9290,0.9408,0.0000,5.7925,5.7925,5.3871,25.1069
