step_idx,wall_time_s,speed_meas,speed_sp,dist_to_veh,platoon_sp,local_setpoint_base
121,1769745380.598165274,0.000482,0.000000,0.000000,0.000000,0.000000
122,1769745380.608613968,0.000496,0.000000,0.000000,0.000000,0.000000
123,1769745380.618388653,0.000509,0.000000,0.000000,0.000000,0.000000
124,1769745380.628563404,0.000517,0.000000,0.000000,0.000000,0.000000
125,1769745380.638592482,0.000522,0.000000,0.000000,0.000000,0.000000
126,1769745380.649182081,0.000523,0.000000,0.000000,0.000000,0.000000
127,1769745380.658650160,0.000520,0.000000,0.000000,0.000000,0.000000
128,1769745380.669092178,0.000514,0.000000,0.000000,0.000000,0.000000
129,1769745380.679393768,0.000514,0.000000,0.000000,0.000000,0.000000
130,1769745380.689994574,0.000493,0.000000,0.000000,0.000000,0.000000
131,1769745380.701083899,0.000480,0.000000,0.000000,0.000000,0.000000
132,1769745380.710906744,0.000465,0.000000,0.000000,0.000000,0.000000
133,1769745380.726299047,0.000449,0.000000,0.000000,0.000000,0.000000
134,1769745380.735774994,0.000432,0.000000,0.000000,0.000000,0.000000
135,1769745380.746183634,0.000415,0.000000,0.000000,0.000000,0.000000
136,1769745380.756480455,0.000397,0.000000,0.000000,0.000000,0.000000
137,1769745380.766725540,0.000379,0.000000,0.000000,0.000000,0.000000
138,1769745380.776717901,0.000362,0.000000,0.000000,0.000000,0.000000
139,1769745380.787147284,0.000344,0.000000,0.000000,0.000000,0.000000
140,1769745380.797903538,0.000327,0.000000,0.000000,0.000000,0.000000
141,1769745380.807477713,0.000310,0.000000,0.000000,0.000000,0.000000
142,1769745380.817627192,0.000294,0.000000,0.000000,0.000000,0.000000
143,1769745380.828783989,0.000277,0.000000,0.000000,0.000000,0.000000
144,1769745380.839477301,0.000262,0.000000,0.000000,0.000000,0.000000
145,1769745380.849884510,0.000247,0.000000,0.000000,0.000000,0.000000
146,1769745380.860017776,0.000233,0.000000,0.000000,0.000000,0.000000
147,1769745380.870798349,0.000219,0.000000,0.000000,0.000000,0.000000
148,1769745380.881060600,0.000219,0.000000,0.000000,0.000000,0.000000
149,1769745380.890442610,0.000193,0.000000,0.000000,0.000000,0.000000
150,1769745380.901390791,0.000181,0.000000,0.000000,0.000000,0.000000
151,1769745380.911537170,0.000169,0.000000,0.000000,0.000000,0.000000
152,1769745380.921213865,0.000158,0.000000,0.000000,0.000000,0.000000
153,1769745380.930918217,0.000148,0.000000,0.000000,0.000000,0.000000
154,1769745380.941789150,0.000138,0.000000,0.000000,0.000000,0.000000
155,1769745380.950959206,0.000130,0.000000,0.000000,0.000000,0.000000
156,1769745380.964293718,0.000121,0.000000,0.000000,0.000000,0.000000
157,1769745380.974300623,0.000072,0.000000,0.000000,0.000000,0.000000
158,1769745380.983611107,0.000053,0.000000,0.000000,0.000000,0.000000
159,1769745380.994369507,0.000044,0.000000,0.000000,0.000000,0.000000
160,1769745381.005198956,0.000041,0.000000,0.000000,0.000000,0.000000
161,1769745381.014832497,0.000041,0.000000,0.000000,0.000000,0.000000
162,1769745381.025732756,0.000041,0.000000,0.000000,0.000000,0.000000
163,1769745381.036146164,0.000044,0.000000,0.000000,0.000000,0.000000
164,1769745381.045594692,0.000045,0.000000,0.000000,0.000000,0.000000
165,1769745381.055969954,0.000046,0.000000,0.000000,0.000000,0.000000
166,1769745381.066877842,0.000047,0.000000,0.000000,0.000000,0.000000
167,1769745381.076059341,0.000047,0.000000,0.000000,0.000000,0.000000
168,1769745381.087245464,0.000047,0.000000,0.000000,0.000000,0.000000
169,1769745381.096646309,0.000047,0.000000,0.000000,0.000000,0.000000
170,1769745381.106985092,0.000047,0.000000,0.000000,0.000000,0.000000
171,1769745381.117979527,0.000046,0.000000,0.000000,0.000000,0.000000
172,1769745381.126922131,0.000045,0.000000,0.000000,0.000000,0.000000
173,1769745381.138721228,0.000044,0.000000,0.000000,0.000000,0.000000
174,1769745381.148773670,0.000042,0.000000,0.000000,0.000000,0.000000
175,1769745381.159062147,0.000041,0.000000,0.000000,0.000000,0.000000
176,1769745381.168358564,0.000039,0.000000,0.000000,0.000000,0.000000
177,1769745381.179812908,0.000037,0.000000,0.000000,0.000000,0.000000
178,1769745381.189451456,0.000036,0.000000,0.000000,0.000000,0.000000
179,1769745381.202214479,0.000034,0.000000,0.000000,0.000000,0.000000
180,1769745381.212642908,0.000033,0.000000,0.000000,0.000000,0.000000
181,1769745381.223580599,0.000031,0.000000,0.000000,0.000000,0.000000
182,1769745381.234672546,0.000030,0.000000,0.000000,0.000000,0.000000
183,1769745381.243651867,0.000028,0.000000,0.000000,0.000000,0.000000
184,1769745381.254656076,0.000026,0.000000,0.000000,0.000000,0.000000
185,1769745381.264493227,0.000025,0.000000,0.000000,0.000000,0.000000
186,1769745381.274148941,0.000024,0.000000,0.000000,0.000000,0.000000
187,1769745381.284586430,0.000023,0.000000,0.000000,0.000000,0.000000
188,1769745381.294802904,0.000021,0.000000,0.000000,0.000000,0.000000
189,1769745381.305342436,0.000020,0.000000,0.000000,0.000000,0.000000
190,1769745381.315577507,0.000019,0.000000,0.000000,0.000000,0.000000
191,1769745381.326627970,0.000017,0.000000,0.000000,0.000000,0.000000
192,1769745381.336176872,0.000016,0.000000,0.000000,0.000000,0.000000
193,1769745381.346312523,0.000015,0.000000,0.000000,0.000000,0.000000
194,1769745381.357069492,0.000014,0.000000,0.000000,0.000000,0.000000
195,1769745381.367776155,0.000013,0.000000,0.000000,0.000000,0.000000
196,1769745381.379284859,0.000012,0.000000,0.000000,0.000000,0.000000
197,1769745381.389908075,0.000012,0.000000,0.000000,0.000000,0.000000
198,1769745381.399607182,0.000011,0.000000,0.000000,0.000000,0.000000
199,1769745381.410242319,0.000007,0.000000,0.000000,0.000000,0.000000
200,1769745381.421312571,0.000004,0.000000,0.000000,0.000000,0.000000
201,1769745381.430914879,0.000004,0.000000,0.000000,0.000000,0.000000
202,1769745381.443902493,0.000003,0.000000,0.000000,0.000000,0.000000
203,1769745381.455373764,0.000003,0.000000,0.000000,0.000000,0.000000
204,1769745381.464831829,0.000003,0.000000,0.000000,0.000000,0.000000
205,1769745381.475684643,0.000003,0.000000,0.000000,0.000000,0.000000
206,1769745381.486247301,0.000003,0.000000,0.000000,0.000000,0.000000
207,1769745381.495372534,0.000004,0.000000,0.000000,0.000000,0.000000
208,1769745381.506486416,0.000004,0.000000,0.000000,0.000000,0.000000
209,1769745381.516109228,0.000004,0.000000,0.000000,0.000000,0.000000
210,1769745381.526774645,0.000004,0.000000,0.000000,0.000000,0.000000
211,1769745381.535868168,0.000004,0.000000,0.000000,0.000000,0.000000
212,1769745381.546451330,0.000004,0.000000,0.000000,0.000000,0.000000
213,1769745381.557120323,0.000004,0.000000,0.000000,0.000000,0.000000
214,1769745381.567065716,0.000004,0.000000,0.000000,0.000000,0.000000
215,1769745381.576845646,0.000004,0.000000,0.000000,0.000000,0.000000
216,1769745381.588016987,0.000004,0.000000,0.000000,0.000000,0.000000
217,1769745381.596330881,0.000004,0.000000,0.000000,0.000000,0.000000
218,1769745381.607282400,0.000004,0.000000,0.000000,0.000000,0.000000
219,1769745381.616400719,0.000004,0.000000,0.000000,0.000000,0.000000
220,1769745381.627151728,0.000004,0.000000,0.000000,0.000000,0.000000
221,1769745381.636793852,0.000004,0.000000,0.000000,0.000000,0.000000
222,1769745381.646679401,0.000003,0.000000,0.000000,0.000000,0.000000
223,1769745381.657443762,0.000003,0.000000,0.000000,0.000000,0.000000
224,1769745381.667026997,0.000003,0.000000,0.000000,0.000000,0.000000
225,1769745381.680303335,0.000002,0.000000,0.000000,0.000000,0.000000
226,1769745381.690958738,0.000002,0.000000,0.000000,0.000000,0.000000
227,1769745381.699899673,0.000002,0.000000,0.000000,0.000000,0.000000
228,1769745381.711257458,0.000002,0.000000,0.000000,0.000000,0.000000
229,1769745381.720767736,0.000002,0.000000,0.000000,0.000000,0.000000
230,1769745381.730378151,0.000002,0.000000,0.000000,0.000000,0.000000
231,1769745381.740074158,0.000002,0.000000,0.000000,0.000000,0.000000
232,1769745381.749994278,0.000002,0.000000,0.000000,0.000000,0.000000
233,1769745381.763353348,0.000002,0.000000,0.000000,0.000000,0.000000
234,1769745381.772858381,0.000002,0.000000,0.000000,0.000000,0.000000
235,1769745381.780535460,0.000002,0.000000,0.000000,0.000000,0.000000
236,1769745381.791086674,0.000002,0.000000,0.000000,0.000000,0.000000
237,1769745381.800802469,0.000002,0.000000,0.000000,0.000000,0.000000
238,1769745381.811468363,0.000002,0.000000,0.000000,0.000000,0.000000
239,1769745381.820821524,0.000002,0.000000,0.000000,0.000000,0.000000
240,1769745381.830431461,0.000002,0.000000,0.000000,0.000000,0.000000
241,1769745381.841538906,0.000001,0.000000,0.000000,0.000000,0.000000
242,1769745381.850722551,0.000001,0.000000,0.000000,0.000000,0.000000
243,1769745381.861626387,0.000000,0.000000,0.000000,0.000000,0.000000
244,1769745381.872140884,0.000000,0.000000,0.000000,0.000000,0.000000
245,1769745381.881245852,0.000001,0.000000,0.000000,0.000000,0.000000
246,1769745381.892395735,0.000001,0.000000,0.000000,0.000000,0.000000
247,1769745381.902568817,0.000001,0.000000,0.000000,0.000000,0.000000
248,1769745381.913556814,0.000001,0.000000,0.000000,0.000000,0.000000
249,1769745381.928962231,0.000001,0.000000,0.000000,0.000000,0.000000
250,1769745381.934404612,0.000001,0.000000,0.000000,0.000000,0.000000
251,1769745381.945209980,0.000001,0.000000,0.000000,0.000000,0.000000
252,1769745381.953990936,0.000001,0.000000,0.000000,0.000000,0.000000
253,1769745381.965993881,0.000002,0.000000,0.000000,0.000000,0.000000
254,1769745381.975645065,0.000002,0.000000,0.000000,0.000000,0.000000
255,1769745381.985823870,0.000002,0.000000,0.000000,0.000000,0.000000
256,1769745381.997165442,0.000002,0.000000,0.000000,0.000000,0.000000
257,1769745382.006915331,0.000002,0.000000,0.000000,0.000000,0.000000
258,1769745382.016776800,0.000002,0.000000,0.000000,0.000000,0.000000
259,1769745382.027033567,0.000002,0.000000,0.000000,0.000000,0.000000
260,1769745382.037468910,0.000002,0.000000,0.000000,0.000000,0.000000
261,1769745382.047013044,0.000002,0.000000,0.000000,0.000000,0.000000
262,1769745382.057090521,0.000002,0.000000,0.000000,0.000000,0.000000
263,1769745382.066818714,0.000002,0.000000,0.000000,0.000000,0.000000
264,1769745382.077414274,0.000002,0.000000,0.000000,0.000000,0.000000
265,1769745382.086984634,0.000002,0.000000,0.000000,0.000000,0.000000
266,1769745382.097210169,0.000002,0.000000,0.000000,0.000000,0.000000
267,1769745382.107408524,0.000002,0.000000,0.000000,0.000000,0.000000
268,1769745382.117194891,0.000002,0.000000,0.000000,0.000000,0.000000
269,1769745382.127398014,0.000002,0.000000,0.000000,0.000000,0.000000
270,1769745382.138603449,0.000002,0.000000,0.000000,0.000000,0.000000
271,1769745382.148640156,0.000002,0.000000,0.000000,0.000000,0.000000
272,1769745382.158902168,0.000002,0.000000,0.000000,0.000000,0.000000
273,1769745382.171285152,0.000002,0.000000,0.000000,0.000000,0.000000
274,1769745382.181496859,0.000001,0.000000,0.000000,0.000000,0.000000
275,1769745382.191918850,0.000001,0.000000,0.000000,0.000000,0.000000
276,1769745382.202347517,0.000001,0.000000,0.000000,0.000000,0.000000
277,1769745382.212262154,0.000001,0.000000,0.000000,0.000000,0.000000
278,1769745382.222972155,0.000001,0.000000,0.000000,0.000000,0.000000
279,1769745382.233701706,0.000001,0.000000,0.000000,0.000000,0.000000
280,1769745382.244343281,0.000001,0.000000,0.000000,0.000000,0.000000
281,1769745382.254673958,0.000002,0.000000,0.000000,0.000000,0.000000
282,1769745382.264314890,0.000002,0.000000,0.000000,0.000000,0.000000
283,1769745382.275682926,0.000001,0.000000,0.000000,0.000000,0.000000
284,1769745382.285141706,0.000001,0.000000,0.000000,0.000000,0.000000
285,1769745382.295226574,0.000000,0.000000,0.000000,0.000000,0.000000
286,1769745382.306026936,0.000000,0.000000,0.000000,0.000000,0.000000
287,1769745382.316825151,0.000000,0.000000,0.000000,0.000000,0.000000
288,1769745382.326164484,0.000000,0.000000,0.000000,0.000000,0.000000
289,1769745382.337279558,0.000000,0.000000,0.000000,0.000000,0.000000
290,1769745382.347440481,0.000000,0.000000,0.000000,0.000000,0.000000
291,1769745382.358289480,0.000000,0.000000,0.000000,0.000000,0.000000
292,1769745382.368892193,0.000000,0.000000,0.000000,0.000000,0.000000
293,1769745382.380061150,0.000000,0.000000,0.000000,0.000000,0.000000
294,1769745382.389761925,0.000000,0.000000,0.000000,0.000000,0.000000
295,1769745382.399923086,0.000000,0.000000,0.000000,0.000000,0.000000
296,1769745382.410934210,0.000000,0.000000,0.000000,0.000000,0.000000
297,1769745382.423756361,0.000000,0.000000,0.000000,0.000000,0.000000
298,1769745382.433372498,0.000001,0.000000,0.000000,0.000000,0.000000
299,1769745382.443155289,0.000001,0.000000,0.000000,0.000000,0.000000
300,1769745382.453893900,0.000001,0.000000,0.000000,0.000000,0.000000
301,1769745382.464596748,0.000001,0.000000,0.000000,0.000000,0.000000
302,1769745382.475027323,0.000001,0.000000,0.000000,0.000000,0.000000
303,1769745382.485551119,0.000001,0.000000,0.000000,0.000000,0.000000
304,1769745382.495701790,0.000001,0.000000,0.000000,0.000000,0.000000
305,1769745382.505735159,0.000001,0.000000,0.000000,0.000000,0.000000
306,1769745382.516336918,0.000001,0.000000,0.000000,0.000000,0.000000
307,1769745382.532182932,0.000001,0.000000,0.000000,0.000000,0.000000
308,1769745382.537534714,0.000001,0.000000,0.000000,0.000000,0.000000
309,1769745382.548320055,0.000001,0.000000,0.000000,0.000000,0.000000
310,1769745382.557189226,0.000001,0.000000,0.000000,0.000000,0.000000
311,1769745382.567070484,0.000001,0.000000,0.000000,0.000000,0.000000
312,1769745382.576844454,0.000001,0.000000,0.000000,0.000000,0.000000
313,1769745382.587774515,0.000001,0.000000,0.000000,0.000000,0.000000
314,1769745382.597932339,0.000001,0.000000,0.000000,0.000000,0.000000
315,1769745382.608255625,0.000001,0.000000,0.000000,0.000000,0.000000
316,1769745382.618555069,0.000001,0.000000,0.000000,0.000000,0.000000
317,1769745382.629408121,0.000001,0.000000,0.000000,0.000000,0.000000
318,1769745382.639844418,0.000001,0.000000,0.000000,0.000000,0.000000
319,1769745382.650477409,0.000001,0.000000,0.000000,0.000000,0.000000
320,1769745382.660803080,0.000001,0.000000,0.000000,0.000000,0.000000
321,1769745382.670574188,0.000001,0.000000,0.000000,0.000000,0.000000
322,1769745382.687636137,0.000001,0.000000,0.000000,0.000000,0.000000
323,1769745382.696531296,0.000001,0.000000,0.000000,0.000000,0.000000
324,1769745382.706970692,0.000001,0.000000,0.000000,0.000000,0.000000
325,1769745382.716297150,0.000001,0.000000,0.000000,0.000000,0.000000
326,1769745382.727307320,0.000000,0.000000,0.000000,0.000000,0.000000
327,1769745382.737409592,0.000000,0.000000,0.000000,0.000000,0.000000
328,1769745382.746816874,0.000000,0.000000,0.000000,0.000000,0.000000
329,1769745382.756559134,0.000000,0.000000,0.000000,0.000000,0.000000
330,1769745382.767686844,0.000000,0.000000,0.000000,0.000000,0.000000
331,1769745382.777528763,0.000000,0.000000,0.000000,0.000000,0.000000
332,1769745382.789248228,0.000000,0.000000,0.000000,0.000000,0.000000
333,1769745382.799303055,0.000000,0.000000,0.000000,0.000000,0.000000
334,1769745382.811175108,0.000000,0.000000,0.000000,0.000000,0.000000
335,1769745382.821555138,0.000000,0.000000,0.000000,0.000000,0.000000
336,1769745382.830781937,0.000000,0.000000,0.000000,0.000000,0.000000
337,1769745382.841924906,0.000000,0.000000,0.000000,0.000000,0.000000
338,1769745382.852312326,0.000000,0.000000,0.000000,0.000000,0.000000
339,1769745382.861640215,0.000000,0.000000,0.000000,0.000000,0.000000
340,1769745382.871561766,0.000001,0.000000,0.000000,0.000000,0.000000
341,1769745382.881832123,0.000001,0.000000,0.000000,0.000000,0.000000
342,1769745382.892277241,0.000001,0.000000,0.000000,0.000000,0.000000
343,1769745382.902503014,0.000001,0.000000,0.000000,0.000000,0.000000
344,1769745382.912738562,0.000001,0.000000,0.000000,0.000000,0.000000
345,1769745382.923966169,0.000001,0.000000,0.000000,0.000000,0.000000
346,1769745382.934184790,0.000001,0.000000,0.000000,0.000000,0.000000
347,1769745382.946814775,0.000001,0.000000,0.000000,0.000000,0.000000
348,1769745382.957547426,0.000001,0.000000,0.000000,0.000000,0.000000
349,1769745382.967722178,0.000001,0.000000,0.000000,0.000000,0.000000
350,1769745382.977432013,0.000001,0.000000,0.000000,0.000000,0.000000
351,1769745382.987786531,0.000001,0.000000,0.000000,0.000000,0.000000
352,1769745382.997276068,0.000001,0.000000,0.000000,0.000000,0.000000
353,1769745383.008141518,0.000001,0.000000,0.000000,0.000000,0.000000
354,1769745383.018038750,0.000001,0.000000,0.000000,0.000000,0.000000
355,1769745383.028066635,0.000001,0.000000,0.000000,0.000000,0.000000
356,1769745383.037972689,0.000001,0.000000,0.000000,0.000000,0.000000
357,1769745383.048542500,0.000001,0.000000,0.000000,0.000000,0.000000
358,1769745383.057605505,0.000001,0.000000,0.000000,0.000000,0.000000
359,1769745383.067687750,0.000001,0.000000,0.000000,0.000000,0.000000
360,1769745383.078018904,0.000001,0.000000,0.000000,0.000000,0.000000
361,1769745383.088941574,0.000001,0.000000,0.000000,0.000000,0.000000
362,1769745383.097603798,0.000001,0.000000,0.000000,0.000000,0.000000
363,1769745383.108350277,0.000001,0.000000,0.000000,0.000000,0.000000
364,1769745383.118588686,0.000001,0.000000,0.000000,0.000000,0.000000
365,1769745383.128703594,0.000001,0.000000,0.000000,0.000000,0.000000
366,1769745383.139544249,0.000002,0.000000,0.000000,0.000000,0.000000
367,1769745383.149403334,0.000001,0.000000,0.000000,0.000000,0.000000
368,1769745383.159488916,0.000001,0.000000,0.000000,0.000000,0.000000
369,1769745383.169370413,0.000000,0.000000,0.000000,0.000000,0.000000
370,1769745383.179823637,0.000000,0.000000,0.000000,0.000000,0.000000
371,1769745383.193068027,0.000000,0.000000,0.000000,0.000000,0.000000
372,1769745383.203840971,0.000000,0.000000,0.000000,0.000000,0.000000
373,1769745383.214358807,0.000000,0.000000,0.000000,0.000000,0.000000
374,1769745383.224824429,0.000000,0.000000,0.000000,0.000000,0.000000
375,1769745383.235575438,0.000000,0.000000,0.000000,0.000000,0.000000
376,1769745383.245695114,0.000000,0.000000,0.000000,0.000000,0.000000
377,1769745383.255571127,0.000000,0.000000,0.000000,0.000000,0.000000
378,1769745383.265405893,0.000000,0.000000,0.000000,0.000000,0.000000
379,1769745383.276054144,0.000000,0.000000,0.000000,0.000000,0.000000
380,1769745383.286205769,0.000000,0.000000,0.000000,0.000000,0.000000
381,1769745383.296592951,0.000000,0.000000,0.000000,0.000000,0.000000
382,1769745383.306972980,0.000001,0.000000,0.000000,0.000000,0.000000
383,1769745383.317739487,0.000001,0.000000,0.000000,0.000000,0.000000
384,1769745383.328108311,0.000001,0.000000,0.000000,0.000000,0.000000
385,1769745383.338361263,0.000001,0.000000,0.000000,0.000000,0.000000
