time_s,throttle,setpoint,brake,speed,accel_x,speed_raw,range_id
19.7400,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
19.7500,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.7600,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.7700,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.7800,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.7900,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.8000,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
19.8100,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.8200,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
19.8300,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.8400,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
19.8500,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.8600,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.8700,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.8800,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.8900,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
19.9000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.9100,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
19.9200,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
19.9300,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.9400,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
19.9500,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.9600,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
19.9700,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
19.9800,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
19.9900,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.0000,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.0100,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.0200,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.0300,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.0400,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.0500,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.0600,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
20.0700,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.0800,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.0900,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.1000,0.0002,0.0000,0.0000,0.0000,-0.0030,0.0000,0
20.1100,0.0002,0.0000,0.0000,0.0000,0.0029,0.0000,0
20.1200,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
20.1300,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.1400,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.1500,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0000,0
20.1600,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
20.1700,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0000,0
20.1800,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.1900,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
20.2000,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0000,0
20.2100,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.2200,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0000,0
20.2300,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
20.2400,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.2500,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.2600,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.2700,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
20.2800,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0000,0
20.2900,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
20.3000,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0000,0
20.3100,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.3200,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.3300,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.3400,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.3500,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.3600,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0000,0
20.3700,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
20.3800,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0000,0
20.3900,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
20.4000,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.4100,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.4200,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.4300,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.4400,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.4500,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.4600,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.4700,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.4800,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.4900,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.5000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.5100,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.5200,0.0002,0.0000,0.0000,0.0000,-0.0030,0.0000,0
20.5300,0.0002,0.0000,0.0000,0.0000,0.0029,0.0000,0
20.5400,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
20.5500,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.5600,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.5700,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.5800,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.5900,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.6000,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.6100,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.6200,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.6300,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.6400,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.6500,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.6600,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.6700,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.6800,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.6900,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0000,0
20.7000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.7100,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.7200,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.7300,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.7400,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.7500,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.7600,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.7700,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.7800,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.7900,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.8000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.8100,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.8200,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.8300,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.8400,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.8500,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.8600,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.8700,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.8800,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.8900,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.9000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.9100,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.9200,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.9300,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
20.9400,0.0002,0.0000,0.0000,0.0000,-0.0030,0.0000,0
20.9500,0.0002,0.0000,0.0000,0.0000,0.0029,0.0000,0
20.9600,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
20.9700,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.9800,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
20.9900,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.0000,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.0100,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.0200,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.0300,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.0400,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.0500,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.0600,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.0700,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.0800,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.0900,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.1000,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.1100,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.1200,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.1300,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.1400,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.1500,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.1600,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.1700,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.1800,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.1900,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.2000,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.2100,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.2200,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.2300,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.2400,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.2500,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.2600,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.2700,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
21.2800,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.2900,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0000,0
21.3000,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
21.3100,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.3200,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.3300,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.3400,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.3500,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.3600,0.0002,0.0000,0.0000,0.0000,-0.0030,0.0000,0
21.3700,0.0002,0.0000,0.0000,0.0000,0.0029,0.0000,0
21.3800,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
21.3900,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.4000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.4100,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.4200,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.4300,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.4400,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.4500,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.4600,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.4700,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.4800,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.4900,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.5000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.5100,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.5200,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.5300,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.5400,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.5500,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0000,0
21.5600,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.5700,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.5800,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.5900,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.6000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.6100,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.6200,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.6300,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.6400,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.6500,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.6600,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.6700,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.6800,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.6900,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
21.7000,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0000,0
21.7100,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
21.7200,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.7300,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0000,0
21.7400,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
21.7500,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.7600,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.7700,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.7800,0.0002,0.0000,0.0000,0.0000,-0.0030,0.0000,0
21.7900,0.0002,0.0000,0.0000,0.0000,0.0029,0.0000,0
21.8000,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0
21.8100,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.8200,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.8300,0.0002,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.8400,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.8500,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.8600,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.8700,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.8800,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.8900,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.9000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.9100,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.9200,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.9300,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.9400,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.9500,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.9600,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.9700,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
21.9800,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
21.9900,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.0100,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.0200,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.0300,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.0400,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.0500,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.0600,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.0700,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.0800,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.0900,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.1000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.1100,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.1200,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.1300,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.1400,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.1500,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.1600,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.1700,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.1800,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.1900,0.0001,0.0000,0.0000,0.0000,-0.0001,0.0000,0
22.2000,0.0002,0.0000,0.0000,0.0000,-0.0030,0.0000,0
22.2100,0.0002,0.0000,0.0000,0.0000,0.0029,0.0000,0
22.2200,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0
22.2300,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.2400,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.2500,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.2600,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.2700,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.2800,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0
22.2900,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.3000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.3100,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.3200,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.3300,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.3400,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.3500,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.3600,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.3700,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0
22.3800,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.3900,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.4000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.4100,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.4200,0.0001,0.0000,0.0000,0.0000,-0.0001,0.0000,0
22.4300,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.4400,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.4500,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.4600,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.4700,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.4800,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.4900,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.5000,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.5100,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.5200,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.5300,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.5400,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.5500,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.5600,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.5700,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.5800,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.5900,0.0001,0.0000,0.0000,0.0000,-0.0001,0.0000,0
22.6000,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0
22.6100,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.6200,0.0002,0.0000,0.0000,0.0000,-0.0030,0.0000,0
22.6300,0.0001,0.0000,0.0000,0.0000,0.0029,0.0000,0
22.6400,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0
22.6500,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.6600,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.6700,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0
22.6800,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.6900,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.7000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.7100,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.7200,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.7300,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.7400,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.7500,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.7600,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.7700,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.7800,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.7900,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.8000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.8100,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.8200,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.8300,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.8400,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.8500,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.8600,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.8700,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.8800,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.8900,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.9000,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.9100,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.9200,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.9300,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.9400,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.9500,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.9600,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
22.9700,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.9800,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
22.9900,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.0100,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.0200,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.0300,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.0400,0.0001,0.0000,0.0000,0.0000,-0.0030,0.0000,0
23.0500,0.0001,0.0000,0.0000,0.0000,0.0029,0.0000,0
23.0600,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0
23.0700,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.0800,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.0900,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.1000,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.1100,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.1200,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.1300,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.1400,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.1500,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.1600,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.1700,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.1800,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.1900,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.2000,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.2100,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.2200,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.2300,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.2400,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.2500,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.2600,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.2700,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.2800,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.2900,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.3000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.3100,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.3200,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.3300,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.3400,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.3500,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.3600,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.3700,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.3800,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.3900,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.4000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.4100,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.4200,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.4300,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
23.4400,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0
23.4500,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0
