time_s,teleport_event,global_sp_mps,plan_idx,plan_name,leader_speed_mps,leader_in_band,leader_stable_s,emergency_active,throttle_0,brake_0,cmd_age_ms_0,throttle_rx_dt_ms_0,brake_rx_dt_ms_0,cmd_pair_rx_dt_ms_0,speed_0,accel_x_0,local_sp_0,dist_to_prev_0,desired_dist_0,dist_err_0,vel_diff_0,ttc_0,throttle_1,brake_1,cmd_age_ms_1,throttle_rx_dt_ms_1,brake_rx_dt_ms_1,cmd_pair_rx_dt_ms_1,speed_1,accel_x_1,local_sp_1,dist_to_prev_1,desired_dist_1,dist_err_1,vel_diff_1,ttc_1,throttle_2,brake_2,cmd_age_ms_2,throttle_rx_dt_ms_2,brake_rx_dt_ms_2,cmd_pair_rx_dt_ms_2,speed_2,accel_x_2,local_sp_2,dist_to_prev_2,desired_dist_2,dist_err_2,vel_diff_2,ttc_2,throttle_3,brake_3,cmd_age_ms_3,throttle_rx_dt_ms_3,brake_rx_dt_ms_3,cmd_pair_rx_dt_ms_3,speed_3,accel_x_3,local_sp_3,dist_to_prev_3,desired_dist_3,dist_err_3,vel_diff_3,ttc_3
2.7500,0,0.0000,0,start_stop,0.0000,1,2.4600,0,0.0000,0.0000,0.5873,11.0204,8.7165,9.3645,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0449,7.7568,10.9283,10.9387,0.0218,1.6619,0.0929,0.2637,11.2965,11.0000,0.2965,-1.6619,6.7975,0.1436,0.0000,7.7573,10.9541,10.9589,0.0150,2.9519,0.0252,2.5730,14.1903,11.0000,3.1903,-1.2901,10.9998,0.1788,0.0000,7.2367,10.3372,10.6023,0.5462,3.0785,0.0117,2.7339,14.4136,11.0000,3.4136,-0.1265,113.9005
2.7600,0,0.0000,0,start_stop,0.0000,1,2.4700,0,0.0000,0.0000,1.1573,9.6708,8.0833,1.3379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0469,7.9130,10.0764,10.0685,0.0139,1.6598,-0.0459,0.2502,11.2799,11.0000,0.2799,-1.6598,6.7959,0.1419,0.0000,7.9228,10.0525,10.0484,0.0108,2.9550,-0.0304,2.5628,14.1773,11.0000,3.1773,-1.2952,10.9460,0.1784,0.0000,7.4102,10.0469,10.0409,0.5402,3.0797,-0.0211,2.7329,14.4124,11.0000,3.4124,-0.1247,115.5745
2.7700,0,0.0000,0,start_stop,0.0000,1,2.4800,0,0.0000,0.0000,0.7341,10.5322,8.0833,9.1943,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0469,7.3695,10.6502,10.6507,0.0143,1.6403,0.0943,0.2372,11.2638,11.0000,0.2638,-1.6403,6.8669,0.1412,0.0000,7.3511,10.6723,10.6730,0.0115,2.9487,0.0261,2.5523,14.1640,11.0000,3.1640,-1.3084,10.8252,0.1782,0.0000,7.2794,10.6710,10.2159,0.0851,3.0787,0.0118,2.7320,14.4110,11.0000,3.4110,-0.1300,110.8655
2.7800,0,0.0000,0,start_stop,0.0000,1,2.4900,0,0.0000,0.0000,1.4156,9.8565,8.5405,1.5838,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0488,8.3633,9.5429,9.5484,0.0198,1.6383,-0.0470,0.2239,11.2475,11.0000,0.2475,-1.6383,6.8652,0.1396,0.0000,8.3508,9.5394,9.5450,0.0171,2.9517,-0.0301,2.5419,14.1509,11.0000,3.1509,-1.3134,10.7746,0.1778,0.0000,7.6774,9.5550,10.1440,0.6741,3.0799,-0.0207,2.7309,14.4097,11.0000,3.4097,-0.1282,112.3608
2.7900,0,0.0000,0,start_stop,0.0000,1,2.5000,0,0.0000,0.0000,1.0083,10.6713,8.5405,9.0875,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0488,7.9954,10.6444,10.6451,0.0205,1.6188,0.0958,0.2111,11.2316,11.0000,0.2316,-1.6188,6.9382,0.1389,0.0000,7.9957,10.6450,10.6448,0.0169,2.9452,0.0269,2.5312,14.1374,11.0000,3.1374,-1.3264,10.6583,0.1776,0.0000,7.9935,10.6449,9.9885,0.0177,3.0789,0.0119,2.7288,14.4083,11.0000,3.4083,-0.1337,107.7951
2.8000,0,0.0000,0,start_stop,0.0000,1,2.5100,0,0.0000,0.0000,6.0233,11.1410,13.8828,6.3457,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0507,6.0280,11.7766,11.7738,0.0177,1.6169,-0.0481,0.1980,11.2155,11.0000,0.2155,-1.6169,6.9364,0.1372,0.0000,6.0306,11.7729,11.7773,0.0214,2.9480,-0.0298,2.5207,14.1240,11.0000,3.1240,-1.3311,10.6107,0.1772,0.0000,6.0289,11.7788,11.7776,0.0164,3.0800,-0.0202,2.7278,14.4070,11.0000,3.4070,-0.1320,109.1236
2.8100,0,0.0000,0,start_stop,0.0000,1,2.5200,0,0.0000,0.0000,6.4037,11.1410,9.6498,3.3041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0506,6.4129,9.6385,9.6334,0.0126,1.5973,0.0974,0.1853,11.1998,11.0000,0.1998,-1.5973,7.0116,0.1365,0.0000,6.4223,9.6233,9.6129,0.0110,2.9413,0.0278,2.5099,14.1104,11.0000,3.1104,-1.3440,10.4987,0.1770,0.0000,6.4201,9.6018,9.6024,0.0169,3.0789,0.0120,2.7266,14.4055,11.0000,3.4055,-0.1376,104.7067
2.8200,0,0.0000,0,start_stop,0.0000,1,2.5300,0,0.0000,0.0000,1.0200,6.8073,7.9710,1.1816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0526,7.8090,9.0427,9.0462,0.0160,1.5779,0.0953,0.1724,11.1843,11.0000,0.1843,-1.5778,7.0883,0.1348,0.0000,7.7991,9.0541,9.0582,0.0150,2.9440,-0.0296,2.4992,14.0964,11.0000,3.0964,-1.3661,10.3184,0.1766,0.0000,7.7867,9.0656,9.0641,0.0155,3.0800,-0.0198,2.7266,14.4042,11.0000,3.4042,-0.1360,105.8797
2.8300,0,0.0000,0,start_stop,0.0000,1,2.5400,0,0.0000,0.0000,0.5164,11.1351,7.9710,9.9535,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0525,8.2996,10.1758,10.1766,0.0168,1.5076,0.3264,0.1598,11.1703,11.0000,0.1703,-1.5076,7.4092,0.1342,0.0000,8.2621,10.1907,10.2203,0.0446,2.9371,0.0287,2.4883,14.0811,11.0000,3.0811,-1.4295,9.8503,0.1765,0.0000,8.2514,10.2349,10.2384,0.0190,3.0789,0.0121,2.7244,14.4027,11.0000,3.4027,-0.1417,101.6160
2.8400,0,0.0000,0,start_stop,0.0000,1,2.5500,0,0.0000,0.0000,7.1052,10.0526,12.7175,7.2886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0524,7.1139,10.5059,10.5015,0.0123,1.3896,0.4220,0.1475,11.1582,11.0000,0.1582,-1.3896,8.0297,0.1324,0.0000,7.1154,10.4770,10.4461,0.0138,2.9396,-0.0293,2.4771,14.0638,11.0000,3.0638,-1.5500,9.0733,0.1760,0.0000,7.1015,10.4327,10.4288,0.0151,3.0799,-0.0194,2.7234,14.4013,11.0000,3.4013,-0.1403,102.6458
2.8500,0,0.0000,0,start_stop,0.0000,1,2.5600,0,0.0000,0.0000,0.5576,9.7833,9.5220,7.5499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0467,8.1308,9.5224,9.5220,0.0119,1.2122,0.4688,0.1362,11.1488,11.0000,0.1488,-1.2122,9.1974,0.1316,0.0000,8.1445,9.5247,9.5293,0.0184,2.9326,0.0296,2.4649,14.0440,11.0000,3.0440,-1.7204,8.1631,0.1759,0.0000,8.1397,9.5320,9.5353,0.0184,3.0787,0.0122,2.7222,14.3998,11.0000,3.3998,-0.1461,98.5376
2.8600,0,0.0000,0,start_stop,0.0000,1,2.5700,0,0.0000,0.0000,0.8700,9.7783,10.4545,6.8738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0355,7.7612,10.4573,10.4580,0.0125,0.9998,0.5267,0.1266,11.1421,11.0000,0.1421,-0.9998,11.1444,0.1296,0.0000,7.7580,10.4616,10.4605,0.0173,2.9349,-0.0290,2.4510,14.0213,11.0000,3.0213,-1.9351,7.2457,0.1754,0.0000,7.7487,10.4606,10.4542,0.0120,3.0797,-0.0190,2.7211,14.3983,11.0000,3.3983,-0.1448,99.4352
2.8700,0,0.0000,0,start_stop,0.0000,1,2.5800,0,0.0000,0.0000,1.2438,9.6693,8.0928,1.4463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0000,0.0175,7.8809,9.9107,9.9190,0.0208,0.7677,0.5748,0.1191,11.1379,11.0000,0.1379,-0.7677,14.5078,0.1284,0.0000,7.8965,9.9165,9.9160,0.0168,2.9277,0.0305,2.4352,13.9963,11.0000,2.9963,-2.1600,6.4799,0.1753,0.0000,7.8847,9.9165,9.9242,0.0197,3.0785,0.0124,2.7198,14.3967,11.0000,3.3967,-0.1508,95.4817
2.8800,0,0.0000,0,start_stop,0.0000,1,2.5900,0,0.0000,0.0000,0.5174,15.6713,8.0928,14.2249,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0046,0.0000,12.6982,10.1353,10.1286,0.0141,0.6306,0.0376,0.1137,11.1337,11.0000,0.1337,-0.6306,17.6556,0.1259,0.0000,12.6940,10.1332,10.1281,0.0118,2.9299,-0.0287,2.4171,13.9712,11.0000,2.9712,-2.2993,6.0764,0.1749,0.0000,12.6996,10.1140,10.1050,0.0108,3.0794,-0.0186,2.7187,14.3952,11.0000,3.3952,-0.1496,96.2539
2.8900,0,0.0000,0,start_stop,0.0000,1,2.6000,0,0.0000,0.0000,1.1028,9.6487,8.2339,1.2920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0292,0.0000,8.0564,14.8702,14.8675,0.0114,0.5677,-0.0735,0.1104,11.1290,11.0000,0.1290,-0.5677,19.6029,0.1242,0.0000,8.0624,14.8599,14.8587,0.0106,2.9224,0.0315,2.3971,13.9468,11.0000,2.9468,-2.3547,5.9229,0.1747,0.0000,8.0666,14.8581,14.8577,0.0104,3.0781,0.0125,2.7174,14.3936,11.0000,3.3936,-0.1557,92.4490
2.9000,0,0.0000,0,start_stop,0.0000,1,2.6100,0,0.0000,0.0000,1.3098,9.8261,10.0690,1.5349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0435,0.0000,7.2607,10.8274,10.8355,0.0195,0.5435,-0.0303,0.1070,11.1240,11.0000,0.1240,-0.5435,20.4655,0.1215,0.0000,7.2778,10.8372,10.8403,0.0137,2.9245,-0.0284,2.3770,13.9226,11.0000,2.9226,-2.3809,5.8476,0.1747,0.0000,18.1319,14.8581,14.8577,0.0104,3.0790,-0.0182,2.7174,14.3921,11.0000,3.3921,-0.1546,93.0981
2.9100,0,0.0000,0,start_stop,0.0000,1,2.6200,0,0.0000,0.0000,9.7923,9.8261,10.0690,1.5349,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0497,0.0000,8.0234,9.2631,9.2560,0.0125,0.5355,-0.1483,0.1032,11.1188,11.0000,0.1188,-0.5355,20.7638,0.1200,0.0000,8.0335,9.2551,9.2517,0.0102,2.9168,0.0326,2.3574,13.8988,11.0000,2.8988,-2.3813,5.8366,0.1741,0.0000,6.7405,1.3252,20.0927,1.3139,3.0777,0.0126,2.7162,14.3904,11.0000,3.3904,-0.1609,89.4325
2.9200,0,0.0000,0,start_stop,0.0000,1,2.6300,0,0.0000,0.0000,1.3337,6.1652,7.6530,1.5082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0517,0.0000,7.4760,10.8550,10.8613,0.0188,0.5326,0.0137,0.0992,11.1135,11.0000,0.1135,-0.5326,20.8655,0.1173,0.0000,7.4663,10.8747,10.8785,0.0140,2.9186,-0.0280,2.3381,13.8749,11.0000,2.8749,-2.3860,5.8151,0.1741,0.0000,7.4705,1.3252,10.8817,9.5678,3.0786,-0.0178,2.7149,14.3888,11.0000,3.3888,-0.1599,89.9591
2.9300,0,0.0000,0,start_stop,0.0000,1,2.6400,0,0.0000,0.0000,1.0512,10.2646,9.9676,1.2112,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0519,0.0000,6.8790,10.5795,10.5742,0.0134,0.5172,0.0796,0.0950,11.1085,11.0000,0.1085,-0.5172,21.4792,0.1158,0.0000,6.8829,10.5614,10.5580,0.0107,2.9107,0.0336,2.3190,13.8508,11.0000,2.8508,-2.3935,5.7868,0.1735,0.0000,6.8911,20.1122,10.5557,0.0113,3.0772,0.0126,2.7137,14.3870,11.0000,3.3870,-0.1665,86.4255
2.9400,0,0.0000,0,start_stop,0.0000,1,2.6500,0,0.0000,0.0000,1.1897,10.1430,10.3897,1.4579,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0515,0.0000,8.1870,9.0071,9.0076,0.0139,0.5353,-0.1998,0.0908,11.1029,11.0000,0.1029,-0.5353,20.7414,0.1132,0.0000,8.2459,9.0072,9.0078,0.0113,2.9123,-0.0276,2.2999,13.8273,11.0000,2.8273,-2.3770,5.8171,0.1731,0.0000,7.3007,9.9828,8.9985,0.9730,3.0780,-0.0174,2.7123,14.3854,11.0000,3.3854,-0.1657,86.8340
2.9500,0,0.0000,0,start_stop,0.0000,1,2.6600,0,0.0000,0.0000,1.1081,10.3290,10.1831,1.3120,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0526,0.0000,7.8986,10.5109,10.5163,0.0193,0.5158,0.2505,0.0868,11.0980,11.0000,0.0980,-0.5158,21.5150,0.1117,0.0000,7.8971,10.5287,10.5340,0.0166,2.9041,0.0347,2.2807,13.8033,11.0000,2.8033,-2.3883,5.7795,0.1729,0.0000,6.8858,10.3871,1.0006,0.2063,3.0765,0.0127,2.7110,14.3836,11.0000,3.3836,-0.1724,83.4306
2.9600,0,0.0000,0,start_stop,0.0000,1,2.6700,0,0.0000,0.0000,1.1822,10.1382,10.2249,1.3987,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0499,0.0000,7.3420,10.7421,10.7517,0.0289,0.5318,-0.0779,0.0823,11.0925,11.0000,0.0925,-0.5318,20.8580,0.1091,0.0000,7.3410,10.7509,10.7545,0.0203,2.9056,-0.0272,2.2618,13.7798,11.0000,2.7798,-2.3737,5.8051,0.1725,0.0000,7.2498,10.0389,1.0006,9.8327,3.0773,-0.0170,2.7096,14.3819,11.0000,3.3819,-0.1718,83.7289
2.9700,0,0.0000,0,start_stop,0.0000,1,2.6800,0,0.0000,0.0000,1.2631,10.3022,10.3968,1.4932,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0514,0.0000,7.1904,10.5644,10.5580,0.0225,0.5409,-0.0051,0.0784,11.0869,11.0000,0.0869,-0.5409,20.4986,0.1076,0.0000,7.2121,10.5470,10.5381,0.0114,2.8971,0.0359,2.2426,13.7565,11.0000,2.7565,-2.3562,5.8383,0.1723,0.0000,7.1804,10.4914,20.2595,0.0646,3.0758,0.0128,2.7083,14.3799,11.0000,3.3799,-0.1787,80.4549
2.9800,0,0.0000,0,start_stop,0.0000,1,2.6900,0,0.0000,0.0000,1.1681,10.1126,10.0131,1.3937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0489,0.0000,7.7975,9.4162,9.4135,0.0199,0.5404,0.1182,0.0740,11.0815,11.0000,0.0815,-0.5404,20.5076,0.1051,0.0000,7.7967,9.4312,9.4367,0.0169,2.8983,-0.0268,2.2238,13.7329,11.0000,2.7329,-2.3579,5.8241,0.1719,0.0000,7.0559,9.3915,10.2021,0.7459,3.0766,-0.0166,2.7068,14.3782,11.0000,3.3782,-0.1783,80.6522
2.9900,0,0.0000,0,start_stop,0.0000,1,2.7000,0,0.0000,0.0000,1.2181,10.0123,10.0067,1.3881,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0472,0.0000,7.6928,10.1571,10.1532,0.0160,0.5454,0.0870,0.0695,11.0759,11.0000,0.0759,-0.5454,20.3073,0.1036,0.0000,7.6958,10.1362,10.1318,0.0125,2.8895,0.0371,2.2052,13.7097,11.0000,2.7097,-2.3441,5.8485,0.1717,0.0000,6.9774,10.1117,10.0963,0.7305,3.0750,0.0129,2.7055,14.3762,11.0000,3.3762,-0.1855,77.5083
3.0000,0,0.0000,0,start_stop,0.0000,1,2.7100,0,0.0000,0.0000,1.2119,10.3277,10.4204,1.4808,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0466,0.0000,8.3924,9.6309,9.6307,0.0157,0.5353,0.0452,0.0652,11.0707,11.0000,0.0707,-0.5353,20.6820,0.1011,0.0000,8.4059,9.6356,9.6359,0.0128,2.8905,-0.0264,2.1863,13.6860,11.0000,2.6860,-2.3552,5.8109,0.1713,0.0000,7.1056,9.6373,10.2398,1.3330,3.0757,-0.0162,2.7040,14.3744,11.0000,3.3744,-0.1852,77.6149
3.0100,0,0.0000,0,start_stop,0.0000,1,2.7200,0,0.0000,0.0000,10.2007,10.3277,10.4204,1.4808,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0453,0.0000,7.4997,11.3413,11.3453,0.0198,0.5576,-0.1217,0.0608,11.0648,11.0000,0.0648,-0.5576,19.8440,0.0997,0.0000,7.4833,11.3522,11.3563,0.0169,2.8815,0.0383,2.1677,13.6633,11.0000,2.6633,-2.3239,5.8795,0.1711,0.0000,7.4690,11.3656,10.0491,0.0165,3.0741,0.0130,2.7025,14.3723,11.0000,3.3723,-0.1927,74.6019
3.0200,0,0.0000,0,start_stop,0.0000,1,2.7300,0,0.0000,0.0000,1.0893,6.6245,7.9023,1.2936,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0457,0.0000,7.7188,10.0630,10.0552,0.0120,0.5355,0.1355,0.0566,11.0598,11.0000,0.0598,-0.5355,20.6514,0.0971,0.0000,7.7386,10.0412,10.0352,0.0109,2.8822,-0.0260,2.1488,13.6394,11.0000,2.6394,-2.3467,5.8123,0.1707,0.0000,7.2216,10.0246,10.5450,0.5369,3.0748,-0.0158,2.7010,14.3704,11.0000,3.3704,-0.1926,74.6289
3.0300,0,0.0000,0,start_stop,0.0000,1,2.7400,0,0.0000,0.0000,9.8045,11.4429,7.9023,10.1493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0425,0.0000,7.7209,10.0033,10.0043,0.0129,0.5570,-0.2546,0.0518,11.0539,11.0000,0.0539,-0.5570,19.8440,0.0958,0.0000,7.7330,10.0058,10.0062,0.0113,2.8729,0.0395,2.1306,13.6168,11.0000,2.6168,-2.3158,5.8799,0.1705,0.0000,7.7553,10.0056,9.4803,0.0116,3.0731,0.0131,2.6995,14.3683,11.0000,3.3683,-0.2003,71.7471
3.0400,0,0.0000,0,start_stop,0.0000,1,2.7500,0,0.0000,0.0000,1.0483,8.7850,8.1626,1.2157,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0442,0.0000,8.0064,9.8872,9.8856,0.0114,0.5534,0.0617,0.0478,11.0484,11.0000,0.0484,-0.5534,19.9648,0.0932,0.0000,8.0129,9.8854,9.8858,0.0117,2.8734,-0.0256,2.1116,13.5935,11.0000,2.5935,-2.3200,5.8593,0.1701,0.0000,8.0170,9.8853,9.8839,0.0102,3.0737,-0.0154,2.6963,14.3663,11.0000,3.3663,-0.2004,71.7053
3.0500,0,0.0000,0,start_stop,0.0000,1,2.7600,0,0.0000,0.0000,1.0749,10.1465,10.1988,1.2680,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0411,0.0000,7.8850,10.2929,10.2952,0.0136,0.5570,0.0202,0.0431,11.0427,11.0000,0.0427,-0.5570,19.8251,0.0919,0.0000,7.8889,10.2952,10.2945,0.0109,2.8637,0.0407,2.0934,13.5707,11.0000,2.5707,-2.3067,5.8831,0.1699,0.0000,7.8941,10.2957,10.2965,0.0110,3.0721,0.0132,2.6946,14.3641,11.0000,3.3641,-0.2083,68.9548
3.0600,0,0.0000,0,start_stop,0.0000,1,2.7700,0,0.0000,0.0000,9.8469,11.3547,10.1988,10.0868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0408,0.0000,8.0389,9.8962,9.9054,0.0228,0.5510,0.0895,0.0387,11.0373,11.0000,0.0373,-0.5510,20.0303,0.0894,0.0000,8.0541,9.9115,9.9207,0.0202,2.8640,-0.0252,2.0748,13.5475,11.0000,2.5475,-2.3130,5.8571,0.1694,0.0000,8.0693,9.9335,9.9349,0.0124,3.0726,-0.0150,2.6930,14.3620,11.0000,3.3620,-0.2086,68.8549
3.0700,0,0.0000,0,start_stop,0.0000,1,2.7800,0,0.0000,0.0000,7.7558,9.9110,12.0799,7.9179,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0397,0.0000,7.7671,10.2525,10.2411,0.0115,0.5580,-0.0732,0.0342,11.0316,11.0000,0.0316,-0.5580,19.7687,0.0881,0.0000,7.7736,10.2336,10.2250,0.0115,2.8541,0.0419,2.0565,13.5248,11.0000,2.5248,-2.2960,5.8905,0.1693,0.0000,7.7734,10.2128,10.2125,0.0121,3.0709,0.0133,2.6912,14.3597,11.0000,3.3597,-0.2168,66.2347
3.0800,0,0.0000,0,start_stop,0.0000,1,2.7900,0,0.0000,0.0000,1.3592,8.4704,8.2856,1.6349,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0396,0.0000,8.0096,9.7449,9.7447,0.0113,0.5473,0.1323,0.0298,11.0263,11.0000,0.0263,-0.5473,20.1459,0.0856,0.0000,8.1214,9.7450,9.7456,0.0121,2.8541,-0.0249,2.0380,13.5016,11.0000,2.5016,-2.3068,5.8529,0.1688,0.0000,8.1241,9.7447,9.7443,0.0117,3.0714,-0.0147,2.6896,14.3575,11.0000,3.3575,-0.2173,66.0868
3.0900,0,0.0000,0,start_stop,0.0000,1,2.8000,0,0.0000,0.0000,1.2428,10.3186,10.0893,1.4056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0381,0.0000,7.9106,10.2952,10.3022,0.0183,0.5540,-0.0172,0.0253,11.0206,11.0000,0.0206,-0.5540,19.8913,0.0843,0.0000,7.9019,10.3120,10.3155,0.0156,2.8439,0.0431,2.0198,13.4790,11.0000,2.4790,-2.2898,5.8864,0.1686,0.0000,7.8879,10.3262,10.3310,0.0165,3.0696,0.0134,2.6877,14.3551,11.0000,3.3551,-0.2257,63.5953
3.1000,0,0.0000,0,start_stop,0.0000,1,2.8100,0,0.0000,0.0000,1.2571,10.0076,10.0166,1.4146,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0385,0.0000,7.8859,10.0451,10.0487,0.0219,0.5384,0.0468,0.0210,11.0155,11.0000,0.0155,-0.5384,20.4616,0.0819,0.0000,7.8702,10.0528,10.0554,0.0182,2.8437,-0.0246,2.0013,13.4557,11.0000,2.4557,-2.3054,5.8367,0.1682,0.0000,7.8502,10.0608,10.0608,0.0165,3.0701,-0.0143,2.6860,14.3528,11.0000,3.3528,-0.2264,63.4081
3.1100,0,0.0000,0,start_stop,0.0000,1,2.8200,0,0.0000,0.0000,11.0916,10.0076,10.0166,1.4146,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0370,0.0000,9.0847,10.0703,10.0620,0.0136,0.5547,-0.1597,0.0165,11.0097,11.0000,0.0097,-0.5547,19.8473,0.0806,0.0000,9.1034,10.0533,10.0464,0.0112,2.8332,0.0444,1.9832,13.4333,11.0000,2.4333,-2.2785,5.8958,0.1680,0.0000,9.1144,10.0301,10.0251,0.0115,3.0683,0.0135,2.6841,14.3504,11.0000,3.3504,-0.2351,61.0428
3.1200,0,0.0000,0,start_stop,0.0000,1,2.8300,0,0.0000,0.0000,0.8062,6.9622,13.3460,6.9481,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0380,0.0000,7.7722,11.3177,11.3166,0.0125,0.5374,0.1276,0.0124,11.0046,11.0000,0.0046,-0.5374,20.4765,0.0782,0.0000,7.7753,11.3156,11.3212,0.0168,2.8328,-0.0242,1.9645,13.4101,11.0000,2.4101,-2.2954,5.8423,0.1675,0.0000,7.7890,11.3220,11.3217,0.0112,3.0687,-0.0140,2.6823,14.3480,11.0000,3.3480,-0.2359,60.8246
3.1300,0,0.0000,0,start_stop,0.0000,1,2.8400,0,0.0000,0.0000,7.6642,11.0796,10.0799,7.9478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0355,0.0000,7.6576,10.0870,10.1002,0.0257,0.5606,-0.2349,0.0077,10.9986,11.0000,-0.0014,-0.5606,19.6185,0.0769,0.0000,7.6553,10.1055,10.1035,0.0148,2.8219,0.0456,1.9467,13.3881,11.0000,2.3881,-2.2613,5.9205,0.1673,0.0000,7.6646,10.1037,10.1039,0.0114,3.0668,0.0136,2.6803,14.3454,11.0000,3.3454,-0.2449,58.5820
3.1400,0,0.0000,0,start_stop,0.0000,1,2.8500,0,0.0000,0.0000,1.2503,8.4723,7.4625,1.4145,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0366,0.0000,7.3004,10.3672,10.3579,0.0164,0.5483,0.1007,0.0036,10.9933,11.0000,-0.0067,-0.5483,20.0503,0.0745,0.0000,7.2865,10.3626,10.3626,0.0147,2.8213,-0.0239,1.9281,13.3652,11.0000,2.3652,-2.2730,5.8799,0.1669,0.0000,7.2872,10.3657,10.3685,0.0142,3.0672,-0.0136,2.6784,14.3429,11.0000,3.3429,-0.2459,58.3400
3.1500,0,0.0000,0,start_stop,0.0000,1,2.8600,0,0.0000,0.0000,1.0732,10.2147,10.0702,1.2700,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0334,0.0000,7.7516,9.6040,9.6010,0.0134,0.5716,-0.1625,0.0000,10.9872,11.0000,-0.0128,-0.5716,19.2207,0.0733,0.0000,7.7447,9.5971,9.6004,0.0180,2.8102,0.0468,1.9105,13.3433,11.0000,2.3433,-2.2385,5.9607,0.1667,0.0000,7.7416,9.6091,9.6064,0.0114,3.0653,0.0137,2.6763,14.3402,11.0000,3.3402,-0.2551,56.2164
3.1600,0,0.0000,0,start_stop,0.0000,1,2.8700,0,0.0000,0.0000,1.2012,10.3270,10.4438,1.3867,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,inf,0.0345,0.0000,7.7859,10.4093,10.4093,0.0134,0.5542,0.1425,0.0000,10.9819,11.0000,-0.0181,-0.5542,19.8162,0.0709,0.0000,7.7865,10.4005,10.3941,0.0117,2.8094,-0.0237,1.8921,13.3205,11.0000,2.3205,-2.2552,5.9067,0.1662,0.0000,7.7864,10.3825,10.3827,0.0116,3.0656,-0.0132,2.6743,14.3376,11.0000,3.3376,-0.2562,55.9568
