time_s,throttle_lead,brake_lead,speed_lead,accel_x_lead,local_sp_lead,dist_to_prev_lead,desired_dist_lead,throttle_1,brake_1,speed_1,accel_x_1,local_sp_1,dist_to_prev_1,desired_dist_1,throttle_2,brake_2,speed_2,accel_x_2,local_sp_2,dist_to_prev_2,desired_dist_2,throttle_3,brake_3,speed_3,accel_x_3,local_sp_3,dist_to_prev_3,desired_dist_3,throttle_4,brake_4,speed_4,accel_x_4,local_sp_4,dist_to_prev_4,desired_dist_4
2.5400,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.5500,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.5600,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.5700,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.5800,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.5900,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.6000,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.6100,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.6200,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.6300,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.6400,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.6500,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.6600,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.6700,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.6800,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.6900,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.7000,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.7100,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.7200,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.7300,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.7400,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.7500,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.7600,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.7700,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.7800,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.7900,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.8000,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.8100,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.8200,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.8300,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.8400,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.8500,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.8600,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.8700,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.8800,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.8900,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.9000,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.9100,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.9200,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.9300,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.9400,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.9500,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.9600,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
2.9700,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.9800,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
2.9900,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.0000,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.0100,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.0200,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.0300,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
3.0400,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.0500,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
3.0600,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
3.0700,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
3.0800,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
3.0900,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.1000,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.1100,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.1200,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.1300,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
3.1400,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
3.1500,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.1600,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.1700,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.1800,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.1900,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
3.2000,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000
3.2100,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
3.2200,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
3.2300,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
3.2400,0.0000,0.1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,-0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
3.2500,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
3.2600,0.0000,0.1463,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000,0.0000,1.0000,0.0000,0.0000,-22.5000,6.0000,10.5000
