time_s,teleport_event,speed_range,active_inner,mode,a_cmd,a_des,a_meas,u_raw,u_eff,throttle_veh_0,brake_veh_0,speed_veh_0,speed_long_veh_0,accel_long_veh_0,local_sp_veh_0
0.0000,0,,,,,,,,,0.0000,0.0000,0.0000,-0.0000,-0.0000,10.0000
0.0100,0,low,single,throttle,3.000000,3.000000,-0.000002,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.0200,0,low,single,throttle,3.000000,3.000000,-0.000002,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.0300,0,low,single,throttle,3.000000,3.000000,-0.000003,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.0400,0,low,single,throttle,3.000000,3.000000,-0.000002,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.0500,0,low,single,throttle,3.000000,3.000000,-0.000002,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.0600,0,low,single,throttle,3.000000,3.000000,-0.000001,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.0700,0,low,single,throttle,3.000000,3.000000,-0.000002,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.0800,0,low,single,throttle,3.000000,3.000000,-0.000001,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.0900,0,low,single,throttle,3.000000,3.000000,-0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.1000,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.1100,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.1200,0,low,single,throttle,3.000000,3.000000,-0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.1300,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.1400,0,low,single,throttle,3.000000,3.000000,-0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.1500,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.1600,0,low,single,throttle,3.000000,3.000000,0.000001,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.1700,0,low,single,throttle,3.000000,3.000000,0.000001,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.1800,0,low,single,throttle,3.000000,3.000000,0.000001,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.1900,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.2000,0,low,single,throttle,3.000000,3.000000,0.000001,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.2100,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.2200,0,low,single,throttle,3.000000,3.000000,0.000002,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.2300,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.2400,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.2500,0,low,single,throttle,3.000000,3.000000,0.000001,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.2600,0,low,single,throttle,3.000000,3.000000,-0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.2700,0,low,single,throttle,3.000000,3.000000,0.000001,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.2800,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.2900,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.3000,0,low,single,throttle,3.000000,3.000000,-0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.3100,0,low,single,throttle,3.000000,3.000000,0.000001,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.3200,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.3300,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.3400,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.3500,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.3600,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.3700,0,low,single,throttle,3.000000,3.000000,0.000001,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.3800,0,low,single,throttle,3.000000,3.000000,-0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.3900,0,low,single,throttle,3.000000,3.000000,0.000001,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.4000,0,low,single,throttle,3.000000,3.000000,0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,-0.0000,5.0000
0.4100,0,low,single,throttle,3.000000,3.000000,-0.000000,1.000000,1.000000,1.0000,0.0000,0.0000,-0.0000,0.0000,5.0000
0.4200,0,low,single,throttle,3.000000,3.000000,0.000001,1.000000,1.000000,1.0000,0.0000,0.2343,0.2343,8.1994,5.0000
0.4300,0,low,single,coast,2.614060,2.614060,8.199366,-1.000000,-1.000000,0.0000,0.0000,0.4735,0.4735,13.7011,5.0000
0.4400,0,low,single,brake,2.216744,2.216744,13.701120,-1.000000,-1.000000,0.0000,1.0000,0.6913,0.6913,16.5296,5.0000
0.4500,0,low,single,brake,1.856713,1.856713,16.529561,-1.000000,-1.000000,0.0000,1.0000,0.8881,0.8881,17.6323,5.0000
0.4600,0,low,single,brake,1.533538,1.533538,17.632297,-1.000000,-1.000000,0.0000,1.0000,1.0650,1.0650,17.6528,5.0000
0.4700,0,low,single,brake,1.245334,1.245334,17.652798,-1.000000,-1.000000,0.0000,1.0000,1.2235,1.2235,17.0224,5.0000
0.4800,0,low,single,brake,0.989508,0.989508,17.022416,-0.842501,-0.842501,0.0000,0.8425,1.3642,1.3641,15.9869,5.0000
0.4900,0,low,single,brake,0.765286,0.765286,15.986947,-0.481872,-0.481872,0.0000,0.4819,1.4876,1.4875,14.7105,5.0000
0.5000,0,low,single,coast,0.571657,0.571657,14.710497,0.005660,0.005660,0.0000,0.0000,1.5969,1.5968,13.3863,5.0000
0.5100,0,low,single,throttle,0.403021,0.403021,13.386302,0.528047,0.528047,0.5280,0.0000,1.6959,1.6959,12.1685,5.0000
0.5200,0,low,single,throttle,0.252242,0.252242,12.168453,1.000000,1.000000,1.0000,0.0000,1.7867,1.7867,11.0877,5.0000
0.5300,0,low,single,throttle,0.115815,0.115815,11.087750,1.000000,1.000000,1.0000,0.0000,1.8710,1.8710,10.1575,5.0000
0.5400,0,low,single,throttle,-0.009427,-0.009427,10.157518,1.000000,1.000000,1.0000,0.0000,1.9481,1.9480,9.2994,5.0000
0.5500,0,low,single,throttle,-0.122059,-0.122059,9.299375,1.000000,1.000000,1.0000,0.0000,2.0187,2.0187,8.5160,5.0000
0.5600,0,low,single,throttle,-0.223491,-0.223491,8.516014,1.000000,1.000000,1.0000,0.0000,2.0842,2.0842,7.8285,5.0000
0.5700,0,low,single,throttle,-0.316163,-0.316163,7.828537,1.000000,1.000000,1.0000,0.0000,2.1458,2.1458,7.2448,5.0000
0.5800,0,low,single,throttle,-0.402222,-0.402222,7.244843,1.000000,1.000000,1.0000,0.0000,2.2046,2.2045,6.7650,5.0000
0.5900,0,low,single,throttle,-0.483554,-0.483554,6.764960,1.000000,1.000000,1.0000,0.0000,2.2614,2.2613,6.3844,5.0000
0.6000,0,low,single,throttle,-0.561821,-0.561821,6.384446,1.000000,1.000000,1.0000,0.0000,2.3170,2.3169,6.0965,5.0000
0.6100,0,low,single,throttle,-0.638487,-0.638487,6.096543,1.000000,1.000000,1.0000,0.0000,2.3721,2.3721,5.8935,5.0000
0.6200,0,low,single,throttle,-0.714846,-0.714846,5.893475,1.000000,1.000000,1.0000,0.0000,2.4275,2.4274,5.7674,5.0000
0.6300,0,low,single,throttle,-0.792049,-0.792049,5.767391,1.000000,1.000000,1.0000,0.0000,2.4835,2.4835,5.7106,5.0000
0.6400,0,low,single,throttle,-0.871119,-0.871119,5.710605,0.983094,0.983094,0.9831,0.0000,2.5407,2.5406,5.7132,5.0000
0.6500,0,low,single,throttle,-0.952823,-0.952823,5.713237,0.937355,0.937355,0.9374,0.0000,2.5989,2.5988,5.7497,5.0000
0.6600,0,low,single,throttle,-1.036919,-1.036919,5.749697,0.874715,0.874715,0.8747,0.0000,2.6575,2.6574,5.7889,5.0000
0.6700,0,low,single,throttle,-1.122394,-1.122394,5.788861,0.810058,0.810058,0.8101,0.0000,2.7159,2.7159,5.8077,5.0000
0.6800,0,low,single,throttle,-1.208084,-1.208084,5.807692,0.754618,0.754618,0.7546,0.0000,2.7736,2.7735,5.7923,5.0000
0.6900,0,low,single,throttle,-1.292876,-1.292876,5.792331,0.715366,0.715366,0.7154,0.0000,2.8300,2.8299,5.7390,5.0000
0.7000,0,low,single,throttle,-1.375930,-1.375930,5.739027,0.694468,0.694468,0.6945,0.0000,2.8849,2.8848,5.6530,5.0000
0.7100,0,low,single,throttle,-1.456809,-1.456809,5.653035,0.689727,0.689727,0.6897,0.0000,2.9384,2.9383,5.5458,5.0000
0.7200,0,low,single,throttle,-1.535498,-1.535498,5.545783,0.695878,0.695878,0.6959,0.0000,2.9905,2.9905,5.4300,5.0000
0.7300,0,low,single,throttle,-1.612266,-1.612266,5.430043,0.706892,0.706892,0.7069,0.0000,3.0416,3.0415,5.3164,5.0000
0.7400,0,low,single,throttle,-1.687502,-1.687502,5.316390,0.717687,0.717687,0.7177,0.0000,3.0917,3.0917,5.2117,5.0000
0.7500,0,low,single,throttle,-1.761600,-1.761600,5.211720,0.724877,0.724877,0.7249,0.0000,3.1412,3.1412,5.1193,5.0000
0.7600,0,low,single,throttle,-1.834893,-1.834893,5.119346,0.726763,0.726763,0.7268,0.0000,3.1901,3.1901,5.0392,5.0000
0.7700,0,low,single,throttle,-1.907599,-1.907599,5.039208,0.723260,0.723260,0.7233,0.0000,3.2385,3.2384,4.9689,5.0000
0.7800,0,low,single,throttle,-1.979812,-1.979812,4.968894,0.715431,0.715431,0.7154,0.0000,3.2864,3.2863,4.9050,5.0000
0.7900,0,low,single,throttle,-2.051527,-2.051527,4.904990,0.704856,0.704856,0.7049,0.0000,3.3337,3.3336,4.8439,5.0000
0.8000,0,low,single,throttle,-2.122672,-2.122672,4.843949,0.693208,0.693208,0.6932,0.0000,3.3804,3.3803,4.7831,5.0000
0.8100,0,low,single,throttle,-2.193153,-2.193153,4.783126,0.681757,0.681757,0.6818,0.0000,3.4264,3.4264,4.7207,5.0000
0.8200,0,low,single,throttle,-2.262870,-2.262870,4.720660,0.671414,0.671414,0.6714,0.0000,3.4718,3.4717,4.6557,5.0000
0.8300,0,low,single,throttle,-2.331741,-2.331741,4.655705,0.662612,0.662612,0.6626,0.0000,3.5164,3.5163,4.5883,5.0000
0.8400,0,low,single,throttle,-2.399716,-2.399716,4.588283,0.655369,0.655369,0.6554,0.0000,3.5603,3.5602,4.5190,5.0000
0.8500,0,low,single,throttle,-2.466771,-2.466771,4.518972,0.649428,0.649428,0.6494,0.0000,3.6035,3.6034,4.4488,5.0000
0.8600,0,low,single,throttle,-2.532921,-2.532921,4.448826,0.644297,0.644297,0.6443,0.0000,3.6460,3.6459,4.3787,5.0000
0.8700,0,low,single,throttle,-2.598186,-2.598186,4.378661,0.639590,0.639590,0.6396,0.0000,3.6878,3.6877,4.3093,5.0000
0.8800,0,low,single,throttle,-2.662602,-2.662602,4.309272,0.634923,0.634923,0.6349,0.0000,3.7289,3.7289,4.2412,5.0000
0.8900,0,low,single,throttle,-2.726206,-2.726206,4.241209,0.630021,0.630021,0.6300,0.0000,3.7695,3.7694,4.1754,5.0000
0.9000,0,low,single,throttle,-2.789061,-2.789061,4.175352,0.624448,0.624448,0.6244,0.0000,3.8094,3.8093,4.1116,5.0000
0.9100,0,low,single,throttle,-2.851199,-2.851199,4.111612,0.618227,0.618227,0.6182,0.0000,3.8487,3.8486,4.0484,5.0000
0.9200,0,low,single,throttle,-2.912569,-2.912569,4.048408,0.612116,0.612116,0.6121,0.0000,3.8874,3.8873,3.9856,5.0000
0.9300,0,low,single,throttle,-2.973169,-2.973169,3.985627,0.606167,0.606167,0.6062,0.0000,3.9255,3.9254,3.9232,5.0000
0.9400,0,low,single,throttle,-3.032997,-3.032997,3.923197,0.600417,0.600417,0.6004,0.0000,3.9629,3.9629,3.8611,5.0000
0.9500,0,low,single,throttle,-3.092054,-3.092054,3.861102,0.594871,0.594871,0.5949,0.0000,3.9998,3.9997,3.7994,5.0000
0.9600,0,low,single,throttle,-3.150342,-3.150342,3.799415,0.589496,0.589496,0.5895,0.0000,4.0360,4.0360,3.7383,5.0000
0.9700,0,low,single,throttle,-3.207873,-3.207873,3.738313,0.584204,0.584204,0.5842,0.0000,4.0717,4.0716,3.6778,5.0000
0.9800,0,low,single,throttle,-3.264655,-3.264655,3.677832,0.578976,0.578976,0.5790,0.0000,4.1067,4.1067,3.6180,5.0000
0.9900,0,low,single,throttle,-3.320694,-3.320694,3.618005,0.573792,0.573792,0.5738,0.0000,4.1412,4.1412,3.5589,5.0000
1.0000,0,low,single,throttle,-3.375999,-3.375999,3.558873,0.568630,0.568630,0.5686,0.0000,4.1751,4.1751,3.5004,5.0000
1.0100,0,low,single,throttle,-3.430577,-3.430577,3.500426,0.563492,0.563492,0.5635,0.0000,4.2085,4.2085,3.4433,5.0000
1.0200,0,low,single,throttle,-3.484469,-3.484469,3.443290,0.558067,0.558067,0.5581,0.0000,4.2414,4.2413,3.3874,5.0000
1.0300,0,low,single,throttle,-3.537692,-3.537692,3.387446,0.552356,0.552356,0.5524,0.0000,4.2736,4.2736,3.3313,5.0000
1.0400,0,low,single,throttle,-3.590182,-3.590182,3.331324,0.547117,0.547117,0.5471,0.0000,4.3053,4.3053,3.2752,5.0000
1.0500,0,low,single,throttle,-3.641941,-3.641941,3.275165,0.542238,0.542238,0.5422,0.0000,4.3365,4.3364,3.2192,5.0000
1.0600,0,low,single,throttle,-3.692973,-3.692973,3.219165,0.537628,0.537628,0.5376,0.0000,4.3671,4.3670,3.1636,5.0000
1.0700,0,low,single,throttle,-3.743292,-3.743292,3.163607,0.533149,0.533149,0.5331,0.0000,4.3971,4.3971,3.1086,5.0000
1.0800,0,low,single,throttle,-3.792905,-3.792905,3.108595,0.528749,0.528749,0.5287,0.0000,4.4267,4.4266,3.0544,5.0000
1.0900,0,low,single,throttle,-3.841829,-3.841829,3.054357,0.524314,0.524314,0.5243,0.0000,4.4557,4.4557,3.0009,5.0000
1.1000,0,low,single,throttle,-3.890073,-3.890073,3.000875,0.519850,0.519850,0.5199,0.0000,4.4842,4.4842,2.9482,5.0000
1.1100,0,low,single,throttle,-3.937648,-3.937648,2.948201,0.515326,0.515326,0.5153,0.0000,4.5122,4.5122,2.8962,5.0000
1.1200,0,low,single,throttle,-3.984557,-3.984557,2.896192,0.510809,0.510809,0.5108,0.0000,4.5397,4.5396,2.8448,5.0000
1.1300,0,low,single,throttle,-4.030806,-4.030806,2.844804,0.506314,0.506314,0.5063,0.0000,4.5667,4.5666,2.7940,5.0000
1.1400,0,low,single,throttle,-4.076400,-4.076400,2.794048,0.501835,0.501835,0.5018,0.0000,4.5932,4.5932,2.7439,5.0000
1.1500,0,low,single,throttle,-4.121348,-4.121348,2.743932,0.497364,0.497364,0.4974,0.0000,4.6192,4.6192,2.6948,5.0000
1.1600,0,low,single,throttle,-4.165677,-4.165677,2.694845,0.492707,0.492707,0.4927,0.0000,4.6448,4.6448,2.6469,5.0000
1.1700,0,low,single,throttle,-4.209409,-4.209409,2.646902,0.487803,0.487803,0.4878,0.0000,4.6699,4.6699,2.5988,5.0000
1.1800,0,low,single,throttle,-4.252487,-4.252487,2.598753,0.483300,0.483300,0.4833,0.0000,4.6945,4.6945,2.5505,5.0000
1.1900,0,low,single,throttle,-4.294912,-4.294912,2.550544,0.479135,0.479135,0.4791,0.0000,4.7186,4.7186,2.5024,5.0000
1.2000,0,low,single,throttle,-4.336686,-4.336686,2.502416,0.475240,0.475240,0.4752,0.0000,4.7423,4.7423,2.4547,5.0000
1.2100,0,low,single,throttle,-4.377819,-4.377819,2.454652,0.471479,0.471479,0.4715,0.0000,4.7655,4.7655,2.4073,5.0000
1.2200,0,low,single,throttle,-4.418318,-4.418318,2.407318,0.467820,0.467820,0.4678,0.0000,4.7882,4.7882,2.3606,5.0000
1.2300,0,low,single,throttle,-4.458197,-4.458197,2.360618,0.464162,0.464162,0.4642,0.0000,4.8105,4.8105,2.3147,5.0000
1.2400,0,low,single,throttle,-4.497470,-4.497470,2.314683,0.460436,0.460436,0.4604,0.0000,4.8324,4.8323,2.2695,5.0000
1.2500,0,low,single,throttle,-4.536148,-4.536148,2.269523,0.456634,0.456634,0.4566,0.0000,4.8538,4.8538,2.2251,5.0000
1.2600,0,low,single,throttle,-4.574239,-4.574239,2.225095,0.452770,0.452770,0.4528,0.0000,4.8748,4.8748,2.1813,5.0000
1.2700,0,low,single,throttle,-4.611746,-4.611746,2.181302,0.448889,0.448889,0.4489,0.0000,4.8954,4.8953,2.1381,5.0000
1.2800,0,low,single,throttle,-4.648674,-4.648674,2.138056,0.445030,0.445030,0.4450,0.0000,4.9156,4.9155,2.0958,5.0000
1.2900,0,low,single,throttle,-4.685051,-4.685051,2.095812,0.440967,0.440967,0.4410,0.0000,4.9353,4.9353,2.0546,5.0000
1.3000,0,low,single,throttle,-4.720892,-4.720892,2.054561,0.436698,0.436698,0.4367,0.0000,4.9547,4.9547,2.0131,5.0000
1.3100,0,low,single,throttle,-4.756149,-4.756149,2.013099,0.432804,0.432804,0.4328,0.0000,4.9736,4.9736,1.9715,5.0000
1.3200,0,low,single,throttle,-4.790819,-4.790819,1.971536,0.429235,0.429235,0.4292,0.0000,4.9922,4.9921,1.9301,5.0000
1.3300,0,low,single,throttle,-4.824906,-4.824906,1.930065,0.425901,0.425901,0.4259,0.0000,5.0103,5.0103,1.8889,5.0000
1.3400,0,low,single,throttle,-4.858417,-4.858417,1.888870,0.422713,0.422713,0.4227,0.0000,5.0280,5.0280,1.8479,5.0000
1.3500,0,low,single,throttle,-4.891351,-4.891351,1.847869,0.419712,0.419712,0.4197,0.0000,5.0453,5.0453,1.8076,5.0000
1.3600,0,low,single,throttle,-4.923734,-4.923734,1.807614,0.416627,0.416627,0.4166,0.0000,5.0623,5.0623,1.7682,5.0000
1.3700,0,low,single,throttle,-4.955581,-4.955581,1.768150,0.413432,0.413432,0.4134,0.0000,5.0789,5.0788,1.7295,5.0000
1.3800,0,low,single,throttle,-4.986900,-4.986900,1.729454,0.410134,0.410134,0.4101,0.0000,5.0951,5.0950,1.6914,5.0000
1.3900,0,low,single,throttle,-5.017699,-5.017699,1.691448,0.406764,0.406764,0.4068,0.0000,5.1109,5.1109,1.6540,5.0000
1.4000,0,low,single,throttle,-5.047980,-5.047980,1.654015,0.403375,0.403375,0.4034,0.0000,5.1264,5.1264,1.6171,5.0000
1.4100,0,low,single,throttle,-5.077745,-5.077745,1.617053,0.400015,0.400015,0.4000,0.0000,5.1415,5.1415,1.5804,5.0000
1.4200,0,low,single,throttle,-5.106992,-5.106992,1.580414,0.396752,0.396752,0.3968,0.0000,5.1563,5.1563,1.5442,5.0000
1.4300,0,low,single,throttle,-5.135729,-5.135729,1.544228,0.393523,0.393523,0.3935,0.0000,5.1707,5.1707,1.5084,5.0000
1.4400,0,low,single,throttle,-5.163958,-5.163958,1.508417,0.390364,0.390364,0.3904,0.0000,5.1848,5.1848,1.4730,5.0000
1.4500,0,low,single,throttle,-5.191681,-5.191681,1.472961,0.387282,0.387282,0.3873,0.0000,5.1985,5.1985,1.4380,5.0000
1.4600,0,low,single,throttle,-5.218906,-5.218906,1.437951,0.384232,0.384232,0.3842,0.0000,5.2119,5.2119,1.4034,5.0000
1.4700,0,low,single,throttle,-5.245637,-5.245637,1.403369,0.381220,0.381220,0.3812,0.0000,5.2249,5.2249,1.3692,5.0000
1.4800,0,low,single,throttle,-5.271877,-5.271877,1.369160,0.378271,0.378271,0.3783,0.0000,5.2377,5.2377,1.3354,5.0000
1.4900,0,low,single,throttle,-5.297631,-5.297631,1.335381,0.375356,0.375356,0.3754,0.0000,5.2501,5.2501,1.3020,5.0000
1.5000,0,low,single,throttle,-5.322905,-5.322905,1.302034,0.372471,0.372471,0.3725,0.0000,5.2622,5.2621,1.2691,5.0000
1.5100,0,low,single,throttle,-5.347702,-5.347702,1.269094,0.369627,0.369627,0.3696,0.0000,5.2739,5.2739,1.2366,5.0000
1.5200,0,low,single,throttle,-5.372029,-5.372029,1.236621,0.366793,0.366793,0.3668,0.0000,5.2854,5.2853,1.2046,5.0000
1.5300,0,low,single,throttle,-5.395891,-5.395891,1.204570,0.363986,0.363986,0.3640,0.0000,5.2965,5.2965,1.1729,5.0000
1.5400,0,low,single,throttle,-5.419289,-5.419289,1.172904,0.361224,0.361224,0.3612,0.0000,5.3073,5.3073,1.1417,5.0000
1.5500,0,low,single,throttle,-5.442234,-5.442234,1.141722,0.358456,0.358456,0.3585,0.0000,5.3179,5.3179,1.1108,5.0000
1.5600,0,low,single,throttle,-5.464721,-5.464721,1.110839,0.355771,0.355771,0.3558,0.0000,5.3281,5.3281,1.0804,5.0000
1.5700,0,low,single,throttle,-5.486762,-5.486762,1.080426,0.353083,0.353083,0.3531,0.0000,5.3381,5.3380,1.0504,5.0000
1.5800,0,low,single,throttle,-5.508357,-5.508357,1.050355,0.350451,0.350451,0.3505,0.0000,5.3477,5.3477,1.0207,5.0000
1.5900,0,low,single,throttle,-5.529511,-5.529511,1.020686,0.347846,0.347846,0.3478,0.0000,5.3571,5.3571,0.9914,5.0000
1.6000,0,low,single,throttle,-5.550229,-5.550229,0.991394,0.345276,0.345276,0.3453,0.0000,5.3662,5.3662,0.9625,5.0000
1.6100,0,low,single,throttle,-5.570516,-5.570516,0.962516,0.342724,0.342724,0.3427,0.0000,5.3750,5.3750,0.9340,5.0000
1.6200,0,low,single,throttle,-5.590376,-5.590376,0.934024,0.340199,0.340199,0.3402,0.0000,5.3835,5.3835,0.9059,5.0000
1.6300,0,low,single,throttle,-5.609811,-5.609811,0.905878,0.337719,0.337719,0.3377,0.0000,5.3918,5.3918,0.8781,5.0000
1.6400,0,low,single,throttle,-5.628826,-5.628826,0.878085,0.335279,0.335279,0.3353,0.0000,5.3998,5.3998,0.8507,5.0000
1.6500,0,low,single,throttle,-5.647426,-5.647426,0.850694,0.332853,0.332853,0.3329,0.0000,5.4075,5.4075,0.8237,5.0000
1.6600,0,low,single,throttle,-5.665617,-5.665617,0.823699,0.330443,0.330443,0.3304,0.0000,5.4150,5.4150,0.7971,5.0000
1.6700,0,low,single,throttle,-5.683401,-5.683401,0.797051,0.328069,0.328069,0.3281,0.0000,5.4222,5.4222,0.7707,5.0000
1.6800,0,low,single,throttle,-5.700780,-5.700780,0.770742,0.325735,0.325735,0.3257,0.0000,5.4292,5.4292,0.7448,5.0000
1.6900,0,low,single,throttle,-5.717761,-5.717761,0.744783,0.323432,0.323432,0.3234,0.0000,5.4359,5.4359,0.7192,5.0000
1.7000,0,low,single,throttle,-5.734348,-5.734348,0.719211,0.321141,0.321141,0.3211,0.0000,5.4424,5.4424,0.6940,5.0000
1.7100,0,low,single,throttle,-5.750544,-5.750544,0.693996,0.318875,0.318875,0.3189,0.0000,5.4486,5.4486,0.6692,5.0000
1.7200,0,low,single,throttle,-5.766357,-5.766357,0.669167,0.316616,0.316616,0.3166,0.0000,5.4546,5.4546,0.6449,5.0000
1.7300,0,low,single,throttle,-5.781796,-5.781796,0.644858,0.314299,0.314299,0.3143,0.0000,5.4604,5.4604,0.6212,5.0000
1.7400,0,low,single,throttle,-5.796879,-5.796879,0.621220,0.311845,0.311845,0.3118,0.0000,5.4659,5.4659,0.5975,5.0000
1.7500,0,low,single,throttle,-5.811578,-5.811578,0.597548,0.309593,0.309593,0.3096,0.0000,5.4712,5.4712,0.5740,5.0000
1.7600,0,low,single,throttle,-5.825896,-5.825896,0.573976,0.307480,0.307480,0.3075,0.0000,5.4763,5.4763,0.5505,5.0000
1.7700,0,low,single,throttle,-5.839834,-5.839834,0.550502,0.305508,0.305508,0.3055,0.0000,5.4811,5.4811,0.5273,5.0000
1.7800,0,low,single,throttle,-5.853402,-5.853402,0.527333,0.303576,0.303576,0.3036,0.0000,5.4857,5.4857,0.5044,5.0000
1.7900,0,low,single,throttle,-5.866601,-5.866601,0.504433,0.301699,0.301699,0.3017,0.0000,5.4901,5.4901,0.4820,5.0000
1.8000,0,low,single,throttle,-5.879444,-5.879444,0.481966,0.299796,0.299796,0.2998,0.0000,5.4943,5.4943,0.4599,5.0000
1.8100,0,low,single,throttle,-5.891932,-5.891932,0.459881,0.297891,0.297891,0.2979,0.0000,5.4983,5.4983,0.4382,5.0000
1.8200,0,low,single,throttle,-5.904076,-5.904076,0.438240,0.295948,0.295948,0.2959,0.0000,5.5021,5.5021,0.4170,5.0000
1.8300,0,low,single,throttle,-5.915875,-5.915875,0.416953,0.294011,0.294011,0.2940,0.0000,5.5056,5.5056,0.3960,5.0000
1.8400,0,low,single,throttle,-5.927337,-5.927337,0.396044,0.292065,0.292065,0.2921,0.0000,5.5090,5.5090,0.3755,5.0000
1.8500,0,low,single,throttle,-5.938464,-5.938464,0.375486,0.290120,0.290120,0.2901,0.0000,5.5122,5.5122,0.3552,5.0000
1.8600,0,low,single,throttle,-5.949256,-5.949256,0.355187,0.288220,0.288220,0.2882,0.0000,5.5152,5.5152,0.3352,5.0000
1.8700,0,low,single,throttle,-5.959718,-5.959718,0.335192,0.286342,0.286342,0.2863,0.0000,5.5180,5.5180,0.3155,5.0000
1.8800,0,low,single,throttle,-5.969856,-5.969856,0.315510,0.284478,0.284478,0.2845,0.0000,5.5206,5.5206,0.2961,5.0000
1.8900,0,low,single,throttle,-5.979669,-5.979669,0.296080,0.282658,0.282658,0.2827,0.0000,5.5230,5.5230,0.2769,5.0000
1.9000,0,low,single,throttle,-5.989159,-5.989159,0.276882,0.280890,0.280890,0.2809,0.0000,5.5252,5.5252,0.2579,5.0000
1.9100,0,low,single,throttle,-5.998329,-5.998329,0.257915,0.279173,0.279173,0.2792,0.0000,5.5273,5.5272,0.2393,5.0000
1.9200,0,low,single,throttle,-6.000000,-6.000000,0.239328,0.280770,0.280770,0.2808,0.0000,5.5291,5.5291,0.2215,5.0000
