sim_time_s,bin,target_speed_mps,mode,cmd,speed_mps,actor_long_accel_mps2
76.656187,low,8.0000,brake,0.3000,3.246317,-2.377825
76.666187,low,8.0000,brake,0.3000,3.222822,-2.367903
76.676187,low,8.0000,brake,0.3000,3.199426,-2.358016
76.686187,low,8.0000,brake,0.3000,3.176125,-2.348235
76.696187,low,8.0000,brake,0.3000,3.152922,-2.338448
76.706187,low,8.0000,brake,0.3000,3.129814,-2.328781
76.716187,low,8.0000,brake,0.3000,3.106804,-2.319068
76.726187,low,8.0000,brake,0.3000,3.083887,-2.309467
76.736187,low,8.0000,brake,0.3000,3.061067,-2.299864
76.746187,low,8.0000,brake,0.3000,3.038342,-2.290292
76.756187,low,8.0000,brake,0.3000,3.015709,-2.280824
76.766187,low,8.0000,brake,0.3000,2.993173,-2.271315
76.776187,low,8.0000,brake,0.3000,2.970730,-2.261855
76.786187,low,8.0000,brake,0.3000,2.948380,-2.252451
76.796187,low,8.0000,brake,0.3000,2.926122,-2.243135
76.806187,low,8.0000,brake,0.3000,2.903955,-2.233875
76.816187,low,8.0000,brake,0.3000,2.881882,-2.224576
76.826187,low,8.0000,brake,0.3000,2.859904,-2.215186
76.836187,low,8.0000,brake,0.3000,2.838017,-2.205919
76.846187,low,8.0000,brake,0.3000,2.816220,-2.196758
76.856187,low,8.0000,brake,0.3000,2.794514,-2.187599
76.866187,low,8.0000,brake,0.3000,2.772900,-2.178442
76.876187,low,8.0000,brake,0.3000,2.751376,-2.169318
76.886187,low,8.0000,brake,0.3000,2.729942,-2.160259
76.896187,low,8.0000,brake,0.3000,2.708598,-2.151207
76.906187,low,8.0000,brake,0.3000,2.687340,-2.142286
76.916187,low,8.0000,brake,0.3000,2.666173,-2.133359
76.926187,low,8.0000,brake,0.3000,2.645094,-2.124418
76.936187,low,8.0000,brake,0.3000,2.624102,-2.115602
76.946187,low,8.0000,brake,0.3000,2.603199,-2.106751
76.956187,low,8.0000,brake,0.3000,2.582382,-2.097994
76.966187,low,8.0000,brake,0.3000,2.561652,-2.089222
76.976187,low,8.0000,brake,0.3000,2.541010,-2.080467
76.986187,low,8.0000,brake,0.3000,2.520455,-2.071747
76.996187,low,8.0000,brake,0.3000,2.499985,-2.063083
77.006187,low,8.0000,brake,0.3000,2.479600,-2.054472
77.016187,low,8.0000,brake,0.3000,2.459301,-2.045871
77.026187,low,8.0000,brake,0.3000,2.439086,-2.037334
77.036187,low,8.0000,brake,0.3000,2.418956,-2.028823
77.046187,low,8.0000,brake,0.3000,2.398910,-2.020354
77.056187,low,8.0000,brake,0.3000,2.378948,-2.011911
77.066187,low,8.0000,brake,0.3000,2.359069,-2.003503
77.076187,low,8.0000,brake,0.3000,2.339272,-1.995142
77.086187,low,8.0000,brake,0.3000,2.319560,-1.986787
77.096187,low,8.0000,brake,0.3000,2.299930,-1.978443
84.276186,low,8.0000,brake,0.4000,7.998801,-0.025418
84.286186,low,8.0000,brake,0.4000,7.995553,-0.130194
84.296186,low,8.0000,brake,0.4000,7.988874,-0.318379
84.306186,low,8.0000,brake,0.4000,7.978009,-0.587217
84.316186,low,8.0000,brake,0.4000,7.962640,-0.919611
84.326186,low,8.0000,brake,0.4000,7.943004,-1.285004
84.336186,low,8.0000,brake,0.4000,7.919413,-1.660933
84.346186,low,8.0000,brake,0.4000,7.893151,-1.998798
84.356186,low,8.0000,brake,0.4000,7.865050,-2.282732
84.366186,low,8.0000,brake,0.4000,7.835322,-2.524283
84.376186,low,8.0000,brake,0.4000,7.804143,-2.732045
84.386186,low,8.0000,brake,0.4000,7.771677,-2.912118
84.396186,low,8.0000,brake,0.4000,7.738069,-3.069170
84.406186,low,8.0000,brake,0.4000,7.703452,-3.206552
84.416186,low,8.0000,brake,0.4000,7.667943,-3.327060
84.426186,low,8.0000,brake,0.4000,7.631646,-3.432995
84.436186,low,8.0000,brake,0.4000,7.594654,-3.526169
84.446186,low,8.0000,brake,0.4000,7.557052,-3.608078
84.456186,low,8.0000,brake,0.4000,7.518920,-3.679878
84.466186,low,8.0000,brake,0.4000,7.480326,-3.742719
84.476186,low,8.0000,brake,0.4000,7.441331,-3.797569
84.486186,low,8.0000,brake,0.4000,7.401993,-3.845255
84.496186,low,8.0000,brake,0.4000,7.362366,-3.886347
84.506186,low,8.0000,brake,0.4000,7.322492,-3.921719
84.516186,low,8.0000,brake,0.4000,7.282412,-3.951921
84.526186,low,8.0000,brake,0.4000,7.242163,-3.977477
84.536186,low,8.0000,brake,0.4000,7.201776,-3.998895
84.546186,low,8.0000,brake,0.4000,7.161283,-4.016555
84.556186,low,8.0000,brake,0.4000,7.120710,-4.030804
84.566186,low,8.0000,brake,0.4000,7.080082,-4.042002
84.576186,low,8.0000,brake,0.4000,7.039426,-4.050266
84.586186,low,8.0000,brake,0.4000,6.998758,-4.056054
84.596186,low,8.0000,brake,0.4000,6.958092,-4.059733
84.606186,low,8.0000,brake,0.4000,6.917446,-4.061424
84.616186,low,8.0000,brake,0.4000,6.876834,-4.061354
84.626186,low,8.0000,brake,0.4000,6.836269,-4.059673
84.636186,low,8.0000,brake,0.4000,6.795762,-4.056528
84.646186,low,8.0000,brake,0.4000,6.755323,-4.052097
84.656186,low,8.0000,brake,0.4000,6.714964,-4.046430
84.666186,low,8.0000,brake,0.4000,6.674696,-4.039575
84.676186,low,8.0000,brake,0.4000,6.634520,-4.031882
84.686186,low,8.0000,brake,0.4000,6.594443,-4.023409
84.696186,low,8.0000,brake,0.4000,6.554471,-4.014214
84.706186,low,8.0000,brake,0.4000,6.514612,-4.004332
84.716186,low,8.0000,brake,0.4000,6.474867,-3.993886
84.726186,low,8.0000,brake,0.4000,6.435242,-3.982891
84.736186,low,8.0000,brake,0.4000,6.395740,-3.971454
84.746186,low,8.0000,brake,0.4000,6.356367,-3.959498
84.756186,low,8.0000,brake,0.4000,6.317128,-3.947053
84.766186,low,8.0000,brake,0.4000,6.278020,-3.934358
84.776186,low,8.0000,brake,0.4000,6.239046,-3.921399
84.786186,low,8.0000,brake,0.4000,6.200209,-3.908203
84.796186,low,8.0000,brake,0.4000,6.161510,-3.894819
84.806186,low,8.0000,brake,0.4000,6.122949,-3.881263
84.816186,low,8.0000,brake,0.4000,6.084528,-3.867545
84.826186,low,8.0000,brake,0.4000,6.046249,-3.853671
84.836186,low,8.0000,brake,0.4000,6.008113,-3.839663
84.846186,low,8.0000,brake,0.4000,5.970121,-3.825501
84.856186,low,8.0000,brake,0.4000,5.932276,-3.811121
84.866186,low,8.0000,brake,0.4000,5.894576,-3.796735
84.876186,low,8.0000,brake,0.4000,5.857021,-3.782310
84.886186,low,8.0000,brake,0.4000,5.819609,-3.767910
84.896186,low,8.0000,brake,0.4000,5.782344,-3.753426
84.906186,low,8.0000,brake,0.4000,5.745224,-3.738938
84.916186,low,8.0000,brake,0.4000,5.708248,-3.724448
84.926186,low,8.0000,brake,0.4000,5.671417,-3.709972
84.936186,low,8.0000,brake,0.4000,5.634732,-3.695489
84.946186,low,8.0000,brake,0.4000,5.598192,-3.680951
84.956186,low,8.0000,brake,0.4000,5.561797,-3.666428
84.966186,low,8.0000,brake,0.4000,5.525553,-3.651748
84.976186,low,8.0000,brake,0.4000,5.489452,-3.637149
84.986186,low,8.0000,brake,0.4000,5.453496,-3.622619
84.996186,low,8.0000,brake,0.4000,5.417683,-3.608151
85.006186,low,8.0000,brake,0.4000,5.382015,-3.593690
85.016186,low,8.0000,brake,0.4000,5.346489,-3.579300
85.026186,low,8.0000,brake,0.4000,5.311105,-3.564973
85.036186,low,8.0000,brake,0.4000,5.275864,-3.550671
85.046186,low,8.0000,brake,0.4000,5.240766,-3.536384
85.056186,low,8.0000,brake,0.4000,5.205809,-3.522124
85.066186,low,8.0000,brake,0.4000,5.170993,-3.507932
85.076186,low,8.0000,brake,0.4000,5.136319,-3.493766
85.086186,low,8.0000,brake,0.4000,5.101787,-3.479569
85.096186,low,8.0000,brake,0.4000,5.067396,-3.465400
85.106186,low,8.0000,brake,0.4000,5.033144,-3.451334
85.116186,low,8.0000,brake,0.4000,4.999031,-3.437301
85.126186,low,8.0000,brake,0.4000,4.965060,-3.423238
85.136186,low,8.0000,brake,0.4000,4.931225,-3.409342
85.146186,low,8.0000,brake,0.4000,4.897527,-3.395504
85.156186,low,8.0000,brake,0.4000,4.863966,-3.381685
85.166186,low,8.0000,brake,0.4000,4.830542,-3.367963
85.176186,low,8.0000,brake,0.4000,4.797254,-3.354237
85.186186,low,8.0000,brake,0.4000,4.764102,-3.340576
85.196186,low,8.0000,brake,0.4000,4.731087,-3.326906
85.206186,low,8.0000,brake,0.4000,4.698207,-3.313280
85.216186,low,8.0000,brake,0.4000,4.665463,-3.299684
85.226186,low,8.0000,brake,0.4000,4.632851,-3.286190
85.236186,low,8.0000,brake,0.4000,4.600373,-3.272779
85.246186,low,8.0000,brake,0.4000,4.568028,-3.259373
85.256186,low,8.0000,brake,0.4000,4.535814,-3.246069
85.266186,low,8.0000,brake,0.4000,4.503732,-3.232815
85.276186,low,8.0000,brake,0.4000,4.471785,-3.219476
85.286186,low,8.0000,brake,0.4000,4.439968,-3.206250
85.296186,low,8.0000,brake,0.4000,4.408282,-3.193081
85.306186,low,8.0000,brake,0.4000,4.376726,-3.179981
85.316186,low,8.0000,brake,0.4000,4.345298,-3.166943
85.326186,low,8.0000,brake,0.4000,4.314000,-3.153962
85.336186,low,8.0000,brake,0.4000,4.282830,-3.141018
85.346186,low,8.0000,brake,0.4000,4.251787,-3.128149
85.356186,low,8.0000,brake,0.4000,4.220873,-3.115294
85.366186,low,8.0000,brake,0.4000,4.190088,-3.102416
85.376186,low,8.0000,brake,0.4000,4.159430,-3.089622
85.386186,low,8.0000,brake,0.4000,4.128896,-3.076934
85.396186,low,8.0000,brake,0.4000,4.098489,-3.064264
85.406186,low,8.0000,brake,0.4000,4.068206,-3.051655
85.416186,low,8.0000,brake,0.4000,4.038047,-3.039137
85.426186,low,8.0000,brake,0.4000,4.008013,-3.026645
85.436186,low,8.0000,brake,0.4000,3.978102,-3.014193
85.446186,low,8.0000,brake,0.4000,3.948314,-3.001819
85.456186,low,8.0000,brake,0.4000,3.918651,-2.989387
85.466186,low,8.0000,brake,0.4000,3.889110,-2.977008
85.476186,low,8.0000,brake,0.4000,3.859691,-2.964723
85.486186,low,8.0000,brake,0.4000,3.830393,-2.952498
85.496186,low,8.0000,brake,0.4000,3.801217,-2.940305
85.506186,low,8.0000,brake,0.4000,3.772159,-2.928207
85.516186,low,8.0000,brake,0.4000,3.743222,-2.916146
85.526186,low,8.0000,brake,0.4000,3.714404,-2.904117
85.536186,low,8.0000,brake,0.4000,3.685705,-2.892151
85.546186,low,8.0000,brake,0.4000,3.657124,-2.880225
85.556186,low,8.0000,brake,0.4000,3.628661,-2.868368
85.566186,low,8.0000,brake,0.4000,3.600317,-2.856472
85.576186,low,8.0000,brake,0.4000,3.572091,-2.844601
85.586186,low,8.0000,brake,0.4000,3.543982,-2.832812
85.596186,low,8.0000,brake,0.4000,3.515989,-2.821102
85.606186,low,8.0000,brake,0.4000,3.488111,-2.809418
85.616186,low,8.0000,brake,0.4000,3.460348,-2.797827
85.626186,low,8.0000,brake,0.4000,3.432700,-2.786279
85.636186,low,8.0000,brake,0.4000,3.405166,-2.774783
85.646186,low,8.0000,brake,0.4000,3.377746,-2.763289
85.656186,low,8.0000,brake,0.4000,3.350439,-2.751879
85.666186,low,8.0000,brake,0.4000,3.323246,-2.740491
85.676186,low,8.0000,brake,0.4000,3.296165,-2.729150
85.686186,low,8.0000,brake,0.4000,3.269196,-2.717856
85.696186,low,8.0000,brake,0.4000,3.242341,-2.706526
85.706186,low,8.0000,brake,0.4000,3.215598,-2.695265
85.716186,low,8.0000,brake,0.4000,3.188965,-2.684056
85.726186,low,8.0000,brake,0.4000,3.162443,-2.672915
85.736186,low,8.0000,brake,0.4000,3.136031,-2.661835
85.746186,low,8.0000,brake,0.4000,3.109727,-2.650820
85.756186,low,8.0000,brake,0.4000,3.083533,-2.639813
85.766186,low,8.0000,brake,0.4000,3.057447,-2.628878
85.776186,low,8.0000,brake,0.4000,3.031471,-2.617965
85.786186,low,8.0000,brake,0.4000,3.005601,-2.607125
85.796186,low,8.0000,brake,0.4000,2.979838,-2.596307
85.806186,low,8.0000,brake,0.4000,2.954183,-2.585545
85.816186,low,8.0000,brake,0.4000,2.928634,-2.574820
85.826186,low,8.0000,brake,0.4000,2.903191,-2.564144
85.836186,low,8.0000,brake,0.4000,2.877855,-2.553457
85.846186,low,8.0000,brake,0.4000,2.852625,-2.542764
85.856186,low,8.0000,brake,0.4000,2.827501,-2.532159
85.866186,low,8.0000,brake,0.4000,2.802480,-2.521618
85.876186,low,8.0000,brake,0.4000,2.777565,-2.511104
85.886186,low,8.0000,brake,0.4000,2.752752,-2.500656
85.896186,low,8.0000,brake,0.4000,2.728042,-2.490269
85.906186,low,8.0000,brake,0.4000,2.703435,-2.479920
85.916186,low,8.0000,brake,0.4000,2.678931,-2.469589
85.926186,low,8.0000,brake,0.4000,2.654529,-2.459310
85.936186,low,8.0000,brake,0.4000,2.630228,-2.449082
85.946186,low,8.0000,brake,0.4000,2.606028,-2.438896
85.956186,low,8.0000,brake,0.4000,2.581929,-2.428754
85.966186,low,8.0000,brake,0.4000,2.557931,-2.418639
85.976186,low,8.0000,brake,0.4000,2.534033,-2.408527
85.986186,low,8.0000,brake,0.4000,2.510236,-2.398458
85.996186,low,8.0000,brake,0.4000,2.486537,-2.388449
86.006186,low,8.0000,brake,0.4000,2.462937,-2.378498
86.016186,low,8.0000,brake,0.4000,2.439435,-2.368583
86.026186,low,8.0000,brake,0.4000,2.416031,-2.358717
86.036186,low,8.0000,brake,0.4000,2.392725,-2.348891
86.046186,low,8.0000,brake,0.4000,2.369516,-2.339091
86.056186,low,8.0000,brake,0.4000,2.346404,-2.329324
86.066186,low,8.0000,brake,0.4000,2.323388,-2.319613
86.076186,low,8.0000,brake,0.4000,2.300469,-2.309913
86.086186,low,8.0000,brake,0.4000,2.277647,-2.300229
86.096186,low,8.0000,brake,0.4000,2.254919,-2.290604
86.106186,low,8.0000,brake,0.4000,2.232287,-2.281019
86.116186,low,8.0000,brake,0.4000,2.209749,-2.271508
86.126186,low,8.0000,brake,0.4000,2.187305,-2.261997
86.136186,low,8.0000,brake,0.4000,2.164955,-2.252561
86.146186,low,8.0000,brake,0.4000,2.142698,-2.243147
86.156186,low,8.0000,brake,0.4000,2.120535,-2.233774
86.166186,low,8.0000,brake,0.4000,2.098464,-2.224419
86.176186,low,8.0000,brake,0.4000,2.076485,-2.215142
86.186186,low,8.0000,brake,0.4000,2.054598,-2.205907
86.196186,low,8.0000,brake,0.4000,2.032802,-2.196676
86.206186,low,8.0000,brake,0.4000,2.011099,-2.187437
86.216186,low,8.0000,brake,0.4000,1.989488,-2.178228
86.226186,low,8.0000,brake,0.4000,1.967967,-2.169092
86.236186,low,8.0000,brake,0.4000,1.946535,-2.160036
86.246186,low,8.0000,brake,0.4000,1.925193,-2.150967
86.256186,low,8.0000,brake,0.4000,1.903940,-2.141984
86.266186,low,8.0000,brake,0.4000,1.882778,-2.132991
93.566186,low,8.0000,brake,0.5000,7.999501,-0.055526
93.576186,low,8.0000,brake,0.5000,7.994534,-0.209963
93.586186,low,8.0000,brake,0.5000,7.985384,-0.456714
93.596186,low,8.0000,brake,0.5000,7.971731,-0.774719
93.606186,low,8.0000,brake,0.5000,7.953818,-1.130525
93.616186,low,8.0000,brake,0.5000,7.931915,-1.501441
93.626186,low,8.0000,brake,0.5000,7.906264,-1.873715
93.636186,low,8.0000,brake,0.5000,7.877079,-2.239413
93.646186,low,8.0000,brake,0.5000,7.844774,-2.586266
93.656186,low,8.0000,brake,0.5000,7.810747,-2.872020
93.666186,low,8.0000,brake,0.5000,7.775408,-3.103706
93.676186,low,8.0000,brake,0.5000,7.738906,-3.294958
93.686186,low,8.0000,brake,0.5000,7.701377,-3.455254
93.696186,low,8.0000,brake,0.5000,7.662941,-3.591173
93.706186,low,8.0000,brake,0.5000,7.623702,-3.707609
93.716186,low,8.0000,brake,0.5000,7.583757,-3.808026
93.726186,low,8.0000,brake,0.5000,7.543194,-3.894927
93.736186,low,8.0000,brake,0.5000,7.502091,-3.970305
93.746186,low,8.0000,brake,0.5000,7.460519,-4.035707
93.756186,low,8.0000,brake,0.5000,7.418543,-4.092387
93.766186,low,8.0000,brake,0.5000,7.376222,-4.141279
93.776186,low,8.0000,brake,0.5000,7.333609,-4.183290
93.786186,low,8.0000,brake,0.5000,7.290747,-4.219308
93.796186,low,8.0000,brake,0.5000,7.247678,-4.249980
93.806186,low,8.0000,brake,0.5000,7.204438,-4.275859
93.816186,low,8.0000,brake,0.5000,7.161066,-4.297353
93.826186,low,8.0000,brake,0.5000,7.117588,-4.314995
93.836186,low,8.0000,brake,0.5000,7.074036,-4.329067
93.846186,low,8.0000,brake,0.5000,7.030437,-4.339865
93.856186,low,8.0000,brake,0.5000,6.986809,-4.347902
93.866186,low,8.0000,brake,0.5000,6.943174,-4.353344
93.876186,low,8.0000,brake,0.5000,6.899548,-4.356596
93.886186,low,8.0000,brake,0.5000,6.855947,-4.357810
93.896186,low,8.0000,brake,0.5000,6.812387,-4.357163
93.906186,low,8.0000,brake,0.5000,6.768883,-4.354823
93.916186,low,8.0000,brake,0.5000,6.725443,-4.351033
93.926186,low,8.0000,brake,0.5000,6.682084,-4.345715
93.936186,low,8.0000,brake,0.5000,6.638813,-4.339204
93.946186,low,8.0000,brake,0.5000,6.595635,-4.331718
93.956186,low,8.0000,brake,0.5000,6.552559,-4.323280
93.966186,low,8.0000,brake,0.5000,6.509592,-4.313973
93.976186,low,8.0000,brake,0.5000,6.466739,-4.303919
93.986186,low,8.0000,brake,0.5000,6.424008,-4.293144
93.996186,low,8.0000,brake,0.5000,6.381401,-4.281801
94.006186,low,8.0000,brake,0.5000,6.338926,-4.269772
94.016186,low,8.0000,brake,0.5000,6.296588,-4.257213
94.026186,low,8.0000,brake,0.5000,6.254385,-4.244277
94.036186,low,8.0000,brake,0.5000,6.212322,-4.230978
94.046186,low,8.0000,brake,0.5000,6.170400,-4.217394
94.056186,low,8.0000,brake,0.5000,6.128623,-4.203507
94.066186,low,8.0000,brake,0.5000,6.086992,-4.189374
94.076186,low,8.0000,brake,0.5000,6.045510,-4.174980
94.086186,low,8.0000,brake,0.5000,6.004176,-4.160417
94.096186,low,8.0000,brake,0.5000,5.962995,-4.145610
94.106186,low,8.0000,brake,0.5000,5.921969,-4.130545
94.116186,low,8.0000,brake,0.5000,5.881096,-4.115395
94.126186,low,8.0000,brake,0.5000,5.840376,-4.100207
94.136186,low,8.0000,brake,0.5000,5.799812,-4.084894
94.146186,low,8.0000,brake,0.5000,5.759401,-4.069550
94.156186,low,8.0000,brake,0.5000,5.719145,-4.054169
94.166186,low,8.0000,brake,0.5000,5.679045,-4.038731
94.176186,low,8.0000,brake,0.5000,5.639099,-4.023255
94.186186,low,8.0000,brake,0.5000,5.599310,-4.007738
94.196186,low,8.0000,brake,0.5000,5.559677,-3.992195
94.206186,low,8.0000,brake,0.5000,5.520205,-3.976434
94.216186,low,8.0000,brake,0.5000,5.480889,-3.960765
94.226186,low,8.0000,brake,0.5000,5.441727,-3.945140
94.236186,low,8.0000,brake,0.5000,5.402722,-3.929526
94.246186,low,8.0000,brake,0.5000,5.363871,-3.913986
94.256186,low,8.0000,brake,0.5000,5.325174,-3.898478
94.266186,low,8.0000,brake,0.5000,5.286633,-3.882957
94.276186,low,8.0000,brake,0.5000,5.248244,-3.867511
94.286186,low,8.0000,brake,0.5000,5.210011,-3.852063
94.296186,low,8.0000,brake,0.5000,5.171930,-3.836648
94.306186,low,8.0000,brake,0.5000,5.134003,-3.821288
94.316186,low,8.0000,brake,0.5000,5.096231,-3.805863
94.326186,low,8.0000,brake,0.5000,5.058610,-3.790530
94.336186,low,8.0000,brake,0.5000,5.021142,-3.775239
94.346186,low,8.0000,brake,0.5000,4.983828,-3.759891
94.356186,low,8.0000,brake,0.5000,4.946662,-3.744726
94.366186,low,8.0000,brake,0.5000,4.909647,-3.729612
94.376186,low,8.0000,brake,0.5000,4.872781,-3.714530
94.386186,low,8.0000,brake,0.5000,4.836066,-3.699470
94.396186,low,8.0000,brake,0.5000,4.799500,-3.684491
94.406186,low,8.0000,brake,0.5000,4.763081,-3.669580
94.416186,low,8.0000,brake,0.5000,4.726813,-3.654581
94.426186,low,8.0000,brake,0.5000,4.690693,-3.639674
94.436186,low,8.0000,brake,0.5000,4.654721,-3.624828
94.446186,low,8.0000,brake,0.5000,4.618894,-3.610088
94.456186,low,8.0000,brake,0.5000,4.583214,-3.595366
94.466186,low,8.0000,brake,0.5000,4.547678,-3.580723
94.476186,low,8.0000,brake,0.5000,4.512288,-3.566132
94.486186,low,8.0000,brake,0.5000,4.477044,-3.551507
94.496186,low,8.0000,brake,0.5000,4.441945,-3.536944
94.506186,low,8.0000,brake,0.5000,4.406989,-3.522472
94.516186,low,8.0000,brake,0.5000,4.372177,-3.508041
94.526186,low,8.0000,brake,0.5000,4.337506,-3.493704
94.536186,low,8.0000,brake,0.5000,4.302977,-3.479445
94.546186,low,8.0000,brake,0.5000,4.268589,-3.465203
94.556186,low,8.0000,brake,0.5000,4.234342,-3.451039
94.566186,low,8.0000,brake,0.5000,4.200237,-3.436842
94.576186,low,8.0000,brake,0.5000,4.166273,-3.422691
94.586186,low,8.0000,brake,0.5000,4.132448,-3.408603
94.596186,low,8.0000,brake,0.5000,4.098761,-3.394655
94.606186,low,8.0000,brake,0.5000,4.065211,-3.380766
94.616186,low,8.0000,brake,0.5000,4.031798,-3.366949
94.626186,low,8.0000,brake,0.5000,3.998523,-3.353144
94.636186,low,8.0000,brake,0.5000,3.965385,-3.339373
94.646186,low,8.0000,brake,0.5000,3.932384,-3.325631
94.656186,low,8.0000,brake,0.5000,3.899521,-3.311876
94.666186,low,8.0000,brake,0.5000,3.866792,-3.298221
94.676186,low,8.0000,brake,0.5000,3.834198,-3.284630
94.686186,low,8.0000,brake,0.5000,3.801738,-3.271123
94.696186,low,8.0000,brake,0.5000,3.769411,-3.257670
94.706186,low,8.0000,brake,0.5000,3.737217,-3.244286
94.716186,low,8.0000,brake,0.5000,3.705155,-3.230930
94.726186,low,8.0000,brake,0.5000,3.673225,-3.217659
94.736186,low,8.0000,brake,0.5000,3.641427,-3.204426
94.746186,low,8.0000,brake,0.5000,3.609760,-3.191194
94.756186,low,8.0000,brake,0.5000,3.578226,-3.177970
94.766186,low,8.0000,brake,0.5000,3.546822,-3.164835
94.776186,low,8.0000,brake,0.5000,3.515546,-3.151782
94.786186,low,8.0000,brake,0.5000,3.484401,-3.138759
94.796186,low,8.0000,brake,0.5000,3.453383,-3.125812
94.806186,low,8.0000,brake,0.5000,3.422493,-3.112924
94.816186,low,8.0000,brake,0.5000,3.391731,-3.100083
94.826186,low,8.0000,brake,0.5000,3.361095,-3.087296
94.836186,low,8.0000,brake,0.5000,3.330586,-3.074571
94.846186,low,8.0000,brake,0.5000,3.300202,-3.061893
94.856186,low,8.0000,brake,0.5000,3.269945,-3.049247
94.866186,low,8.0000,brake,0.5000,3.239815,-3.036562
94.876186,low,8.0000,brake,0.5000,3.209809,-3.023969
94.886186,low,8.0000,brake,0.5000,3.179927,-3.011453
94.896186,low,8.0000,brake,0.5000,3.150169,-2.998978
94.906186,low,8.0000,brake,0.5000,3.120533,-2.986581
94.916186,low,8.0000,brake,0.5000,3.091021,-2.974208
94.926186,low,8.0000,brake,0.5000,3.061630,-2.961910
94.936186,low,8.0000,brake,0.5000,3.032361,-2.949677
94.946186,low,8.0000,brake,0.5000,3.003213,-2.937469
94.956186,low,8.0000,brake,0.5000,2.974185,-2.925304
94.966186,low,8.0000,brake,0.5000,2.945278,-2.913207
94.976186,low,8.0000,brake,0.5000,2.916491,-2.901139
94.986186,low,8.0000,brake,0.5000,2.887822,-2.889130
94.996186,low,8.0000,brake,0.5000,2.859276,-2.877069
95.006186,low,8.0000,brake,0.5000,2.830848,-2.865081
95.016186,low,8.0000,brake,0.5000,2.802537,-2.853167
95.026186,low,8.0000,brake,0.5000,2.774344,-2.841309
95.036186,low,8.0000,brake,0.5000,2.746268,-2.829513
95.046186,low,8.0000,brake,0.5000,2.718308,-2.817781
95.056186,low,8.0000,brake,0.5000,2.690464,-2.806091
95.066186,low,8.0000,brake,0.5000,2.662737,-2.794429
95.076186,low,8.0000,brake,0.5000,2.635123,-2.782852
95.086186,low,8.0000,brake,0.5000,2.607624,-2.771313
95.096186,low,8.0000,brake,0.5000,2.580240,-2.759807
95.106186,low,8.0000,brake,0.5000,2.552970,-2.748314
95.116186,low,8.0000,brake,0.5000,2.525815,-2.736847
95.126186,low,8.0000,brake,0.5000,2.498772,-2.725446
95.136186,low,8.0000,brake,0.5000,2.471842,-2.714096
95.146186,low,8.0000,brake,0.5000,2.445024,-2.702797
95.156186,low,8.0000,brake,0.5000,2.418317,-2.691556
95.166186,low,8.0000,brake,0.5000,2.391721,-2.680352
95.176186,low,8.0000,brake,0.5000,2.365236,-2.669206
95.186186,low,8.0000,brake,0.5000,2.338862,-2.658089
95.196186,low,8.0000,brake,0.5000,2.312597,-2.647033
95.206186,low,8.0000,brake,0.5000,2.286443,-2.635966
95.216186,low,8.0000,brake,0.5000,2.260398,-2.624959
95.226186,low,8.0000,brake,0.5000,2.234461,-2.613999
95.236186,low,8.0000,brake,0.5000,2.208632,-2.603103
95.246186,low,8.0000,brake,0.5000,2.182911,-2.592258
95.256186,low,8.0000,brake,0.5000,2.157298,-2.581444
95.266186,low,8.0000,brake,0.5000,2.131791,-2.570686
95.276186,low,8.0000,brake,0.5000,2.106390,-2.559971
95.286186,low,8.0000,brake,0.5000,2.081095,-2.549293
95.296186,low,8.0000,brake,0.5000,2.055906,-2.538655
95.306186,low,8.0000,brake,0.5000,2.030823,-2.528044
95.316186,low,8.0000,brake,0.5000,2.005845,-2.517459
95.326186,low,8.0000,brake,0.5000,1.980971,-2.506919
95.336186,low,8.0000,brake,0.5000,1.956202,-2.496430
95.346186,low,8.0000,brake,0.5000,1.931536,-2.485998
95.356186,low,8.0000,brake,0.5000,1.906973,-2.475601
95.366186,low,8.0000,brake,0.5000,1.882512,-2.465258
95.376186,low,8.0000,brake,0.5000,1.858154,-2.454955
95.386186,low,8.0000,brake,0.5000,1.833898,-2.444691
95.396186,low,8.0000,brake,0.5000,1.809743,-2.434477
95.406186,low,8.0000,brake,0.5000,1.785689,-2.424300
95.416186,low,8.0000,brake,0.5000,1.761735,-2.414163
95.426186,low,8.0000,brake,0.5000,1.737882,-2.404061
95.436186,low,8.0000,brake,0.5000,1.714130,-2.393982
95.446186,low,8.0000,brake,0.5000,1.690477,-2.383917
95.456186,low,8.0000,brake,0.5000,1.666924,-2.373924
95.466186,low,8.0000,brake,0.5000,1.643469,-2.363962
95.476186,low,8.0000,brake,0.5000,1.620113,-2.354052
95.486186,low,8.0000,brake,0.5000,1.596854,-2.344186
95.496186,low,8.0000,brake,0.5000,1.573693,-2.334359
95.506186,low,8.0000,brake,0.5000,1.550628,-2.324584
95.516186,low,8.0000,brake,0.5000,1.527661,-2.314843
95.526186,low,8.0000,brake,0.5000,1.504790,-2.305135
95.536186,low,8.0000,brake,0.5000,1.482015,-2.295470
95.546186,low,8.0000,brake,0.5000,1.459335,-2.285842
95.556186,low,8.0000,brake,0.5000,1.436750,-2.276259
102.916186,low,8.0000,brake,0.7500,7.997842,-0.054775
102.926186,low,8.0000,brake,0.7500,7.992896,-0.208707
102.936186,low,8.0000,brake,0.7500,7.983766,-0.455197
102.946186,low,8.0000,brake,0.7500,7.970133,-0.773031
102.956186,low,8.0000,brake,0.7500,7.952239,-1.128761
