step_idx,wall_time_s,speed_meas,speed_sp,dist_to_veh,platoon_sp,local_setpoint_base
32,1766416311.325164557,0.155011,0.000000,0.000000,0.000000,0.000000
33,1766416311.336668015,0.108880,0.000000,0.000000,0.000000,0.000000
34,1766416311.347933054,0.069714,0.000000,0.000000,0.000000,0.000000
35,1766416311.359383106,0.036641,0.000000,0.000000,0.000000,0.000000
36,1766416311.370655298,0.008888,0.000000,0.000000,0.000000,0.000000
37,1766416311.382501364,0.014226,0.000000,0.000000,0.000000,0.000000
38,1766416311.394097567,0.033308,0.000000,0.000000,0.000000,0.000000
39,1766416311.405746222,0.048890,0.000000,0.000000,0.000000,0.000000
40,1766416311.417040825,0.061440,0.000000,0.000000,0.000000,0.000000
41,1766416311.428688765,0.071376,0.000000,0.000000,0.000000,0.000000
42,1766416311.439890623,0.079063,0.000000,0.000000,0.000000,0.000000
43,1766416311.451705456,0.084820,0.000000,0.000000,0.000000,0.000000
44,1766416311.462532997,0.088931,0.000000,0.000000,0.000000,0.000000
45,1766416311.474058151,0.091640,0.000000,0.000000,0.000000,0.000000
46,1766416311.485191822,0.093165,0.000000,0.000000,0.000000,0.000000
47,1766416311.496564388,0.093695,0.000000,0.000000,0.000000,0.000000
48,1766416311.508266926,0.093396,0.000000,0.000000,0.000000,0.000000
49,1766416311.519702911,0.092406,0.000000,0.000000,0.000000,0.000000
50,1766416311.531315804,0.090855,0.000000,0.000000,0.000000,0.000000
51,1766416311.542331457,0.088849,0.000000,0.000000,0.000000,0.000000
52,1766416311.554333448,0.086480,0.000000,0.000000,0.000000,0.000000
53,1766416311.565017462,0.083830,0.000000,0.000000,0.000000,0.000000
54,1766416311.576354265,0.080967,0.000000,0.000000,0.000000,0.000000
55,1766416311.587900162,0.077948,0.000000,0.000000,0.000000,0.000000
56,1766416311.599252224,0.074826,0.000000,0.000000,0.000000,0.000000
57,1766416311.611999035,0.071641,0.000000,0.000000,0.000000,0.000000
58,1766416311.622725010,0.068432,0.000000,0.000000,0.000000,0.000000
59,1766416311.634044647,0.065224,0.000000,0.000000,0.000000,0.000000
60,1766416311.646077871,0.062046,0.000000,0.000000,0.000000,0.000000
61,1766416311.657586813,0.058916,0.000000,0.000000,0.000000,0.000000
62,1766416311.668811560,0.055851,0.000000,0.000000,0.000000,0.000000
63,1766416311.680169344,0.052865,0.000000,0.000000,0.000000,0.000000
64,1766416311.691656113,0.049968,0.000000,0.000000,0.000000,0.000000
65,1766416311.702725410,0.047166,0.000000,0.000000,0.000000,0.000000
66,1766416311.714604616,0.044467,0.000000,0.000000,0.000000,0.000000
67,1766416311.725955725,0.041873,0.000000,0.000000,0.000000,0.000000
68,1766416311.736917257,0.039389,0.000000,0.000000,0.000000,0.000000
69,1766416311.748314142,0.037015,0.000000,0.000000,0.000000,0.000000
70,1766416311.759691000,0.034752,0.000000,0.000000,0.000000,0.000000
71,1766416311.771431208,0.032597,0.000000,0.000000,0.000000,0.000000
72,1766416311.783315420,0.030550,0.000000,0.000000,0.000000,0.000000
73,1766416311.794693708,0.028609,0.000000,0.000000,0.000000,0.000000
74,1766416311.805560112,0.026771,0.000000,0.000000,0.000000,0.000000
75,1766416311.817477942,0.025033,0.000000,0.000000,0.000000,0.000000
76,1766416311.828414202,0.023392,0.000000,0.000000,0.000000,0.000000
77,1766416311.840209723,0.021844,0.000000,0.000000,0.000000,0.000000
78,1766416311.851280928,0.020386,0.000000,0.000000,0.000000,0.000000
79,1766416311.863136053,0.019015,0.000000,0.000000,0.000000,0.000000
80,1766416311.875004530,0.017725,0.000000,0.000000,0.000000,0.000000
81,1766416311.886780977,0.016514,0.000000,0.000000,0.000000,0.000000
82,1766416311.898359776,0.015378,0.000000,0.000000,0.000000,0.000000
83,1766416311.909481764,0.014315,0.000000,0.000000,0.000000,0.000000
84,1766416311.920249224,0.013316,0.000000,0.000000,0.000000,0.000000
85,1766416311.931609154,0.012383,0.000000,0.000000,0.000000,0.000000
86,1766416311.943320990,0.011510,0.000000,0.000000,0.000000,0.000000
87,1766416311.954684019,0.010694,0.000000,0.000000,0.000000,0.000000
88,1766416311.966702938,0.009932,0.000000,0.000000,0.000000,0.000000
89,1766416311.978612423,0.009221,0.000000,0.000000,0.000000,0.000000
90,1766416311.989937544,0.008558,0.000000,0.000000,0.000000,0.000000
91,1766416312.001412868,0.007939,0.000000,0.000000,0.000000,0.000000
92,1766416312.013099909,0.007363,0.000000,0.000000,0.000000,0.000000
93,1766416312.024276257,0.006826,0.000000,0.000000,0.000000,0.000000
94,1766416312.036271334,0.006325,0.000000,0.000000,0.000000,0.000000
95,1766416312.047439814,0.005861,0.000000,0.000000,0.000000,0.000000
96,1766416312.058701754,0.005428,0.000000,0.000000,0.000000,0.000000
97,1766416312.070012569,0.005027,0.000000,0.000000,0.000000,0.000000
98,1766416312.081563473,0.004654,0.000000,0.000000,0.000000,0.000000
99,1766416312.093318224,0.004306,0.000000,0.000000,0.000000,0.000000
100,1766416312.104779720,0.003983,0.000000,0.000000,0.000000,0.000000
101,1766416312.116756439,0.003684,0.000000,0.000000,0.000000,0.000000
102,1766416312.127465248,0.003407,0.000000,0.000000,0.000000,0.000000
103,1766416312.139400959,0.003149,0.000000,0.000000,0.000000,0.000000
104,1766416312.151012897,0.002910,0.000000,0.000000,0.000000,0.000000
105,1766416312.162129402,0.002690,0.000000,0.000000,0.000000,0.000000
106,1766416312.173939943,0.002486,0.000000,0.000000,0.000000,0.000000
107,1766416312.184972525,0.002294,0.000000,0.000000,0.000000,0.000000
108,1766416312.196681023,0.002120,0.000000,0.000000,0.000000,0.000000
109,1766416312.207782030,0.001957,0.000000,0.000000,0.000000,0.000000
110,1766416312.219602585,0.001806,0.000000,0.000000,0.000000,0.000000
111,1766416312.230967045,0.001667,0.000000,0.000000,0.000000,0.000000
112,1766416312.242219448,0.001539,0.000000,0.000000,0.000000,0.000000
113,1766416312.253989697,0.001420,0.000000,0.000000,0.000000,0.000000
114,1766416312.266012907,0.001310,0.000000,0.000000,0.000000,0.000000
115,1766416312.277450800,0.000000,0.000000,0.000000,0.000000,0.000000
116,1766416312.288483143,0.000268,0.000000,0.000000,0.000000,0.000000
117,1766416312.299844503,0.000341,0.000000,0.000000,0.000000,0.000000
118,1766416312.311692476,0.000398,0.000000,0.000000,0.000000,0.000000
119,1766416312.322875023,0.000443,0.000000,0.000000,0.000000,0.000000
120,1766416312.334676981,0.000478,0.000000,0.000000,0.000000,0.000000
121,1766416312.346113682,0.000501,0.000000,0.000000,0.000000,0.000000
122,1766416312.357648611,0.000518,0.000000,0.000000,0.000000,0.000000
123,1766416312.369010448,0.000527,0.000000,0.000000,0.000000,0.000000
124,1766416312.380342722,0.000530,0.000000,0.000000,0.000000,0.000000
125,1766416312.391338110,0.000529,0.000000,0.000000,0.000000,0.000000
126,1766416312.402840614,0.000524,0.000000,0.000000,0.000000,0.000000
127,1766416312.414324284,0.000515,0.000000,0.000000,0.000000,0.000000
128,1766416312.425614595,0.000505,0.000000,0.000000,0.000000,0.000000
129,1766416312.437138319,0.000491,0.000000,0.000000,0.000000,0.000000
130,1766416312.448918581,0.000476,0.000000,0.000000,0.000000,0.000000
131,1766416312.460043669,0.000460,0.000000,0.000000,0.000000,0.000000
132,1766416312.471636772,0.000443,0.000000,0.000000,0.000000,0.000000
133,1766416312.482727289,0.000425,0.000000,0.000000,0.000000,0.000000
134,1766416312.494354248,0.000407,0.000000,0.000000,0.000000,0.000000
135,1766416312.505681753,0.000389,0.000000,0.000000,0.000000,0.000000
136,1766416312.517644405,0.000370,0.000000,0.000000,0.000000,0.000000
137,1766416312.529129744,0.000353,0.000000,0.000000,0.000000,0.000000
138,1766416312.540183544,0.000336,0.000000,0.000000,0.000000,0.000000
139,1766416312.552370310,0.000318,0.000000,0.000000,0.000000,0.000000
140,1766416312.563446283,0.000302,0.000000,0.000000,0.000000,0.000000
141,1766416312.574904442,0.000284,0.000000,0.000000,0.000000,0.000000
142,1766416312.586503029,0.000269,0.000000,0.000000,0.000000,0.000000
143,1766416312.597805738,0.000253,0.000000,0.000000,0.000000,0.000000
144,1766416312.608636379,0.000239,0.000000,0.000000,0.000000,0.000000
145,1766416312.619954824,0.000224,0.000000,0.000000,0.000000,0.000000
146,1766416312.631700277,0.000211,0.000000,0.000000,0.000000,0.000000
147,1766416312.643464327,0.000198,0.000000,0.000000,0.000000,0.000000
148,1766416312.654923916,0.000186,0.000000,0.000000,0.000000,0.000000
149,1766416312.666937113,0.000174,0.000000,0.000000,0.000000,0.000000
150,1766416312.678184748,0.000163,0.000000,0.000000,0.000000,0.000000
151,1766416312.689416647,0.000152,0.000000,0.000000,0.000000,0.000000
152,1766416312.700943232,0.000142,0.000000,0.000000,0.000000,0.000000
153,1766416312.712147713,0.000133,0.000000,0.000000,0.000000,0.000000
154,1766416312.724104404,0.000124,0.000000,0.000000,0.000000,0.000000
155,1766416312.735759258,0.000116,0.000000,0.000000,0.000000,0.000000
156,1766416312.747027636,0.000108,0.000000,0.000000,0.000000,0.000000
157,1766416312.758007050,0.000000,0.000000,0.000000,0.000000,0.000000
158,1766416312.769267321,0.000024,0.000000,0.000000,0.000000,0.000000
159,1766416312.780457258,0.000031,0.000000,0.000000,0.000000,0.000000
160,1766416312.792255163,0.000036,0.000000,0.000000,0.000000,0.000000
161,1766416312.803933144,0.000041,0.000000,0.000000,0.000000,0.000000
162,1766416312.815606833,0.000044,0.000000,0.000000,0.000000,0.000000
163,1766416312.826579094,0.000046,0.000000,0.000000,0.000000,0.000000
164,1766416312.838491917,0.000046,0.000000,0.000000,0.000000,0.000000
165,1766416312.849891424,0.000048,0.000000,0.000000,0.000000,0.000000
166,1766416312.861282110,0.000048,0.000000,0.000000,0.000000,0.000000
167,1766416312.872694492,0.000048,0.000000,0.000000,0.000000,0.000000
168,1766416312.883947611,0.000047,0.000000,0.000000,0.000000,0.000000
169,1766416312.895506620,0.000046,0.000000,0.000000,0.000000,0.000000
170,1766416312.906763792,0.000046,0.000000,0.000000,0.000000,0.000000
171,1766416312.917604685,0.000045,0.000000,0.000000,0.000000,0.000000
172,1766416312.929392576,0.000044,0.000000,0.000000,0.000000,0.000000
173,1766416312.940385103,0.000042,0.000000,0.000000,0.000000,0.000000
174,1766416312.952537298,0.000040,0.000000,0.000000,0.000000,0.000000
175,1766416312.963219881,0.000038,0.000000,0.000000,0.000000,0.000000
176,1766416312.974768877,0.000037,0.000000,0.000000,0.000000,0.000000
177,1766416312.986701965,0.000035,0.000000,0.000000,0.000000,0.000000
178,1766416312.997673988,0.000034,0.000000,0.000000,0.000000,0.000000
179,1766416313.009196520,0.000032,0.000000,0.000000,0.000000,0.000000
180,1766416313.020692348,0.000030,0.000000,0.000000,0.000000,0.000000
181,1766416313.031794548,0.000028,0.000000,0.000000,0.000000,0.000000
182,1766416313.042972088,0.000027,0.000000,0.000000,0.000000,0.000000
183,1766416313.054397345,0.000026,0.000000,0.000000,0.000000,0.000000
184,1766416313.066230059,0.000024,0.000000,0.000000,0.000000,0.000000
185,1766416313.077922344,0.000023,0.000000,0.000000,0.000000,0.000000
186,1766416313.089588881,0.000022,0.000000,0.000000,0.000000,0.000000
187,1766416313.101575375,0.000021,0.000000,0.000000,0.000000,0.000000
188,1766416313.112355471,0.000019,0.000000,0.000000,0.000000,0.000000
189,1766416313.124254704,0.000018,0.000000,0.000000,0.000000,0.000000
190,1766416313.135922194,0.000016,0.000000,0.000000,0.000000,0.000000
191,1766416313.147434473,0.000016,0.000000,0.000000,0.000000,0.000000
192,1766416313.158505678,0.000015,0.000000,0.000000,0.000000,0.000000
193,1766416313.170236349,0.000013,0.000000,0.000000,0.000000,0.000000
194,1766416313.181603432,0.000012,0.000000,0.000000,0.000000,0.000000
195,1766416313.192981958,0.000012,0.000000,0.000000,0.000000,0.000000
196,1766416313.203977108,0.000011,0.000000,0.000000,0.000000,0.000000
197,1766416313.215801954,0.000011,0.000000,0.000000,0.000000,0.000000
198,1766416313.226730108,0.000010,0.000000,0.000000,0.000000,0.000000
199,1766416313.238179684,0.000000,0.000000,0.000000,0.000000,0.000000
200,1766416313.249583721,0.000001,0.000000,0.000000,0.000000,0.000000
201,1766416313.261225224,0.000002,0.000000,0.000000,0.000000,0.000000
202,1766416313.272280216,0.000003,0.000000,0.000000,0.000000,0.000000
203,1766416313.283799887,0.000003,0.000000,0.000000,0.000000,0.000000
204,1766416313.294905186,0.000003,0.000000,0.000000,0.000000,0.000000
205,1766416313.306535006,0.000003,0.000000,0.000000,0.000000,0.000000
206,1766416313.318304777,0.000004,0.000000,0.000000,0.000000,0.000000
207,1766416313.329418659,0.000004,0.000000,0.000000,0.000000,0.000000
208,1766416313.340862036,0.000004,0.000000,0.000000,0.000000,0.000000
209,1766416313.352781296,0.000004,0.000000,0.000000,0.000000,0.000000
210,1766416313.364290714,0.000005,0.000000,0.000000,0.000000,0.000000
211,1766416313.376087904,0.000004,0.000000,0.000000,0.000000,0.000000
212,1766416313.387336254,0.000004,0.000000,0.000000,0.000000,0.000000
213,1766416313.398862362,0.000004,0.000000,0.000000,0.000000,0.000000
214,1766416313.410093784,0.000005,0.000000,0.000000,0.000000,0.000000
215,1766416313.421515226,0.000004,0.000000,0.000000,0.000000,0.000000
216,1766416313.432857752,0.000004,0.000000,0.000000,0.000000,0.000000
217,1766416313.444595814,0.000004,0.000000,0.000000,0.000000,0.000000
218,1766416313.455858946,0.000004,0.000000,0.000000,0.000000,0.000000
219,1766416313.467856169,0.000004,0.000000,0.000000,0.000000,0.000000
220,1766416313.479745150,0.000003,0.000000,0.000000,0.000000,0.000000
221,1766416313.490414143,0.000003,0.000000,0.000000,0.000000,0.000000
222,1766416313.502296686,0.000003,0.000000,0.000000,0.000000,0.000000
223,1766416313.513757944,0.000002,0.000000,0.000000,0.000000,0.000000
224,1766416313.524458408,0.000002,0.000000,0.000000,0.000000,0.000000
225,1766416313.536395550,0.000002,0.000000,0.000000,0.000000,0.000000
226,1766416313.548094034,0.000002,0.000000,0.000000,0.000000,0.000000
227,1766416313.559301138,0.000002,0.000000,0.000000,0.000000,0.000000
228,1766416313.570171833,0.000002,0.000000,0.000000,0.000000,0.000000
229,1766416313.581875801,0.000002,0.000000,0.000000,0.000000,0.000000
230,1766416313.592996597,0.000001,0.000000,0.000000,0.000000,0.000000
231,1766416313.604849815,0.000002,0.000000,0.000000,0.000000,0.000000
232,1766416313.616745710,0.000002,0.000000,0.000000,0.000000,0.000000
233,1766416313.627602339,0.000002,0.000000,0.000000,0.000000,0.000000
234,1766416313.638892412,0.000002,0.000000,0.000000,0.000000,0.000000
235,1766416313.650298595,0.000002,0.000000,0.000000,0.000000,0.000000
236,1766416313.662303448,0.000002,0.000000,0.000000,0.000000,0.000000
237,1766416313.673662186,0.000002,0.000000,0.000000,0.000000,0.000000
238,1766416313.684931517,0.000002,0.000000,0.000000,0.000000,0.000000
239,1766416313.696220398,0.000001,0.000000,0.000000,0.000000,0.000000
240,1766416313.707621098,0.000001,0.000000,0.000000,0.000000,0.000000
241,1766416313.719353437,0.000000,0.000000,0.000000,0.000000,0.000000
242,1766416313.730335712,0.000000,0.000000,0.000000,0.000000,0.000000
243,1766416313.742104769,0.000000,0.000000,0.000000,0.000000,0.000000
244,1766416313.753504515,0.000000,0.000000,0.000000,0.000000,0.000000
245,1766416313.764503956,0.000001,0.000000,0.000000,0.000000,0.000000
246,1766416313.776233196,0.000001,0.000000,0.000000,0.000000,0.000000
247,1766416313.787889719,0.000001,0.000000,0.000000,0.000000,0.000000
248,1766416313.799007654,0.000001,0.000000,0.000000,0.000000,0.000000
249,1766416313.810397387,0.000001,0.000000,0.000000,0.000000,0.000000
250,1766416313.821883202,0.000001,0.000000,0.000000,0.000000,0.000000
251,1766416313.832604408,0.000001,0.000000,0.000000,0.000000,0.000000
252,1766416313.844647884,0.000002,0.000000,0.000000,0.000000,0.000000
253,1766416313.855635881,0.000002,0.000000,0.000000,0.000000,0.000000
254,1766416313.867316246,0.000002,0.000000,0.000000,0.000000,0.000000
255,1766416313.878633261,0.000002,0.000000,0.000000,0.000000,0.000000
256,1766416313.890009642,0.000001,0.000000,0.000000,0.000000,0.000000
257,1766416313.901435375,0.000002,0.000000,0.000000,0.000000,0.000000
258,1766416313.912369967,0.000002,0.000000,0.000000,0.000000,0.000000
259,1766416313.924052000,0.000002,0.000000,0.000000,0.000000,0.000000
260,1766416313.935513258,0.000002,0.000000,0.000000,0.000000,0.000000
261,1766416313.947101355,0.000002,0.000000,0.000000,0.000000,0.000000
262,1766416313.957774878,0.000001,0.000000,0.000000,0.000000,0.000000
263,1766416313.969319344,0.000001,0.000000,0.000000,0.000000,0.000000
264,1766416313.980926037,0.000001,0.000000,0.000000,0.000000,0.000000
265,1766416313.992342234,0.000002,0.000000,0.000000,0.000000,0.000000
266,1766416314.003925562,0.000002,0.000000,0.000000,0.000000,0.000000
267,1766416314.015496016,0.000002,0.000000,0.000000,0.000000,0.000000
268,1766416314.026550055,0.000002,0.000000,0.000000,0.000000,0.000000
269,1766416314.037940979,0.000002,0.000000,0.000000,0.000000,0.000000
270,1766416314.049345016,0.000002,0.000000,0.000000,0.000000,0.000000
271,1766416314.061421156,0.000002,0.000000,0.000000,0.000000,0.000000
272,1766416314.072649717,0.000001,0.000000,0.000000,0.000000,0.000000
273,1766416314.084223032,0.000002,0.000000,0.000000,0.000000,0.000000
274,1766416314.095571280,0.000001,0.000000,0.000000,0.000000,0.000000
275,1766416314.107142687,0.000001,0.000000,0.000000,0.000000,0.000000
276,1766416314.118188143,0.000001,0.000000,0.000000,0.000000,0.000000
277,1766416314.129565001,0.000001,0.000000,0.000000,0.000000,0.000000
278,1766416314.140901566,0.000001,0.000000,0.000000,0.000000,0.000000
279,1766416314.152737141,0.000001,0.000000,0.000000,0.000000,0.000000
280,1766416314.164262056,0.000002,0.000000,0.000000,0.000000,0.000000
281,1766416314.175206423,0.000002,0.000000,0.000000,0.000000,0.000000
282,1766416314.186581612,0.000002,0.000000,0.000000,0.000000,0.000000
283,1766416314.198264837,0.000000,0.000000,0.000000,0.000000,0.000000
284,1766416314.209980011,0.000000,0.000000,0.000000,0.000000,0.000000
285,1766416314.221138477,0.000000,0.000000,0.000000,0.000000,0.000000
286,1766416314.232176542,0.000000,0.000000,0.000000,0.000000,0.000000
287,1766416314.244715452,0.000000,0.000000,0.000000,0.000000,0.000000
288,1766416314.255403519,0.000000,0.000000,0.000000,0.000000,0.000000
289,1766416314.266691923,0.000000,0.000000,0.000000,0.000000,0.000000
290,1766416314.278184652,0.000000,0.000000,0.000000,0.000000,0.000000
291,1766416314.290127039,0.000000,0.000000,0.000000,0.000000,0.000000
292,1766416314.301280499,0.000000,0.000000,0.000000,0.000000,0.000000
293,1766416314.312522650,0.000000,0.000000,0.000000,0.000000,0.000000
294,1766416314.324019670,0.000000,0.000000,0.000000,0.000000,0.000000
295,1766416314.334871769,0.000000,0.000000,0.000000,0.000000,0.000000
296,1766416314.346098423,0.000000,0.000000,0.000000,0.000000,0.000000
297,1766416314.357606888,0.000001,0.000000,0.000000,0.000000,0.000000
298,1766416314.369284868,0.000001,0.000000,0.000000,0.000000,0.000000
299,1766416314.380640268,0.000001,0.000000,0.000000,0.000000,0.000000
300,1766416314.392332792,0.000001,0.000000,0.000000,0.000000,0.000000
301,1766416314.403647900,0.000001,0.000000,0.000000,0.000000,0.000000
302,1766416314.415506840,0.000001,0.000000,0.000000,0.000000,0.000000
303,1766416314.426902771,0.000001,0.000000,0.000000,0.000000,0.000000
304,1766416314.438273430,0.000001,0.000000,0.000000,0.000000,0.000000
305,1766416314.449447155,0.000001,0.000000,0.000000,0.000000,0.000000
306,1766416314.461362123,0.000001,0.000000,0.000000,0.000000,0.000000
307,1766416314.472395182,0.000001,0.000000,0.000000,0.000000,0.000000
308,1766416314.483865261,0.000001,0.000000,0.000000,0.000000,0.000000
309,1766416314.494918823,0.000001,0.000000,0.000000,0.000000,0.000000
310,1766416314.506663084,0.000001,0.000000,0.000000,0.000000,0.000000
311,1766416314.517719269,0.000001,0.000000,0.000000,0.000000,0.000000
312,1766416314.529057264,0.000001,0.000000,0.000000,0.000000,0.000000
313,1766416314.540536404,0.000001,0.000000,0.000000,0.000000,0.000000
314,1766416314.552139044,0.000001,0.000000,0.000000,0.000000,0.000000
315,1766416314.563035488,0.000001,0.000000,0.000000,0.000000,0.000000
316,1766416314.574807644,0.000001,0.000000,0.000000,0.000000,0.000000
317,1766416314.585733652,0.000001,0.000000,0.000000,0.000000,0.000000
318,1766416314.597096443,0.000001,0.000000,0.000000,0.000000,0.000000
319,1766416314.609009027,0.000001,0.000000,0.000000,0.000000,0.000000
320,1766416314.620003939,0.000001,0.000000,0.000000,0.000000,0.000000
321,1766416314.631698847,0.000001,0.000000,0.000000,0.000000,0.000000
322,1766416314.642406940,0.000001,0.000000,0.000000,0.000000,0.000000
323,1766416314.653794527,0.000001,0.000000,0.000000,0.000000,0.000000
324,1766416314.665539503,0.000001,0.000000,0.000000,0.000000,0.000000
325,1766416314.676976442,0.000000,0.000000,0.000000,0.000000,0.000000
326,1766416314.688214302,0.000000,0.000000,0.000000,0.000000,0.000000
327,1766416314.699693680,0.000000,0.000000,0.000000,0.000000,0.000000
328,1766416314.711100817,0.000000,0.000000,0.000000,0.000000,0.000000
329,1766416314.721972466,0.000000,0.000000,0.000000,0.000000,0.000000
330,1766416314.734146595,0.000000,0.000000,0.000000,0.000000,0.000000
331,1766416314.745301485,0.000000,0.000000,0.000000,0.000000,0.000000
332,1766416314.757010937,0.000000,0.000000,0.000000,0.000000,0.000000
333,1766416314.768332720,0.000000,0.000000,0.000000,0.000000,0.000000
334,1766416314.779256344,0.000000,0.000000,0.000000,0.000000,0.000000
335,1766416314.791032553,0.000000,0.000000,0.000000,0.000000,0.000000
336,1766416314.802534819,0.000000,0.000000,0.000000,0.000000,0.000000
337,1766416314.813425541,0.000000,0.000000,0.000000,0.000000,0.000000
338,1766416314.824729204,0.000000,0.000000,0.000000,0.000000,0.000000
339,1766416314.837271929,0.000001,0.000000,0.000000,0.000000,0.000000
340,1766416314.848004103,0.000001,0.000000,0.000000,0.000000,0.000000
341,1766416314.859667301,0.000001,0.000000,0.000000,0.000000,0.000000
342,1766416314.871081591,0.000001,0.000000,0.000000,0.000000,0.000000
343,1766416314.882604361,0.000001,0.000000,0.000000,0.000000,0.000000
344,1766416314.894443274,0.000001,0.000000,0.000000,0.000000,0.000000
345,1766416314.905769110,0.000001,0.000000,0.000000,0.000000,0.000000
346,1766416314.917377949,0.000001,0.000000,0.000000,0.000000,0.000000
347,1766416314.928352833,0.000001,0.000000,0.000000,0.000000,0.000000
348,1766416314.940205336,0.000001,0.000000,0.000000,0.000000,0.000000
349,1766416314.951854229,0.000001,0.000000,0.000000,0.000000,0.000000
350,1766416314.963086128,0.000001,0.000000,0.000000,0.000000,0.000000
351,1766416314.973948956,0.000001,0.000000,0.000000,0.000000,0.000000
352,1766416314.985988379,0.000001,0.000000,0.000000,0.000000,0.000000
353,1766416314.996798754,0.000001,0.000000,0.000000,0.000000,0.000000
354,1766416315.008438349,0.000001,0.000000,0.000000,0.000000,0.000000
355,1766416315.019472122,0.000001,0.000000,0.000000,0.000000,0.000000
356,1766416315.031144142,0.000001,0.000000,0.000000,0.000000,0.000000
357,1766416315.042541981,0.000001,0.000000,0.000000,0.000000,0.000000
358,1766416315.053705692,0.000001,0.000000,0.000000,0.000000,0.000000
359,1766416315.064723492,0.000001,0.000000,0.000000,0.000000,0.000000
360,1766416315.076598644,0.000001,0.000000,0.000000,0.000000,0.000000
361,1766416315.087825775,0.000001,0.000000,0.000000,0.000000,0.000000
362,1766416315.099899769,0.000001,0.000000,0.000000,0.000000,0.000000
363,1766416315.112285614,0.000001,0.000000,0.000000,0.000000,0.000000
364,1766416315.123100519,0.000001,0.000000,0.000000,0.000000,0.000000
365,1766416315.135268927,0.000002,0.000000,0.000000,0.000000,0.000000
366,1766416315.146465540,0.000002,0.000000,0.000000,0.000000,0.000000
367,1766416315.157569408,0.000000,0.000000,0.000000,0.000000,0.000000
368,1766416315.169592142,0.000000,0.000000,0.000000,0.000000,0.000000
369,1766416315.181086779,0.000000,0.000000,0.000000,0.000000,0.000000
370,1766416315.192176580,0.000000,0.000000,0.000000,0.000000,0.000000
371,1766416315.204296589,0.000000,0.000000,0.000000,0.000000,0.000000
372,1766416315.215751648,0.000000,0.000000,0.000000,0.000000,0.000000
373,1766416315.227116108,0.000000,0.000000,0.000000,0.000000,0.000000
374,1766416315.237896919,0.000000,0.000000,0.000000,0.000000,0.000000
375,1766416315.249869108,0.000000,0.000000,0.000000,0.000000,0.000000
376,1766416315.260967493,0.000000,0.000000,0.000000,0.000000,0.000000
377,1766416315.272469282,0.000000,0.000000,0.000000,0.000000,0.000000
378,1766416315.283796787,0.000000,0.000000,0.000000,0.000000,0.000000
379,1766416315.295621395,0.000000,0.000000,0.000000,0.000000,0.000000
380,1766416315.306343555,0.000000,0.000000,0.000000,0.000000,0.000000
381,1766416315.318016291,0.000001,0.000000,0.000000,0.000000,0.000000
382,1766416315.329396963,0.000001,0.000000,0.000000,0.000000,0.000000
383,1766416315.340685129,0.000001,0.000000,0.000000,0.000000,0.000000
384,1766416315.351697922,0.000001,0.000000,0.000000,0.000000,0.000000
385,1766416315.363734961,0.000001,0.000000,0.000000,0.000000,0.000000
