time_s,throttle,throttle_delta,brake,speed,accel_x
234.2300,0.2827,0.0000,0.0000,5.7482,-0.0079
245.6000,0.5533,0.0104,0.0000,16.6629,-0.0362
245.6100,0.5533,0.0104,0.0000,16.6633,-0.0416
245.6200,0.5533,0.0104,0.0000,16.6638,-0.0519
245.6300,0.5533,0.0104,0.0000,16.6644,-0.0624
245.6400,0.5533,0.0104,0.0000,16.6652,-0.0715
245.6500,0.5533,0.0104,0.0000,16.6660,-0.0797
245.6600,0.5533,0.0104,0.0000,16.6668,-0.0868
245.6700,0.5533,0.0104,0.0000,16.6678,-0.0933
245.6800,0.5533,0.0104,0.0000,16.6687,-0.0990
245.6900,0.5533,0.0104,0.0000,16.6698,-0.1043
245.7000,0.5533,0.0104,0.0000,16.6709,-0.1089
245.7100,0.5533,0.0104,0.0000,16.6720,-0.1129
245.7200,0.5533,0.0104,0.0000,16.6732,-0.1169
245.7300,0.5533,0.0104,0.0000,16.6744,-0.1204
245.7400,0.5533,0.0104,0.0000,16.6756,-0.1234
245.7500,0.5533,0.0104,0.0000,16.6769,-0.1261
245.7600,0.5533,0.0104,0.0000,16.6782,-0.1339
245.7700,0.5533,0.0104,0.0000,16.6796,-0.1354
245.7800,0.5533,0.0104,0.0000,16.6809,-0.1354
245.7900,0.5533,0.0104,0.0000,16.6823,-0.1358
245.8000,0.5533,0.0104,0.0000,16.6836,-0.1369
245.8100,0.5533,0.0104,0.0000,16.6850,-0.1383
245.8200,0.5533,0.0104,0.0000,16.6864,-0.1396
245.8300,0.5533,0.0104,0.0000,16.6878,-0.1411
245.8400,0.5533,0.0104,0.0000,16.6893,-0.1427
245.8500,0.5533,0.0104,0.0000,16.6907,-0.1442
245.8600,0.5533,0.0104,0.0000,16.6922,-0.1457
245.8700,0.5533,0.0104,0.0000,16.6936,-0.1472
245.8800,0.5533,0.0104,0.0000,16.6951,-0.1486
245.8900,0.5533,0.0104,0.0000,16.6966,-0.1497
245.9000,0.5533,0.0104,0.0000,16.6981,-0.1513
245.9100,0.5533,0.0104,0.0000,16.6997,-0.1522
245.9200,0.5533,0.0104,0.0000,16.7012,-0.1534
245.9300,0.5533,0.0104,0.0000,16.7027,-0.1539
245.9400,0.5533,0.0104,0.0000,16.7043,-0.1547
245.9500,0.5533,0.0104,0.0000,16.7058,-0.1554
245.9600,0.5533,0.0104,0.0000,16.7074,-0.1564
245.9700,0.5533,0.0104,0.0000,16.7090,-0.1566
245.9800,0.5533,0.0104,0.0000,16.7105,-0.1574
245.9900,0.5533,0.0104,0.0000,16.7121,-0.1575
246.0000,0.5533,0.0104,0.0000,16.7138,-0.1656
246.0100,0.5533,0.0104,0.0000,16.7154,-0.1684
246.0200,0.5533,0.0104,0.0000,16.7172,-0.1703
246.0300,0.5533,0.0104,0.0000,16.7189,-0.1719
246.0400,0.5533,0.0104,0.0000,16.7206,-0.1728
246.0500,0.5533,0.0104,0.0000,16.7223,-0.1736
246.0600,0.5533,0.0104,0.0000,16.7241,-0.1743
246.0700,0.5533,0.0104,0.0000,16.7258,-0.1745
246.0800,0.5533,0.0104,0.0000,16.7276,-0.1745
246.0900,0.5533,0.0104,0.0000,16.7293,-0.1745
246.1000,0.5533,0.0104,0.0000,16.7311,-0.1745
246.1100,0.5533,0.0104,0.0000,16.7328,-0.1743
246.1200,0.5533,0.0104,0.0000,16.7345,-0.1743
246.1300,0.5533,0.0104,0.0000,16.7363,-0.1734
246.1400,0.5533,0.0104,0.0000,16.7380,-0.1734
246.1500,0.5533,0.0104,0.0000,16.7397,-0.1730
246.1600,0.5533,0.0104,0.0000,16.7415,-0.1726
246.1700,0.5533,0.0104,0.0000,16.7432,-0.1719
246.1800,0.5533,0.0104,0.0000,16.7449,-0.1743
246.1900,0.5533,0.0104,0.0000,16.7467,-0.1722
246.2000,0.5533,0.0104,0.0000,16.7484,-0.1711
246.2100,0.5533,0.0104,0.0000,16.7501,-0.1703
246.2200,0.5533,0.0104,0.0000,16.7518,-0.1699
246.2300,0.5533,0.0104,0.0000,16.7535,-0.1692
246.2400,0.5533,0.0104,0.0000,16.7551,-0.1690
246.2500,0.5533,0.0104,0.0000,16.7568,-0.1684
246.2600,0.5533,0.0104,0.0000,16.7585,-0.1684
246.2700,0.5533,0.0104,0.0000,16.7602,-0.1684
246.2800,0.5533,0.0104,0.0000,16.7619,-0.1682
246.2900,0.5533,0.0104,0.0000,16.7636,-0.1684
246.3000,0.5533,0.0104,0.0000,16.7652,-0.1682
246.3100,0.5533,0.0104,0.0000,16.7669,-0.1678
246.3200,0.5533,0.0104,0.0000,16.7686,-0.1677
246.3300,0.5533,0.0104,0.0000,16.7703,-0.1667
246.3400,0.5533,0.0104,0.0000,16.7719,-0.1667
246.3500,0.5533,0.0104,0.0000,16.7736,-0.1665
246.3600,0.5533,0.0104,0.0000,16.7753,-0.1663
246.3700,0.5533,0.0104,0.0000,16.7769,-0.1659
246.3800,0.5533,0.0104,0.0000,16.7786,-0.1661
246.3900,0.5533,0.0104,0.0000,16.7802,-0.1657
246.4000,0.5533,0.0104,0.0000,16.7819,-0.1659
246.4100,0.5533,0.0104,0.0000,16.7836,-0.1654
246.4200,0.5533,0.0104,0.0000,16.7852,-0.1652
246.4300,0.5533,0.0104,0.0000,16.7869,-0.1648
246.4400,0.5533,0.0104,0.0000,16.7885,-0.1648
246.4500,0.5533,0.0104,0.0000,16.7902,-0.1648
246.4600,0.5533,0.0104,0.0000,16.7918,-0.1646
246.4700,0.5533,0.0104,0.0000,16.7934,-0.1638
246.4800,0.5533,0.0104,0.0000,16.7951,-0.1637
246.4900,0.5533,0.0104,0.0000,16.7967,-0.1635
246.5000,0.5533,0.0104,0.0000,16.7983,-0.1631
246.5100,0.5533,0.0104,0.0000,16.8000,-0.1625
246.5200,0.5533,0.0104,0.0000,16.8016,-0.1623
246.5300,0.5533,0.0104,0.0000,16.8032,-0.1623
246.5400,0.5533,0.0104,0.0000,16.8048,-0.1623
246.5500,0.5533,0.0104,0.0000,16.8065,-0.1617
246.5600,0.5533,0.0104,0.0000,16.8081,-0.1612
246.5700,0.5533,0.0104,0.0000,16.8097,-0.1612
246.5800,0.5533,0.0104,0.0000,16.8113,-0.1608
246.5900,0.5533,0.0104,0.0000,16.8129,-0.1602
246.6000,0.5533,0.0104,0.0000,16.8145,-0.1602
246.6100,0.5533,0.0104,0.0000,16.8161,-0.1598
246.6200,0.5533,0.0104,0.0000,16.8177,-0.1591
246.6300,0.5533,0.0104,0.0000,16.8193,-0.1587
246.6400,0.5533,0.0104,0.0000,16.8208,-0.1587
246.6500,0.5533,0.0104,0.0000,16.8224,-0.1585
246.6600,0.5533,0.0104,0.0000,16.8240,-0.1579
246.6700,0.5533,0.0104,0.0000,16.8256,-0.1574
246.6800,0.5533,0.0104,0.0000,16.8272,-0.1575
246.6900,0.5533,0.0104,0.0000,16.8287,-0.1572
246.7000,0.5533,0.0104,0.0000,16.8303,-0.1566
246.7100,0.5533,0.0104,0.0000,16.8319,-0.1564
246.7200,0.5533,0.0104,0.0000,16.8334,-0.1562
246.7300,0.5533,0.0104,0.0000,16.8350,-0.1556
246.7400,0.5533,0.0104,0.0000,16.8365,-0.1554
246.7500,0.5533,0.0104,0.0000,16.8381,-0.1551
246.7600,0.5533,0.0104,0.0000,16.8396,-0.1547
