time_s,throttle,brake,speed,accel
160.9800,0.3500,0.0000,7.7527,0.0307
160.9900,0.4500,0.0000,7.7524,0.0317
161.0000,0.4500,0.0000,7.7521,0.0255
161.0100,0.4500,0.0000,7.7524,-0.0241
161.0200,0.4500,0.0000,7.7535,-0.1081
161.0300,0.4500,0.0000,7.7553,-0.1884
161.0400,0.4500,0.0000,7.7579,-0.2607
161.0500,0.4500,0.0000,7.7612,-0.3253
161.0600,0.4500,0.0000,7.7650,-0.3835
161.0700,0.4500,0.0000,7.7694,-0.4359
161.0800,0.4500,0.0000,7.7742,-0.4828
161.0900,0.4500,0.0000,7.7795,-0.5248
161.1000,0.4500,0.0000,7.7851,-0.5625
161.1100,0.4500,0.0000,7.7911,-0.5961
161.1200,0.4500,0.0000,7.7973,-0.6265
161.1300,0.4500,0.0000,7.8039,-0.6535
161.1400,0.4500,0.0000,7.8106,-0.6769
161.1500,0.4500,0.0000,7.8176,-0.6944
161.1600,0.4500,0.0000,7.8247,-0.7096
161.1700,0.4500,0.0000,7.8319,-0.7265
161.1800,0.4500,0.0000,7.8393,-0.7415
161.1900,0.4500,0.0000,7.8469,-0.7552
161.2000,0.4500,0.0000,7.8547,-0.7769
161.2100,0.4500,0.0000,7.8628,-0.8122
161.2200,0.4500,0.0000,7.8710,-0.8244
161.2300,0.4500,0.0000,7.8793,-0.8283
161.2400,0.4500,0.0000,7.8876,-0.8324
161.2500,0.4500,0.0000,7.8960,-0.8368
161.2600,0.4500,0.0000,7.9044,-0.8411
161.2700,0.4500,0.0000,7.9129,-0.8451
161.2800,0.4500,0.0000,7.9214,-0.8490
161.2900,0.4500,0.0000,7.9299,-0.8525
161.3000,0.4500,0.0000,7.9384,-0.8558
161.3100,0.4500,0.0000,7.9470,-0.8587
161.3200,0.4500,0.0000,7.9556,-0.8614
161.3300,0.4500,0.0000,7.9643,-0.8635
161.3400,0.4500,0.0000,7.9729,-0.8655
161.3500,0.4500,0.0000,7.9816,-0.8670
161.3600,0.4500,0.0000,7.9903,-0.8682
161.3700,0.4500,0.0000,7.9990,-0.8692
161.3800,0.4500,0.0000,8.0077,-0.8699
161.3900,0.4500,0.0000,8.0164,-0.8703
161.4000,0.4500,0.0000,8.0251,-0.8702
161.4100,0.4500,0.0000,8.0338,-0.8698
161.4200,0.4500,0.0000,8.0425,-0.8698
161.4300,0.4500,0.0000,8.0512,-0.8691
161.4400,0.4500,0.0000,8.0599,-0.8687
161.4500,0.4500,0.0000,8.0685,-0.8678
161.4600,0.4500,0.0000,8.0772,-0.8670
161.4700,0.4500,0.0000,8.0859,-0.8660
161.4800,0.4500,0.0000,8.0945,-0.8649
161.4900,0.4500,0.0000,8.1031,-0.8636
