time_s,throttle,brake,speed,accel
0.0000,0.0000,0.0000,0.0003,-0.0152
0.0100,0.0000,0.0000,0.0008,-0.0187
0.0200,0.0000,0.0000,0.0011,-0.0176
0.0300,0.0000,0.0000,0.0014,-0.0160
0.0400,0.0000,0.0000,0.0016,-0.0140
0.0500,0.0000,0.0000,0.0017,-0.0120
0.0600,0.0000,0.0000,0.0018,-0.0100
0.0700,0.0000,0.0000,0.0018,-0.0080
0.0800,0.0000,0.0000,0.0018,-0.0060
0.0900,0.0000,0.0000,0.0018,-0.0044
0.1000,0.0000,0.0000,0.0018,-0.0027
0.1100,0.0000,0.0000,0.0018,-0.0014
0.1200,0.0000,0.0000,0.0017,-0.0002
0.1300,0.0000,0.0000,0.0017,0.0008
0.1400,0.0000,0.0000,0.0016,0.0018
0.1500,0.0000,0.0000,0.0016,0.0025
0.1600,0.0000,0.0000,0.0015,0.0031
0.1700,0.0000,0.0000,0.0014,0.0037
0.1800,0.0000,0.0000,0.0014,0.0040
0.1900,0.0000,0.0000,0.0013,0.0043
0.2000,0.0000,0.0000,0.0013,0.0045
0.2100,0.0000,0.0000,0.0012,0.0048
0.2200,0.0000,0.0000,0.0011,0.0047
0.2300,0.0000,0.0000,0.0011,0.0047
0.2400,0.0000,0.0000,0.0010,0.0048
0.2500,0.0000,0.0000,0.0010,0.0047
0.2600,0.0000,0.0000,0.0009,0.0047
0.2700,0.0000,0.0000,0.0009,0.0046
0.2800,0.0000,0.0000,0.0008,0.0044
0.2900,0.0000,0.0000,0.0008,0.0044
0.3000,0.0000,0.0000,0.0007,0.0041
0.3100,0.0000,0.0000,0.0007,0.0040
0.3200,0.0000,0.0000,0.0006,0.0038
0.3300,0.0000,0.0000,0.0006,0.0035
0.3400,0.0000,0.0000,0.0006,0.0035
0.3500,0.0000,0.0000,0.0005,0.0032
0.3600,0.0000,0.0000,0.0005,0.0032
0.3700,0.0000,0.0000,0.0005,0.0029
0.3800,0.0000,0.0000,0.0004,0.0027
0.3900,0.0000,0.0000,0.0004,0.0026
0.4000,0.0000,0.0000,0.0004,0.0024
0.4100,0.0000,0.0000,0.0004,0.0023
0.4200,0.0000,0.0000,0.0003,0.0022
0.4300,0.0000,0.0000,0.0003,0.0019
0.4400,0.0000,0.0000,0.0003,0.0019
0.4500,0.0000,0.0000,0.0003,0.0017
0.4600,0.0000,0.0000,0.0003,0.0016
0.4700,0.0000,0.0000,0.0002,0.0015
0.4800,0.0000,0.0000,0.0002,0.0013
0.4900,0.0000,0.0000,0.0002,0.0013
0.5000,0.0000,0.0000,0.0002,0.0013
0.5100,0.0000,0.0000,0.0002,0.0010
0.5200,0.0000,0.0000,0.0002,0.0010
0.5300,0.0000,0.0000,0.0002,0.0010
0.5400,0.0000,0.0000,0.0002,0.0009
0.5500,0.0000,0.0000,0.0002,0.0008
0.5600,0.0000,0.0000,0.0002,0.0007
0.5700,0.0000,0.0000,0.0001,0.0006
0.5800,0.0000,0.0000,0.0001,0.0007
0.5900,0.0000,0.0000,0.0001,0.0005
0.6000,0.0000,0.0000,0.0001,0.0006
0.6100,0.0000,0.0000,0.0001,0.0004
0.6200,0.0000,0.0000,0.0001,0.0005
0.6300,0.0000,0.0000,0.0001,0.0003
0.6400,0.0000,0.0000,0.0001,0.0004
0.6500,0.0000,0.0000,0.0001,0.0002
0.6600,0.0000,0.0000,0.0001,0.0004
0.6700,0.0000,0.0000,0.0001,0.0003
0.6800,0.0000,0.0000,0.0001,0.0001
0.6900,0.0000,0.0000,0.0001,0.0002
0.7000,0.0000,0.0000,0.0001,0.0003
0.7100,0.0000,0.0000,0.0001,0.0001
0.7200,0.0000,0.0000,0.0001,0.0002
0.7300,0.0000,0.0000,0.0001,0.0002
0.7400,0.0000,0.0000,0.0001,0.0002
0.7500,0.0000,0.0000,0.0001,-0.0001
0.7600,0.0000,0.0000,0.0001,0.0001
0.7700,0.0000,0.0000,0.0001,0.0000
0.7800,0.0000,0.0000,0.0001,0.0002
0.7900,0.0000,0.0000,0.0001,0.0002
0.8000,0.0000,0.0000,0.0001,0.0002
0.8100,0.0000,0.0000,0.0001,-0.0001
0.8200,0.0000,0.0000,0.0001,-0.0001
0.8300,0.0000,0.0000,0.0001,-0.0000
0.8400,0.0000,0.0000,0.0001,-0.0000
0.8500,0.0000,0.0000,0.0001,0.0000
0.8600,0.0000,0.0000,0.0001,-0.0001
0.8700,0.0000,0.0000,0.0001,0.0000
0.8800,0.0000,0.0000,0.0001,0.0001
0.8900,0.0000,0.0000,0.0001,0.0001
0.9000,0.0000,0.0000,0.0001,0.0001
0.9100,0.0000,0.0000,0.0001,0.0001
0.9200,0.0000,0.0000,0.0001,0.0002
0.9300,0.0000,0.0000,0.0001,-0.0001
0.9400,0.0000,0.0000,0.0001,-0.0000
0.9500,0.0000,0.0000,0.0001,-0.0001
0.9600,0.0000,0.0000,0.0001,-0.0001
0.9700,0.0000,0.0000,0.0001,-0.0001
0.9800,0.0000,0.0000,0.0001,-0.0000
0.9900,0.0000,0.0000,0.0001,-0.0001
1.0000,0.0000,0.0000,0.0000,-0.0000
1.0100,0.0000,0.0000,0.0000,-0.0000
1.0200,0.0000,0.0000,0.0000,-0.0001
1.0300,0.0000,0.0000,0.0000,-0.0000
1.0400,0.0000,0.0000,0.0000,-0.0000
1.0500,0.0000,0.0000,0.0000,-0.0048
1.0600,0.0000,0.0000,0.0000,0.0000
1.0700,0.0000,0.0000,0.0000,0.0000
1.0800,0.0000,0.0000,0.0000,0.0000
1.0900,0.0000,0.0000,0.0000,0.0000
1.1000,0.0000,0.0000,0.0000,0.0000
1.1100,0.0000,0.0000,0.0000,0.0000
1.1200,0.0000,0.0000,0.0000,0.0000
1.1300,0.0000,0.0000,0.0000,0.0000
1.1400,0.0000,0.0000,0.0000,0.0000
1.1500,0.0000,0.0000,0.0000,0.0000
1.1600,0.0000,0.0000,0.0000,0.0000
1.1700,0.0000,0.0000,0.0000,0.0000
1.1800,0.0000,0.0000,0.0000,0.0000
1.1900,0.0000,0.0000,0.0000,0.0000
1.2000,0.0000,0.0000,0.0000,0.0000
1.2100,0.0000,0.0000,0.0000,0.0000
1.2200,0.0000,0.0000,0.0000,0.0000
1.2300,0.0000,0.0000,0.0000,0.0000
1.2400,0.0000,0.0000,0.0000,0.0000
1.2500,0.0000,0.0000,0.0000,0.0000
1.2600,0.0000,0.0000,0.0000,0.0000
1.2700,0.0000,0.0000,0.0000,0.0000
1.2800,0.0000,0.0000,0.0000,0.0000
1.2900,0.0000,0.0000,0.0000,0.0000
1.3000,0.0000,0.0000,0.0000,0.0000
1.3100,0.0000,0.0000,0.0000,0.0000
1.3200,0.0000,0.0000,0.0000,0.0000
1.3300,0.0000,0.0000,0.0000,0.0000
1.3400,0.0000,0.0000,0.0000,0.0000
1.3500,0.0000,0.0000,0.0000,0.0000
1.3600,0.0000,0.0000,0.0000,0.0000
1.3700,0.0000,0.0000,0.0000,0.0000
1.3800,0.0000,0.0000,0.0000,0.0000
1.3900,0.0000,0.0000,0.0000,0.0000
1.4000,0.0000,0.0000,0.0000,0.0000
1.4100,0.0000,0.0000,0.0000,0.0000
1.4200,0.0000,0.0000,0.0000,0.0000
1.4300,0.0000,0.0000,0.0000,0.0000
1.4400,0.0000,0.0000,0.0000,0.0000
1.4500,0.0000,0.0000,0.0000,0.0000
1.4600,0.0000,0.0000,0.0000,0.0000
1.4700,0.0000,0.0000,0.0000,0.0000
1.4800,0.0000,0.0000,0.0000,0.0000
1.4900,0.0000,0.0000,0.0000,0.0000
1.5000,0.0000,0.0000,0.0000,0.0000
1.5100,0.0000,0.0000,0.0000,0.0000
1.5200,0.0000,0.0000,0.0000,0.0000
1.5300,0.0000,0.0000,0.0000,0.0000
1.5400,0.0000,0.0000,0.0000,0.0000
1.5500,0.0000,0.0000,0.0000,0.0000
1.5600,0.0000,0.0000,0.0000,0.0000
1.5700,0.0000,0.0000,0.0000,0.0000
1.5800,0.0000,0.0000,0.0000,0.0000
1.5900,0.0000,0.0000,0.0000,0.0000
1.6000,0.0000,0.0000,0.0000,0.0000
1.6100,0.0000,0.0000,0.0000,0.0000
1.6200,0.0000,0.0000,0.0000,0.0000
1.6300,0.0000,0.0000,0.0000,0.0000
1.6400,0.0000,0.0000,0.0000,0.0000
1.6500,0.0000,0.0000,0.0000,0.0000
1.6600,0.0000,0.0000,0.0000,0.0000
1.6700,0.0000,0.0000,0.0000,0.0000
1.6800,0.0000,0.0000,0.0000,0.0000
1.6900,0.0000,0.0000,0.0000,0.0000
1.7000,0.0000,0.0000,0.0000,0.0000
1.7100,0.0000,0.0000,0.0000,0.0000
1.7200,0.0000,0.0000,0.0000,0.0000
1.7300,0.0000,0.0000,0.0000,0.0000
1.7400,0.0000,0.0000,0.0000,0.0000
1.7500,0.0000,0.0000,0.0000,0.0000
1.7600,0.0000,0.0000,0.0000,0.0000
1.7700,0.0000,0.0000,0.0000,0.0000
1.7800,0.0000,0.0000,0.0000,0.0000
1.7900,0.0000,0.0000,0.0000,0.0000
1.8000,0.0000,0.0000,0.0000,0.0000
1.8100,0.0000,0.0000,0.0000,0.0000
1.8200,0.0000,0.0000,0.0000,0.0000
1.8300,0.0000,0.0000,0.0000,0.0000
1.8400,0.0000,0.0000,0.0000,0.0000
1.8500,0.0000,0.0000,0.0000,0.0000
1.8600,0.0000,0.0000,0.0000,0.0000
1.8700,0.0000,0.0000,0.0000,0.0000
1.8800,0.0000,0.0000,0.0000,0.0000
1.8900,0.0000,0.0000,0.0000,0.0000
1.9000,0.0000,0.0000,0.0000,0.0000
1.9100,0.0000,0.0000,0.0000,0.0000
1.9200,0.0000,0.0000,0.0000,0.0000
1.9300,0.0000,0.0000,0.0000,0.0000
1.9400,0.0000,0.0000,0.0000,0.0000
1.9500,0.0000,0.0000,0.0000,0.0000
1.9600,0.0000,0.0000,0.0000,0.0000
1.9700,0.0000,0.0000,0.0000,0.0000
1.9800,0.0000,0.0000,0.0000,0.0000
1.9900,0.0000,0.0000,0.0000,0.0000
2.0000,0.7500,0.0000,0.0000,0.0000
2.0100,0.7500,0.0000,0.0001,0.0050
2.0200,0.7500,0.0000,0.0001,0.0000
2.0300,0.7500,0.0000,0.0001,-0.0000
2.0400,0.7500,0.0000,0.0001,0.0000
2.0500,0.7500,0.0000,0.0001,-0.0000
2.0600,0.7500,0.0000,0.0000,-0.0000
2.0700,0.7500,0.0000,0.0000,-0.0001
2.0800,0.7500,0.0000,0.0000,-0.0001
2.0900,0.7500,0.0000,0.0000,-0.0000
2.1000,0.7500,0.0000,0.0000,-0.0001
2.1100,0.7500,0.0000,0.0000,-0.0000
2.1200,0.7500,0.0000,0.0000,-0.0001
2.1300,0.7500,0.0000,0.0000,-0.0000
2.1400,0.7500,0.0000,0.0000,-0.0001
2.1500,0.7500,0.0000,0.0000,-0.0000
2.1600,0.7500,0.0000,0.0000,-0.0000
2.1700,0.7500,0.0000,0.0000,0.0000
2.1800,0.7500,0.0000,0.0000,-0.0000
2.1900,0.7500,0.0000,0.0000,-0.0001
2.2000,0.7500,0.0000,0.0000,0.0000
2.2100,0.7500,0.0000,0.0000,-0.0000
2.2200,0.7500,0.0000,0.0000,-0.0000
2.2300,0.7500,0.0000,0.0000,-0.0000
2.2400,0.7500,0.0000,0.0000,0.0000
2.2500,0.7500,0.0000,0.0000,-0.0000
2.2600,0.7500,0.0000,0.0000,-0.0000
2.2700,0.7500,0.0000,0.0000,-0.0000
2.2800,0.7500,0.0000,0.0000,-0.0000
2.2900,0.7500,0.0000,0.0000,0.0000
2.3000,0.7500,0.0000,0.0000,-0.0000
2.3100,0.7500,0.0000,0.0000,0.0000
2.3200,0.7500,0.0000,0.0000,0.0001
2.3300,0.7500,0.0000,0.0000,-0.0001
2.3400,0.7500,0.0000,0.0000,0.0000
2.3500,0.7500,0.0000,0.0000,-0.0001
2.3600,0.7500,0.0000,0.0000,-0.0000
2.3700,0.7500,0.0000,0.0000,0.0001
2.3800,0.7500,0.0000,0.0000,-0.0001
2.3900,0.7500,0.0000,0.0000,0.0000
2.4000,0.7500,0.0000,0.0000,0.0000
2.4100,0.7500,0.0000,0.0001,0.0007
2.4200,0.7500,0.0000,0.0001,-0.0000
2.4300,0.7500,0.0000,0.0001,-0.0000
2.4400,0.7500,0.0000,0.0001,-0.0000
2.4500,0.7500,0.0000,0.0001,0.0000
2.4600,0.7500,0.0000,0.0001,-0.0000
2.4700,0.7500,0.0000,0.0000,-0.0000
2.4800,0.7500,0.0000,0.0000,0.0000
2.4900,0.7500,0.0000,0.0000,0.0000
2.5000,0.7500,0.0000,0.0000,-0.0000
2.5100,0.7500,0.0000,0.0807,-8.0743
2.5200,0.7500,0.0000,0.3308,-25.0128
2.5300,0.7500,0.0000,0.5570,-22.6185
2.5400,0.7500,0.0000,0.7617,-20.4648
2.5500,0.7500,0.0000,0.9477,-18.6014
2.5600,0.7500,0.0000,1.1176,-16.9904
2.5700,0.7500,0.0000,1.2735,-15.5938
2.5800,0.7500,0.0000,1.4169,-14.3403
2.5900,0.7500,0.0000,1.5492,-13.2277
2.6000,0.7500,0.0000,1.6717,-12.2450
2.6100,0.7500,0.0000,1.7854,-11.3749
2.6200,0.7500,0.0000,1.8915,-10.6064
2.6300,0.7500,0.0000,1.9907,-9.9264
2.6400,0.7500,0.0000,2.0840,-9.3250
2.6500,0.7500,0.0000,2.1719,-8.7921
2.6600,0.7500,0.0000,2.2551,-8.3205
2.6700,0.7500,0.0000,2.3341,-7.9024
2.6800,0.7500,0.0000,2.4095,-7.5318
2.6900,0.7500,0.0000,2.4815,-7.2030
2.7000,0.7500,0.0000,2.5506,-6.9108
2.7100,0.7500,0.0000,2.6171,-6.6516
2.7200,0.7500,0.0000,2.6813,-6.4211
2.7300,0.7500,0.0000,2.7435,-6.2158
2.7400,0.7500,0.0000,2.8038,-6.0334
2.7500,0.7500,0.0000,2.8625,-5.8707
2.7600,0.7500,0.0000,2.9198,-5.7254
2.7700,0.7500,0.0000,2.9757,-5.5959
2.7800,0.7500,0.0000,3.0305,-5.4802
2.7900,0.7500,0.0000,3.0843,-5.3768
2.8000,0.7500,0.0000,3.1372,-5.2842
2.8100,0.7500,0.0000,3.1892,-5.2014
2.8200,0.7500,0.0000,3.2404,-5.1269
2.8300,0.7500,0.0000,3.2910,-5.0598
2.8400,0.7500,0.0000,3.3410,-4.9995
2.8500,0.7500,0.0000,3.3905,-4.9451
2.8600,0.7500,0.0000,3.4394,-4.8960
2.8700,0.7500,0.0000,3.4880,-4.8518
2.8800,0.7500,0.0000,3.5361,-4.8116
2.8900,0.7500,0.0000,3.5838,-4.7753
2.9000,0.7500,0.0000,3.6312,-4.7419
2.9100,0.7500,0.0000,3.6784,-4.7115
2.9200,0.7500,0.0000,3.7252,-4.6839
2.9300,0.7500,0.0000,3.7718,-4.6585
2.9400,0.7500,0.0000,3.8181,-4.6351
2.9500,0.7500,0.0000,3.8643,-4.6139
2.9600,0.7500,0.0000,3.9102,-4.5938
2.9700,0.7500,0.0000,3.9560,-4.5754
2.9800,0.7500,0.0000,4.0016,-4.5582
2.9900,0.7500,0.0000,4.0470,-4.5421
3.0000,0.7500,0.0000,4.0922,-4.5274
3.0100,0.7500,0.0000,4.1374,-4.5133
3.0200,0.7500,0.0000,4.1824,-4.5002
3.0300,0.7500,0.0000,4.2273,-4.4877
3.0400,0.7500,0.0000,4.2720,-4.4756
3.0500,0.7500,0.0000,4.3167,-4.4643
3.0600,0.7500,0.0000,4.3612,-4.4537
3.0700,0.7500,0.0000,4.4056,-4.4434
3.0800,0.7500,0.0000,4.4500,-4.4336
3.0900,0.7500,0.0000,4.4942,-4.4242
3.1000,0.7500,0.0000,4.5384,-4.4148
3.1100,0.7500,0.0000,4.5824,-4.4060
3.1200,0.7500,0.0000,4.6264,-4.3974
3.1300,0.7500,0.0000,4.6703,-4.3892
3.1400,0.7500,0.0000,4.7141,-4.3810
3.1500,0.7500,0.0000,4.7578,-4.3733
3.1600,0.7500,0.0000,4.8015,-4.3652
3.1700,0.7500,0.0000,4.8451,-4.3577
3.1800,0.7500,0.0000,4.8886,-4.3502
3.1900,0.7500,0.0000,4.9320,-4.3429
3.2000,0.7500,0.0000,4.9754,-4.3357
3.2100,0.7500,0.0000,5.0186,-4.3289
3.2200,0.7500,0.0000,5.0619,-4.3214
3.2300,0.7500,0.0000,5.1050,-4.3146
3.2400,0.7500,0.0000,5.1481,-4.3075
3.2500,0.7500,0.0000,5.1911,-4.3008
3.2600,0.7500,0.0000,5.2340,-4.2939
3.2700,0.7500,0.0000,5.2769,-4.2873
3.2800,0.7500,0.0000,5.3197,-4.2807
3.2900,0.7500,0.0000,5.3624,-4.2742
3.3000,0.7500,0.0000,5.4051,-4.2677
3.3100,0.7500,0.0000,5.4477,-4.2613
3.3200,0.7500,0.0000,5.4903,-4.2549
3.3300,0.7500,0.0000,5.5328,-4.2485
3.3400,0.7500,0.0000,5.5752,-4.2419
3.3500,0.7500,0.0000,5.6175,-4.2353
3.3600,0.7500,0.0000,5.6598,-4.2288
3.3700,0.7500,0.0000,5.7021,-4.2227
3.3800,0.7500,0.0000,5.7442,-4.2165
3.3900,0.7500,0.0000,5.7863,-4.2103
3.4000,0.7500,0.0000,5.8284,-4.2041
3.4100,0.7500,0.0000,5.8704,-4.1979
3.4200,0.7500,0.0000,5.9123,-4.1917
3.4300,0.7500,0.0000,5.9541,-4.1856
3.4400,0.7500,0.0000,5.9959,-4.1791
3.4500,0.7500,0.0000,6.0376,-4.1728
3.4600,0.7500,0.0000,6.0793,-4.1667
3.4700,0.7500,0.0000,6.1209,-4.1607
3.4800,0.7500,0.0000,6.1625,-4.1547
3.4900,0.7500,0.0000,6.2040,-4.1486
3.5000,0.7500,0.0000,6.2454,-4.1426
3.5100,0.7500,0.0000,6.2867,-4.1366
3.5200,0.7500,0.0000,6.3281,-4.1306
3.5300,0.7500,0.0000,6.3693,-4.1245
3.5400,0.7500,0.0000,6.4105,-4.1180
3.5500,0.7500,0.0000,6.4516,-4.1121
3.5600,0.7500,0.0000,6.4927,-4.1061
3.5700,0.7500,0.0000,6.5337,-4.1001
3.5800,0.7500,0.0000,6.5746,-4.0941
3.5900,0.7500,0.0000,6.6155,-4.0883
3.6000,0.7500,0.0000,6.6563,-4.0823
3.6100,0.7500,0.0000,6.6971,-4.0763
3.6200,0.7500,0.0000,6.7378,-4.0706
3.6300,0.7500,0.0000,6.7784,-4.0641
3.6400,0.7500,0.0000,6.8190,-4.0584
3.6500,0.7500,0.0000,6.8595,-4.0524
3.6600,0.7500,0.0000,6.9000,-4.0466
3.6700,0.7500,0.0000,6.9404,-4.0407
3.6800,0.7500,0.0000,6.9808,-4.0349
3.6900,0.7500,0.0000,7.0210,-4.0292
3.7000,0.7500,0.0000,7.0613,-4.0233
3.7100,0.7500,0.0000,7.1015,-4.0172
3.7200,0.7500,0.0000,7.1416,-4.0111
3.7300,0.7500,0.0000,7.1816,-4.0054
3.7400,0.7500,0.0000,7.2216,-3.9996
3.7500,0.7500,0.0000,7.2616,-3.9938
3.7600,0.7500,0.0000,7.3014,-3.9880
3.7700,0.7500,0.0000,7.3413,-3.9823
3.7800,0.7500,0.0000,7.3810,-3.9766
3.7900,0.7500,0.0000,7.4207,-3.9706
3.8000,0.7500,0.0000,7.4604,-3.9646
3.8100,0.7500,0.0000,7.5000,-3.9589
3.8200,0.7500,0.0000,7.5395,-3.9530
3.8300,0.7500,0.0000,7.5790,-3.9474
3.8400,0.7500,0.0000,7.6185,-3.9577
3.8500,0.7500,0.0000,7.6585,-3.9955
3.8600,0.7500,0.0000,7.6986,-4.0056
3.8700,0.7500,0.0000,7.7386,-4.0025
3.8800,0.7500,0.0000,7.7786,-3.9977
3.8900,0.7500,0.0000,7.8185,-3.9926
3.9000,0.7500,0.0000,7.8584,-3.9866
3.9100,0.7500,0.0000,7.8982,-3.9804
3.9200,0.7500,0.0000,7.9379,-3.9738
3.9300,0.7500,0.0000,7.9776,-3.9669
3.9400,0.7500,0.0000,8.0172,-3.9598
3.9500,0.7500,0.0000,8.0567,-3.9522
3.9600,0.7500,0.0000,8.0961,-3.9450
3.9700,0.7500,0.0000,8.1355,-3.9380
3.9800,0.7500,0.0000,8.1748,-3.9308
3.9900,0.7500,0.0000,8.2141,-3.9239
4.0000,0.7500,0.0000,8.2532,-3.9169
4.0100,0.7500,0.0000,8.2923,-3.9100
4.0200,0.7500,0.0000,8.3314,-3.9030
4.0300,0.7500,0.0000,8.3703,-3.8960
4.0400,0.7500,0.0000,8.4092,-3.8894
4.0500,0.7500,0.0000,8.4480,-3.8829
4.0600,0.7500,0.0000,8.4868,-3.8764
4.0700,0.7500,0.0000,8.5255,-3.8702
4.0800,0.7500,0.0000,8.5642,-3.8639
4.0900,0.7500,0.0000,8.6027,-3.8575
4.1000,0.7500,0.0000,8.6412,-3.8510
