time_s,throttle,brake,speed,accel
153.1500,0.0000,0.0000,2.9962,0.7130
153.1600,0.0000,0.0000,2.9783,1.7868
153.1700,0.0000,0.0000,2.9712,0.7055
153.1800,0.0000,0.0000,2.9535,1.7758
153.1900,0.0000,0.0000,2.9465,0.6972
153.2000,0.0000,0.0000,2.9289,1.7655
153.2100,0.0000,0.0000,2.9220,0.6881
153.2200,0.0000,0.0000,2.9044,1.7552
153.2300,0.0000,0.0000,2.8976,0.6788
153.2400,0.0000,0.0000,2.8802,1.7451
153.2500,0.0000,0.0000,2.8735,0.6693
153.2600,0.0000,0.0000,2.8561,1.7349
153.2700,0.0000,0.0000,2.8495,0.6600
153.2800,0.0000,0.0000,2.8323,1.7246
153.2900,0.0000,0.0000,2.8258,0.6510
153.3000,0.0000,0.0000,2.8086,1.7143
153.3100,0.0000,0.0000,2.8022,0.6417
153.3200,0.0000,0.0000,2.7852,1.7044
153.3300,0.0000,0.0000,2.7789,0.6322
153.3400,0.0000,0.0000,2.7619,1.6945
153.3500,0.0000,0.0000,2.7557,0.6227
153.3600,0.0000,0.0000,2.7388,1.6846
153.3700,0.0000,0.0000,2.7327,0.6135
153.3800,0.0000,0.0000,2.7160,1.6747
153.3900,0.0000,0.0000,2.7099,0.6047
153.4000,0.0000,0.0000,2.6933,1.6648
153.4100,0.0000,0.0000,2.6873,0.5954
153.4200,0.0000,0.0000,2.6708,1.6552
153.4300,0.0000,0.0000,2.6649,0.5865
153.4400,0.0000,0.0000,2.6484,1.6455
153.4500,0.0000,0.0000,2.6427,0.5774
153.4600,0.0000,0.0000,2.6263,1.6361
153.4700,0.0000,0.0000,2.6206,0.5687
153.4800,0.0000,0.0000,2.6044,1.6263
153.4900,0.0000,0.0000,2.5988,0.5601
153.5000,0.0000,0.0000,2.5826,1.6171
153.5100,0.0000,0.0000,2.5771,0.5514
153.5200,0.0000,0.0000,2.5610,1.6077
153.5300,0.0000,0.0000,2.5556,0.5426
153.5400,0.0000,0.0000,2.5396,1.5984
153.5500,0.0000,0.0000,2.5342,0.5340
153.5600,0.0000,0.0000,2.5184,1.5894
153.5700,0.0000,0.0000,2.5131,0.5253
153.5800,0.0000,0.0000,2.4973,1.5801
153.5900,0.0000,0.0000,2.4921,0.5172
153.6000,0.0000,0.0000,2.4764,1.5713
153.6100,0.0000,0.0000,2.4713,0.5085
153.6200,0.0000,0.0000,2.4557,1.5624
153.6300,0.0000,0.0000,2.4507,0.5002
153.6400,0.0000,0.0000,2.4352,1.5535
153.6500,0.0000,0.0000,2.4302,0.4918
153.6600,0.0000,0.0000,2.4148,1.5447
153.6700,0.0000,0.0000,2.4100,0.4837
153.6800,0.0000,0.0000,2.3946,1.5360
153.6900,0.0000,0.0000,2.3898,0.4757
153.7000,0.0000,0.0000,2.3746,1.5273
