time_s,segment_range,active_range_carla,active_range_model,setpoint_carla_mps,setpoint_model_mps,speed_carla_mps,speed_model_mps,throttle_carla,throttle_model,brake_carla,brake_model,u_carla,u_model
111.8300,mid,mid,mid,21.0000,21.0000,20.9967,21.0341,0.612352,0.616290,0.000000,0.000000,0.612352,0.616290
111.8400,mid,mid,mid,21.0000,21.0000,20.9967,21.0339,0.612350,0.616293,0.000000,0.000000,0.612350,0.616293
111.8500,mid,mid,mid,21.0000,21.0000,20.9967,21.0338,0.612349,0.616296,0.000000,0.000000,0.612349,0.616296
111.8600,mid,mid,mid,21.0000,21.0000,20.9968,21.0336,0.612348,0.616300,0.000000,0.000000,0.612348,0.616300
111.8700,mid,mid,mid,21.0000,21.0000,20.9968,21.0334,0.612347,0.616303,0.000000,0.000000,0.612347,0.616303
111.8800,mid,mid,mid,21.0000,21.0000,20.9968,21.0333,0.612346,0.616306,0.000000,0.000000,0.612346,0.616306
111.8900,mid,mid,mid,21.0000,21.0000,20.9968,21.0331,0.612344,0.616309,0.000000,0.000000,0.612344,0.616309
111.9000,mid,mid,mid,21.0000,21.0000,20.9969,21.0329,0.612343,0.616312,0.000000,0.000000,0.612343,0.616312
111.9100,mid,mid,mid,21.0000,21.0000,20.9969,21.0327,0.612342,0.616316,0.000000,0.000000,0.612342,0.616316
111.9200,mid,mid,mid,21.0000,21.0000,20.9969,21.0326,0.612341,0.616319,0.000000,0.000000,0.612341,0.616319
111.9300,mid,mid,mid,21.0000,21.0000,20.9969,21.0324,0.612339,0.616322,0.000000,0.000000,0.612339,0.616322
111.9400,mid,mid,mid,21.0000,21.0000,20.9970,21.0322,0.612338,0.616325,0.000000,0.000000,0.612338,0.616325
111.9500,mid,mid,mid,21.0000,21.0000,20.9970,21.0321,0.612337,0.616329,0.000000,0.000000,0.612337,0.616329
111.9600,mid,mid,mid,21.0000,21.0000,20.9970,21.0319,0.612335,0.616332,0.000000,0.000000,0.612335,0.616332
111.9700,mid,mid,mid,21.0000,21.0000,20.9970,21.0318,0.612334,0.616335,0.000000,0.000000,0.612334,0.616335
111.9800,mid,mid,mid,21.0000,21.0000,20.9970,21.0316,0.612333,0.616338,0.000000,0.000000,0.612333,0.616338
111.9900,mid,mid,mid,21.0000,21.0000,20.9971,21.0314,0.612331,0.616341,0.000000,0.000000,0.612331,0.616341
112.0000,mid,mid,mid,21.0000,21.0000,20.9971,21.0313,0.612330,0.616344,0.000000,0.000000,0.612330,0.616344
112.0100,mid,mid,mid,21.0000,21.0000,20.9971,21.0311,0.612328,0.616348,0.000000,0.000000,0.612328,0.616348
112.0200,mid,mid,mid,21.0000,21.0000,20.9971,21.0309,0.612327,0.616351,0.000000,0.000000,0.612327,0.616351
112.0300,mid,mid,mid,21.0000,21.0000,20.9972,21.0308,0.612326,0.616354,0.000000,0.000000,0.612326,0.616354
112.0400,mid,mid,mid,21.0000,21.0000,20.9972,21.0306,0.612324,0.616357,0.000000,0.000000,0.612324,0.616357
112.0500,mid,mid,mid,21.0000,21.0000,20.9972,21.0305,0.612323,0.616360,0.000000,0.000000,0.612323,0.616360
112.0600,mid,mid,mid,21.0000,21.0000,20.9972,21.0303,0.612321,0.616363,0.000000,0.000000,0.612321,0.616363
112.0700,mid,mid,mid,21.0000,21.0000,20.9973,21.0302,0.612320,0.616366,0.000000,0.000000,0.612320,0.616366
112.0800,mid,mid,mid,21.0000,21.0000,20.9973,21.0300,0.612318,0.616370,0.000000,0.000000,0.612318,0.616370
112.0900,mid,mid,mid,21.0000,21.0000,20.9973,21.0299,0.612317,0.616373,0.000000,0.000000,0.612317,0.616373
112.1000,mid,mid,mid,21.0000,21.0000,20.9973,21.0297,0.612315,0.616376,0.000000,0.000000,0.612315,0.616376
112.1100,mid,mid,mid,21.0000,21.0000,20.9974,21.0295,0.612314,0.616379,0.000000,0.000000,0.612314,0.616379
112.1200,mid,mid,mid,21.0000,21.0000,20.9974,21.0294,0.612312,0.616382,0.000000,0.000000,0.612312,0.616382
112.1300,mid,mid,mid,21.0000,21.0000,20.9974,21.0292,0.612311,0.616385,0.000000,0.000000,0.612311,0.616385
112.1400,mid,mid,mid,21.0000,21.0000,20.9974,21.0291,0.612309,0.616388,0.000000,0.000000,0.612309,0.616388
112.1500,mid,mid,mid,21.0000,21.0000,20.9975,21.0289,0.612308,0.616391,0.000000,0.000000,0.612308,0.616391
112.1600,mid,mid,mid,21.0000,21.0000,20.9975,21.0288,0.612308,0.616394,0.000000,0.000000,0.612308,0.616394
112.1700,mid,mid,mid,21.0000,21.0000,20.9975,21.0286,0.612308,0.616397,0.000000,0.000000,0.612308,0.616397
112.1800,mid,mid,mid,21.0000,21.0000,20.9975,21.0285,0.612309,0.616400,0.000000,0.000000,0.612309,0.616400
112.1900,mid,mid,mid,21.0000,21.0000,20.9975,21.0283,0.612310,0.616403,0.000000,0.000000,0.612310,0.616403
112.2000,mid,mid,mid,21.0000,21.0000,20.9975,21.0282,0.612311,0.616406,0.000000,0.000000,0.612311,0.616406
112.2100,mid,mid,mid,21.0000,21.0000,20.9975,21.0281,0.612312,0.616409,0.000000,0.000000,0.612312,0.616409
112.2200,mid,mid,mid,21.0000,21.0000,20.9975,21.0279,0.612313,0.616412,0.000000,0.000000,0.612313,0.616412
112.2300,mid,mid,mid,21.0000,21.0000,20.9975,21.0278,0.612314,0.616415,0.000000,0.000000,0.612314,0.616415
112.2400,mid,mid,mid,21.0000,21.0000,20.9975,21.0276,0.612315,0.616418,0.000000,0.000000,0.612315,0.616418
112.2500,mid,mid,mid,21.0000,21.0000,20.9975,21.0275,0.612316,0.616421,0.000000,0.000000,0.612316,0.616421
112.2600,mid,mid,mid,21.0000,21.0000,20.9975,21.0273,0.612318,0.616424,0.000000,0.000000,0.612318,0.616424
112.2700,mid,mid,mid,21.0000,21.0000,20.9975,21.0272,0.612319,0.616427,0.000000,0.000000,0.612319,0.616427
112.2800,mid,mid,mid,21.0000,21.0000,20.9975,21.0271,0.612320,0.616430,0.000000,0.000000,0.612320,0.616430
112.2900,mid,mid,mid,21.0000,21.0000,20.9975,21.0269,0.612321,0.616433,0.000000,0.000000,0.612321,0.616433
112.3000,mid,mid,mid,21.0000,21.0000,20.9975,21.0268,0.612323,0.616436,0.000000,0.000000,0.612323,0.616436
112.3100,mid,mid,mid,21.0000,21.0000,20.9975,21.0266,0.612324,0.616439,0.000000,0.000000,0.612324,0.616439
112.3200,mid,mid,mid,21.0000,21.0000,20.9975,21.0265,0.612325,0.616441,0.000000,0.000000,0.612325,0.616441
112.3300,mid,mid,mid,21.0000,21.0000,20.9975,21.0264,0.612326,0.616444,0.000000,0.000000,0.612326,0.616444
112.3400,mid,mid,mid,21.0000,21.0000,20.9975,21.0262,0.612327,0.616447,0.000000,0.000000,0.612327,0.616447
112.3500,mid,mid,mid,21.0000,21.0000,20.9975,21.0261,0.612329,0.616450,0.000000,0.000000,0.612329,0.616450
112.3600,mid,mid,mid,21.0000,21.0000,20.9975,21.0260,0.612330,0.616453,0.000000,0.000000,0.612330,0.616453
112.3700,mid,mid,mid,21.0000,21.0000,20.9975,21.0258,0.612331,0.616456,0.000000,0.000000,0.612331,0.616456
112.3800,mid,mid,mid,21.0000,21.0000,20.9975,21.0257,0.612332,0.616459,0.000000,0.000000,0.612332,0.616459
112.3900,mid,mid,mid,21.0000,21.0000,20.9975,21.0255,0.612334,0.616461,0.000000,0.000000,0.612334,0.616461
112.4000,mid,mid,mid,21.0000,21.0000,20.9975,21.0254,0.612335,0.616464,0.000000,0.000000,0.612335,0.616464
112.4100,mid,mid,mid,21.0000,21.0000,20.9975,21.0253,0.612336,0.616467,0.000000,0.000000,0.612336,0.616467
112.4200,mid,mid,mid,21.0000,21.0000,20.9975,21.0252,0.612337,0.616470,0.000000,0.000000,0.612337,0.616470
112.4300,mid,mid,mid,21.0000,21.0000,20.9975,21.0250,0.612338,0.616473,0.000000,0.000000,0.612338,0.616473
112.4400,mid,mid,mid,21.0000,21.0000,20.9975,21.0249,0.612340,0.616475,0.000000,0.000000,0.612340,0.616475
112.4500,mid,mid,mid,21.0000,21.0000,20.9975,21.0248,0.612341,0.616478,0.000000,0.000000,0.612341,0.616478
112.4600,mid,mid,mid,21.0000,21.0000,20.9975,21.0246,0.612342,0.616481,0.000000,0.000000,0.612342,0.616481
112.4700,mid,mid,mid,21.0000,21.0000,20.9975,21.0245,0.612343,0.616484,0.000000,0.000000,0.612343,0.616484
112.4800,mid,mid,mid,21.0000,21.0000,20.9975,21.0244,0.612345,0.616487,0.000000,0.000000,0.612345,0.616487
112.4900,mid,mid,mid,21.0000,21.0000,20.9975,21.0242,0.612346,0.616489,0.000000,0.000000,0.612346,0.616489
112.5000,mid,mid,mid,21.0000,21.0000,20.9975,21.0241,0.612347,0.616492,0.000000,0.000000,0.612347,0.616492
112.5100,mid,mid,mid,21.0000,21.0000,20.9975,21.0240,0.612348,0.616495,0.000000,0.000000,0.612348,0.616495
112.5200,mid,mid,mid,21.0000,21.0000,20.9975,21.0239,0.612349,0.616497,0.000000,0.000000,0.612349,0.616497
112.5300,mid,mid,mid,21.0000,21.0000,20.9975,21.0237,0.612351,0.616500,0.000000,0.000000,0.612351,0.616500
112.5400,mid,mid,mid,21.0000,21.0000,20.9975,21.0236,0.612352,0.616503,0.000000,0.000000,0.612352,0.616503
112.5500,mid,mid,mid,21.0000,21.0000,20.9975,21.0235,0.612353,0.616505,0.000000,0.000000,0.612353,0.616505
112.5600,mid,mid,mid,21.0000,21.0000,20.9975,21.0234,0.612354,0.616508,0.000000,0.000000,0.612354,0.616508
112.5700,mid,mid,mid,21.0000,21.0000,20.9975,21.0232,0.612356,0.616511,0.000000,0.000000,0.612356,0.616511
112.5800,mid,mid,mid,21.0000,21.0000,20.9975,21.0231,0.612357,0.616513,0.000000,0.000000,0.612357,0.616513
112.5900,mid,mid,mid,21.0000,21.0000,20.9975,21.0230,0.612358,0.616516,0.000000,0.000000,0.612358,0.616516
112.6000,mid,mid,mid,21.0000,21.0000,20.9975,21.0229,0.612359,0.616519,0.000000,0.000000,0.612359,0.616519
112.6100,mid,mid,mid,21.0000,21.0000,20.9975,21.0228,0.612361,0.616521,0.000000,0.000000,0.612361,0.616521
112.6200,mid,mid,mid,21.0000,21.0000,20.9975,21.0226,0.612362,0.616524,0.000000,0.000000,0.612362,0.616524
112.6300,mid,mid,mid,21.0000,21.0000,20.9975,21.0225,0.612363,0.616527,0.000000,0.000000,0.612363,0.616527
112.6400,mid,mid,mid,21.0000,21.0000,20.9975,21.0224,0.612364,0.616529,0.000000,0.000000,0.612364,0.616529
112.6500,mid,mid,mid,21.0000,21.0000,20.9975,21.0223,0.612365,0.616532,0.000000,0.000000,0.612365,0.616532
112.6600,mid,mid,mid,21.0000,21.0000,20.9975,21.0222,0.612366,0.616534,0.000000,0.000000,0.612366,0.616534
112.6700,mid,mid,mid,21.0000,21.0000,20.9975,21.0221,0.612366,0.616537,0.000000,0.000000,0.612366,0.616537
112.6800,mid,mid,mid,21.0000,21.0000,20.9975,21.0219,0.612365,0.616539,0.000000,0.000000,0.612365,0.616539
112.6900,mid,mid,mid,21.0000,21.0000,20.9975,21.0218,0.612364,0.616542,0.000000,0.000000,0.612364,0.616542
112.7000,mid,mid,mid,21.0000,21.0000,20.9976,21.0217,0.612363,0.616544,0.000000,0.000000,0.612363,0.616544
112.7100,mid,mid,mid,21.0000,21.0000,20.9976,21.0216,0.612362,0.616547,0.000000,0.000000,0.612362,0.616547
112.7200,mid,mid,mid,21.0000,21.0000,20.9976,21.0215,0.612360,0.616549,0.000000,0.000000,0.612360,0.616549
112.7300,mid,mid,mid,21.0000,21.0000,20.9976,21.0214,0.612359,0.616552,0.000000,0.000000,0.612359,0.616552
112.7400,mid,mid,mid,21.0000,21.0000,20.9977,21.0213,0.612357,0.616554,0.000000,0.000000,0.612357,0.616554
112.7500,mid,mid,mid,21.0000,21.0000,20.9977,21.0211,0.612355,0.616557,0.000000,0.000000,0.612355,0.616557
112.7600,mid,mid,mid,21.0000,21.0000,20.9977,21.0210,0.612354,0.616559,0.000000,0.000000,0.612354,0.616559
112.7700,mid,mid,mid,21.0000,21.0000,20.9977,21.0209,0.612352,0.616562,0.000000,0.000000,0.612352,0.616562
112.7800,mid,mid,mid,21.0000,21.0000,20.9978,21.0208,0.612350,0.616564,0.000000,0.000000,0.612350,0.616564
112.7900,mid,mid,mid,21.0000,21.0000,20.9978,21.0207,0.612349,0.616567,0.000000,0.000000,0.612349,0.616567
112.8000,mid,mid,mid,21.0000,21.0000,20.9978,21.0206,0.612347,0.616569,0.000000,0.000000,0.612347,0.616569
112.8100,mid,mid,mid,21.0000,21.0000,20.9978,21.0205,0.612345,0.616572,0.000000,0.000000,0.612345,0.616572
112.8200,mid,mid,mid,21.0000,21.0000,20.9979,21.0204,0.612343,0.616574,0.000000,0.000000,0.612343,0.616574
112.8300,mid,mid,mid,21.0000,21.0000,20.9979,21.0203,0.612342,0.616576,0.000000,0.000000,0.612342,0.616576
112.8400,mid,mid,mid,21.0000,21.0000,20.9979,21.0202,0.612340,0.616579,0.000000,0.000000,0.612340,0.616579
112.8500,mid,mid,mid,21.0000,21.0000,20.9979,21.0201,0.612338,0.616581,0.000000,0.000000,0.612338,0.616581
112.8600,mid,mid,mid,21.0000,21.0000,20.9980,21.0200,0.612336,0.616584,0.000000,0.000000,0.612336,0.616584
112.8700,mid,mid,mid,21.0000,21.0000,20.9980,21.0198,0.612334,0.616586,0.000000,0.000000,0.612334,0.616586
112.8800,mid,mid,mid,21.0000,21.0000,20.9980,21.0197,0.612333,0.616588,0.000000,0.000000,0.612333,0.616588
112.8900,mid,mid,mid,21.0000,21.0000,20.9980,21.0196,0.612331,0.616591,0.000000,0.000000,0.612331,0.616591
112.9000,mid,mid,mid,21.0000,21.0000,20.9981,21.0195,0.612329,0.616593,0.000000,0.000000,0.612329,0.616593
112.9100,mid,mid,mid,21.0000,21.0000,20.9981,21.0194,0.612327,0.616595,0.000000,0.000000,0.612327,0.616595
112.9200,mid,mid,mid,21.0000,21.0000,20.9981,21.0193,0.612325,0.616598,0.000000,0.000000,0.612325,0.616598
112.9300,mid,mid,mid,21.0000,21.0000,20.9981,21.0192,0.612323,0.616600,0.000000,0.000000,0.612323,0.616600
112.9400,mid,mid,mid,21.0000,21.0000,20.9981,21.0191,0.612321,0.616602,0.000000,0.000000,0.612321,0.616602
112.9500,mid,mid,mid,21.0000,21.0000,20.9982,21.0190,0.612320,0.616605,0.000000,0.000000,0.612320,0.616605
112.9600,mid,mid,mid,21.0000,21.0000,20.9982,21.0189,0.612318,0.616607,0.000000,0.000000,0.612318,0.616607
112.9700,mid,mid,mid,21.0000,21.0000,20.9982,21.0188,0.612316,0.616609,0.000000,0.000000,0.612316,0.616609
112.9800,mid,mid,mid,21.0000,21.0000,20.9982,21.0187,0.612314,0.616611,0.000000,0.000000,0.612314,0.616611
112.9900,mid,mid,mid,21.0000,21.0000,20.9983,21.0186,0.612313,0.616614,0.000000,0.000000,0.612313,0.616614
113.0000,mid,mid,mid,21.0000,21.0000,20.9983,21.0185,0.612313,0.616616,0.000000,0.000000,0.612313,0.616616
113.0100,mid,mid,mid,21.0000,21.0000,20.9983,21.0184,0.612313,0.616618,0.000000,0.000000,0.612313,0.616618
113.0200,mid,mid,mid,21.0000,21.0000,20.9983,21.0183,0.612313,0.616620,0.000000,0.000000,0.612313,0.616620
113.0300,mid,mid,mid,21.0000,21.0000,20.9983,21.0182,0.612314,0.616623,0.000000,0.000000,0.612314,0.616623
113.0400,mid,mid,mid,21.0000,21.0000,20.9983,21.0181,0.612314,0.616625,0.000000,0.000000,0.612314,0.616625
113.0500,mid,mid,mid,21.0000,21.0000,20.9983,21.0180,0.612315,0.616627,0.000000,0.000000,0.612315,0.616627
113.0600,mid,mid,mid,21.0000,21.0000,20.9983,21.0179,0.612316,0.616629,0.000000,0.000000,0.612316,0.616629
113.0700,mid,mid,mid,21.0000,21.0000,20.9983,21.0178,0.612317,0.616631,0.000000,0.000000,0.612317,0.616631
113.0800,mid,mid,mid,21.0000,21.0000,20.9983,21.0178,0.612317,0.616633,0.000000,0.000000,0.612317,0.616633
113.0900,mid,mid,mid,21.0000,21.0000,20.9983,21.0177,0.612318,0.616636,0.000000,0.000000,0.612318,0.616636
113.1000,mid,mid,mid,21.0000,21.0000,20.9983,21.0176,0.612319,0.616638,0.000000,0.000000,0.612319,0.616638
113.1100,mid,mid,mid,21.0000,21.0000,20.9983,21.0175,0.612320,0.616640,0.000000,0.000000,0.612320,0.616640
113.1200,mid,mid,mid,21.0000,21.0000,20.9983,21.0174,0.612321,0.616642,0.000000,0.000000,0.612321,0.616642
113.1300,mid,mid,mid,21.0000,21.0000,20.9983,21.0173,0.612322,0.616644,0.000000,0.000000,0.612322,0.616644
113.1400,mid,mid,mid,21.0000,21.0000,20.9983,21.0172,0.612322,0.616646,0.000000,0.000000,0.612322,0.616646
113.1500,mid,mid,mid,21.0000,21.0000,20.9983,21.0171,0.612323,0.616648,0.000000,0.000000,0.612323,0.616648
113.1600,mid,mid,mid,21.0000,21.0000,20.9983,21.0170,0.612324,0.616650,0.000000,0.000000,0.612324,0.616650
113.1700,mid,mid,mid,21.0000,21.0000,20.9983,21.0169,0.612325,0.616653,0.000000,0.000000,0.612325,0.616653
113.1800,mid,mid,mid,21.0000,21.0000,20.9983,21.0168,0.612326,0.616655,0.000000,0.000000,0.612326,0.616655
113.1900,mid,mid,mid,21.0000,21.0000,20.9983,21.0167,0.612327,0.616657,0.000000,0.000000,0.612327,0.616657
113.2000,mid,mid,mid,21.0000,21.0000,20.9983,21.0167,0.612327,0.616659,0.000000,0.000000,0.612327,0.616659
113.2100,mid,mid,mid,21.0000,21.0000,20.9983,21.0166,0.612328,0.616661,0.000000,0.000000,0.612328,0.616661
113.2200,mid,mid,mid,21.0000,21.0000,20.9983,21.0165,0.612329,0.616663,0.000000,0.000000,0.612329,0.616663
113.2300,mid,mid,mid,21.0000,21.0000,20.9982,21.0164,0.612345,0.616665,0.000000,0.000000,0.612345,0.616665
113.2400,mid,mid,mid,21.0000,21.0000,20.9981,21.0163,0.612350,0.616667,0.000000,0.000000,0.612350,0.616667
113.2500,mid,mid,mid,21.0000,21.0000,20.9983,21.0162,0.612326,0.616669,0.000000,0.000000,0.612326,0.616669
113.2600,mid,mid,mid,21.0000,21.0000,20.9989,21.0161,0.612264,0.616671,0.000000,0.000000,0.612264,0.616671
113.2700,mid,mid,mid,21.0000,21.0000,20.9998,21.0160,0.612158,0.616673,0.000000,0.000000,0.612158,0.616673
113.2800,mid,mid,mid,21.0000,21.0000,21.0011,21.0160,0.612005,0.616675,0.000000,0.000000,0.612005,0.616675
113.2900,mid,mid,mid,21.0000,21.0000,21.0029,21.0159,0.611801,0.616677,0.000000,0.000000,0.611801,0.616677
113.3000,mid,mid,mid,21.0000,21.0000,21.0051,21.0158,0.611545,0.616679,0.000000,0.000000,0.611545,0.616679
113.3100,mid,mid,mid,21.0000,21.0000,21.0078,21.0157,0.611237,0.616681,0.000000,0.000000,0.611237,0.616681
113.3200,mid,mid,mid,21.0000,21.0000,21.0109,21.0156,0.610876,0.616683,0.000000,0.000000,0.610876,0.616683
113.3300,mid,mid,mid,21.0000,21.0000,21.0144,21.0155,0.610461,0.616685,0.000000,0.000000,0.610461,0.616685
113.3400,mid,mid,mid,21.0000,21.0000,21.0184,21.0155,0.609992,0.616687,0.000000,0.000000,0.609992,0.616687
113.3500,mid,mid,mid,21.0000,21.0000,21.0229,21.0154,0.609469,0.616688,0.000000,0.000000,0.609469,0.616688
113.3600,mid,mid,mid,21.0000,21.0000,21.0278,21.0153,0.608891,0.616690,0.000000,0.000000,0.608891,0.616690
113.3700,mid,mid,mid,21.0000,21.0000,21.0332,21.0152,0.608258,0.616692,0.000000,0.000000,0.608258,0.616692
113.3800,mid,mid,mid,21.0000,21.0000,21.0390,21.0151,0.607570,0.616694,0.000000,0.000000,0.607570,0.616694
113.3900,mid,mid,mid,21.0000,21.0000,21.0453,21.0150,0.606827,0.616696,0.000000,0.000000,0.606827,0.616696
113.4000,mid,mid,mid,21.0000,21.0000,21.0520,21.0150,0.606029,0.616698,0.000000,0.000000,0.606029,0.616698
113.4100,mid,mid,mid,21.0000,21.0000,21.0592,21.0149,0.605175,0.616700,0.000000,0.000000,0.605175,0.616700
113.4200,mid,mid,mid,21.0000,21.0000,21.0669,21.0148,0.604265,0.616702,0.000000,0.000000,0.604265,0.616702
113.4300,mid,mid,mid,21.0000,21.0000,21.0750,21.0147,0.603300,0.616704,0.000000,0.000000,0.603300,0.616704
113.4400,mid,mid,mid,21.0000,21.0000,21.0835,21.0147,0.602278,0.616705,0.000000,0.000000,0.602278,0.616705
113.4500,mid,mid,mid,21.0000,21.0000,21.0925,21.0146,0.601200,0.616707,0.000000,0.000000,0.601200,0.616707
113.4600,mid,mid,mid,21.0000,21.0000,21.1020,21.0145,0.600066,0.616709,0.000000,0.000000,0.600066,0.616709
113.4700,mid,mid,mid,21.0000,21.0000,21.1119,21.0144,0.598875,0.616711,0.000000,0.000000,0.598875,0.616711
113.4800,mid,mid,mid,21.0000,21.0000,21.1223,21.0143,0.597628,0.616713,0.000000,0.000000,0.597628,0.616713
113.4900,mid,mid,mid,21.0000,21.0000,21.1331,21.0143,0.596323,0.616714,0.000000,0.000000,0.596323,0.616714
113.5000,mid,mid,mid,21.0000,21.0000,21.1443,21.0142,0.594962,0.616716,0.000000,0.000000,0.594962,0.616716
113.5100,mid,mid,mid,21.0000,21.0000,21.1560,21.0141,0.593544,0.616718,0.000000,0.000000,0.593544,0.616718
113.5200,mid,mid,mid,21.0000,21.0000,21.1682,21.0140,0.592068,0.616720,0.000000,0.000000,0.592068,0.616720
113.5300,mid,mid,mid,21.0000,21.0000,21.1654,21.0140,0.592299,0.616722,0.000000,0.000000,0.592299,0.616722
113.5400,mid,mid,mid,21.0000,21.0000,21.1421,21.0139,0.594901,0.616723,0.000000,0.000000,0.594901,0.616723
113.5500,mid,mid,mid,21.0000,21.0000,21.1123,21.0138,0.598275,0.616725,0.000000,0.000000,0.598275,0.616725
113.5600,mid,mid,mid,21.0000,21.0000,21.0827,21.0137,0.601625,0.616727,0.000000,0.000000,0.601625,0.616727
113.5700,mid,mid,mid,21.0000,21.0000,21.0565,21.0137,0.604600,0.616729,0.000000,0.000000,0.604600,0.616729
113.5800,mid,mid,mid,21.0000,21.0000,21.0347,21.0136,0.607083,0.616730,0.000000,0.000000,0.607083,0.616730
113.5900,mid,mid,mid,21.0000,21.0000,21.0173,21.0135,0.609074,0.616732,0.000000,0.000000,0.609074,0.616732
113.6000,mid,mid,mid,21.0000,21.0000,21.0037,21.0134,0.610627,0.616734,0.000000,0.000000,0.610627,0.616734
113.6100,mid,mid,mid,21.0000,21.0000,20.9934,21.0134,0.611813,0.616735,0.000000,0.000000,0.611813,0.616735
113.6200,mid,mid,mid,21.0000,21.0000,20.9857,21.0133,0.612704,0.616737,0.000000,0.000000,0.612704,0.616737
113.6300,mid,mid,mid,21.0000,21.0000,20.9800,21.0132,0.613365,0.616739,0.000000,0.000000,0.613365,0.616739
113.6400,mid,mid,mid,21.0000,21.0000,20.9759,21.0132,0.613851,0.616741,0.000000,0.000000,0.613851,0.616741
113.6500,mid,mid,mid,21.0000,21.0000,20.9729,21.0131,0.614206,0.616742,0.000000,0.000000,0.614206,0.616742
113.6600,mid,mid,mid,21.0000,21.0000,20.9708,21.0130,0.614465,0.616744,0.000000,0.000000,0.614465,0.616744
113.6700,mid,mid,mid,21.0000,21.0000,20.9693,21.0130,0.614655,0.616746,0.000000,0.000000,0.614655,0.616746
113.6800,mid,mid,mid,21.0000,21.0000,20.9682,21.0129,0.614794,0.616747,0.000000,0.000000,0.614794,0.616747
113.6900,mid,mid,mid,21.0000,21.0000,20.9674,21.0128,0.614899,0.616749,0.000000,0.000000,0.614899,0.616749
113.7000,mid,mid,mid,21.0000,21.0000,20.9668,21.0127,0.614980,0.616750,0.000000,0.000000,0.614980,0.616750
113.7100,mid,mid,mid,21.0000,21.0000,20.9664,21.0127,0.615043,0.616752,0.000000,0.000000,0.615043,0.616752
113.7200,mid,mid,mid,21.0000,21.0000,20.9661,21.0126,0.615096,0.616754,0.000000,0.000000,0.615096,0.616754
113.7300,mid,mid,mid,21.0000,21.0000,20.9659,21.0125,0.615140,0.616755,0.000000,0.000000,0.615140,0.616755
113.7400,mid,mid,mid,21.0000,21.0000,20.9657,21.0125,0.615179,0.616757,0.000000,0.000000,0.615179,0.616757
113.7500,mid,mid,mid,21.0000,21.0000,20.9655,21.0124,0.615214,0.616759,0.000000,0.000000,0.615214,0.616759
113.7600,mid,mid,mid,21.0000,21.0000,20.9654,21.0123,0.615246,0.616760,0.000000,0.000000,0.615246,0.616760
113.7700,mid,mid,mid,21.0000,21.0000,20.9653,21.0123,0.615275,0.616762,0.000000,0.000000,0.615275,0.616762
113.7800,mid,mid,mid,21.0000,21.0000,20.9652,21.0122,0.615302,0.616763,0.000000,0.000000,0.615302,0.616763
113.7900,mid,mid,mid,21.0000,21.0000,20.9651,21.0121,0.615326,0.616765,0.000000,0.000000,0.615326,0.616765
113.8000,mid,mid,mid,21.0000,21.0000,20.9651,21.0121,0.615348,0.616766,0.000000,0.000000,0.615348,0.616766
113.8100,mid,mid,mid,21.0000,21.0000,20.9651,21.0120,0.615367,0.616768,0.000000,0.000000,0.615367,0.616768
113.8200,mid,mid,mid,21.0000,21.0000,20.9651,21.0119,0.615383,0.616769,0.000000,0.000000,0.615383,0.616769
113.8300,mid,mid,mid,21.0000,21.0000,20.9651,21.0119,0.615397,0.616771,0.000000,0.000000,0.615397,0.616771
113.8400,mid,mid,mid,21.0000,21.0000,20.9652,21.0118,0.615408,0.616773,0.000000,0.000000,0.615408,0.616773
113.8500,mid,mid,mid,21.0000,21.0000,20.9653,21.0118,0.615415,0.616774,0.000000,0.000000,0.615415,0.616774
113.8600,mid,mid,mid,21.0000,21.0000,20.9654,21.0117,0.615420,0.616776,0.000000,0.000000,0.615420,0.616776
113.8700,mid,mid,mid,21.0000,21.0000,20.9655,21.0116,0.615423,0.616777,0.000000,0.000000,0.615423,0.616777
113.8800,mid,mid,mid,21.0000,21.0000,20.9656,21.0116,0.615422,0.616779,0.000000,0.000000,0.615422,0.616779
113.8900,mid,mid,mid,21.0000,21.0000,20.9658,21.0115,0.615418,0.616780,0.000000,0.000000,0.615418,0.616780
113.9000,mid,mid,mid,21.0000,21.0000,20.9660,21.0114,0.615412,0.616782,0.000000,0.000000,0.615412,0.616782
113.9100,mid,mid,mid,21.0000,21.0000,20.9662,21.0114,0.615403,0.616783,0.000000,0.000000,0.615403,0.616783
113.9200,mid,mid,mid,21.0000,21.0000,20.9665,21.0113,0.615392,0.616784,0.000000,0.000000,0.615392,0.616784
113.9300,mid,mid,mid,21.0000,21.0000,20.9667,21.0113,0.615379,0.616786,0.000000,0.000000,0.615379,0.616786
113.9400,mid,mid,mid,21.0000,21.0000,20.9670,21.0112,0.615363,0.616787,0.000000,0.000000,0.615363,0.616787
113.9500,mid,mid,mid,21.0000,21.0000,20.9673,21.0111,0.615345,0.616789,0.000000,0.000000,0.615345,0.616789
113.9600,mid,mid,mid,21.0000,21.0000,20.9676,21.0111,0.615325,0.616790,0.000000,0.000000,0.615325,0.616790
113.9700,mid,mid,mid,21.0000,21.0000,20.9679,21.0110,0.615303,0.616792,0.000000,0.000000,0.615303,0.616792
113.9800,mid,mid,mid,21.0000,21.0000,20.9683,21.0110,0.615280,0.616793,0.000000,0.000000,0.615280,0.616793
113.9900,mid,mid,mid,21.0000,21.0000,20.9686,21.0109,0.615255,0.616795,0.000000,0.000000,0.615255,0.616795
