time_s,segment_range,active_range_carla,active_range_model,setpoint_carla_mps,setpoint_model_mps,speed_carla_mps,speed_model_mps,throttle_carla,throttle_model,brake_carla,brake_model,u_carla,u_model
48.4400,low,low,low,10.0000,10.0000,10.2269,10.0504,0.415284,0.458559,0.000000,0.000000,0.415284,0.458559
48.4500,low,low,low,10.0000,10.0000,10.2269,10.0518,0.415180,0.458382,0.000000,0.000000,0.415180,0.458382
48.4600,low,low,low,10.0000,10.0000,10.2268,10.0532,0.415076,0.458205,0.000000,0.000000,0.415076,0.458205
48.4700,low,low,low,10.0000,10.0000,10.2267,10.0546,0.414975,0.458031,0.000000,0.000000,0.414975,0.458031
48.4800,low,low,low,10.0000,10.0000,10.2266,10.0559,0.414874,0.457857,0.000000,0.000000,0.414874,0.457857
48.4900,low,low,low,10.0000,10.0000,10.2265,10.0572,0.414776,0.457685,0.000000,0.000000,0.414776,0.457685
48.5000,low,low,low,10.0000,10.0000,10.2264,10.0585,0.414678,0.457515,0.000000,0.000000,0.414678,0.457515
48.5100,low,low,low,10.0000,10.0000,10.2262,10.0598,0.414582,0.457345,0.000000,0.000000,0.414582,0.457345
48.5200,low,low,low,10.0000,10.0000,10.2261,10.0611,0.414487,0.457177,0.000000,0.000000,0.414487,0.457177
48.5300,low,low,low,10.0000,10.0000,10.2259,10.0624,0.414394,0.457010,0.000000,0.000000,0.414394,0.457010
48.5400,low,low,low,10.0000,10.0000,10.2258,10.0636,0.414302,0.456845,0.000000,0.000000,0.414302,0.456845
48.5500,low,low,low,10.0000,10.0000,10.2256,10.0648,0.414211,0.456681,0.000000,0.000000,0.414211,0.456681
48.5600,low,low,low,10.0000,10.0000,10.2254,10.0660,0.414121,0.456518,0.000000,0.000000,0.414121,0.456518
48.5700,low,low,low,10.0000,10.0000,10.2252,10.0672,0.414033,0.456356,0.000000,0.000000,0.414033,0.456356
48.5800,low,low,low,10.0000,10.0000,10.2250,10.0684,0.413946,0.456196,0.000000,0.000000,0.413946,0.456196
48.5900,low,low,low,10.0000,10.0000,10.2247,10.0695,0.413861,0.456037,0.000000,0.000000,0.413861,0.456037
48.6000,low,low,low,10.0000,10.0000,10.2245,10.0706,0.413776,0.455879,0.000000,0.000000,0.413776,0.455879
48.6100,low,low,low,10.0000,10.0000,10.2243,10.0718,0.413693,0.455722,0.000000,0.000000,0.413693,0.455722
48.6200,low,low,low,10.0000,10.0000,10.2240,10.0729,0.413611,0.455567,0.000000,0.000000,0.413611,0.455567
48.6300,low,low,low,10.0000,10.0000,10.2237,10.0739,0.413531,0.455412,0.000000,0.000000,0.413531,0.455412
48.6400,low,low,low,10.0000,10.0000,10.2235,10.0750,0.413451,0.455259,0.000000,0.000000,0.413451,0.455259
48.6500,low,low,low,10.0000,10.0000,10.2232,10.0761,0.413373,0.455108,0.000000,0.000000,0.413373,0.455108
48.6600,low,low,low,10.0000,10.0000,10.2229,10.0771,0.413295,0.454957,0.000000,0.000000,0.413295,0.454957
48.6700,low,low,low,10.0000,10.0000,10.2226,10.0781,0.413219,0.454807,0.000000,0.000000,0.413219,0.454807
48.6800,low,low,low,10.0000,10.0000,10.2223,10.0791,0.413144,0.454659,0.000000,0.000000,0.413144,0.454659
48.6900,low,low,low,10.0000,10.0000,10.2219,10.0801,0.413070,0.454512,0.000000,0.000000,0.413070,0.454512
48.7000,low,low,low,10.0000,10.0000,10.2216,10.0811,0.412998,0.454366,0.000000,0.000000,0.412998,0.454366
48.7100,low,low,low,10.0000,10.0000,10.2213,10.0821,0.412926,0.454221,0.000000,0.000000,0.412926,0.454221
48.7200,low,low,low,10.0000,10.0000,10.2209,10.0830,0.412855,0.454078,0.000000,0.000000,0.412855,0.454078
48.7300,low,low,low,10.0000,10.0000,10.2206,10.0839,0.412786,0.453935,0.000000,0.000000,0.412786,0.453935
48.7400,low,low,low,10.0000,10.0000,10.2202,10.0849,0.412717,0.453794,0.000000,0.000000,0.412717,0.453794
48.7500,low,low,low,10.0000,10.0000,10.2198,10.0858,0.412650,0.453654,0.000000,0.000000,0.412650,0.453654
48.7600,low,low,low,10.0000,10.0000,10.2194,10.0867,0.412583,0.453515,0.000000,0.000000,0.412583,0.453515
48.7700,low,low,low,10.0000,10.0000,10.2191,10.0875,0.412518,0.453377,0.000000,0.000000,0.412518,0.453377
48.7800,low,low,low,10.0000,10.0000,10.2187,10.0884,0.412453,0.453240,0.000000,0.000000,0.412453,0.453240
48.7900,low,low,low,10.0000,10.0000,10.2183,10.0892,0.412390,0.453104,0.000000,0.000000,0.412390,0.453104
48.8000,low,low,low,10.0000,10.0000,10.2179,10.0901,0.412327,0.452969,0.000000,0.000000,0.412327,0.452969
48.8100,low,low,low,10.0000,10.0000,10.2174,10.0909,0.412266,0.452835,0.000000,0.000000,0.412266,0.452835
48.8200,low,low,low,10.0000,10.0000,10.2170,10.0917,0.412205,0.452703,0.000000,0.000000,0.412205,0.452703
48.8300,low,low,low,10.0000,10.0000,10.2166,10.0925,0.412146,0.452571,0.000000,0.000000,0.412146,0.452571
48.8400,low,low,low,10.0000,10.0000,10.2162,10.0933,0.412087,0.452441,0.000000,0.000000,0.412087,0.452441
48.8500,low,low,low,10.0000,10.0000,10.2157,10.0940,0.412029,0.452311,0.000000,0.000000,0.412029,0.452311
48.8600,low,low,low,10.0000,10.0000,10.2153,10.0948,0.411972,0.452183,0.000000,0.000000,0.411972,0.452183
48.8700,low,low,low,10.0000,10.0000,10.2148,10.0955,0.411916,0.452055,0.000000,0.000000,0.411916,0.452055
48.8800,low,low,low,10.0000,10.0000,10.2144,10.0963,0.411861,0.451929,0.000000,0.000000,0.411861,0.451929
48.8900,low,low,low,10.0000,10.0000,10.2139,10.0970,0.411806,0.451803,0.000000,0.000000,0.411806,0.451803
48.9000,low,low,low,10.0000,10.0000,10.2134,10.0977,0.411753,0.451679,0.000000,0.000000,0.411753,0.451679
48.9100,low,low,low,10.0000,10.0000,10.2129,10.0984,0.411700,0.451556,0.000000,0.000000,0.411700,0.451556
48.9200,low,low,low,10.0000,10.0000,10.2125,10.0991,0.411649,0.451433,0.000000,0.000000,0.411649,0.451433
48.9300,low,low,low,10.0000,10.0000,10.2120,10.0997,0.411598,0.451312,0.000000,0.000000,0.411598,0.451312
48.9400,low,low,low,10.0000,10.0000,10.2115,10.1004,0.411548,0.451191,0.000000,0.000000,0.411548,0.451191
48.9500,low,low,low,10.0000,10.0000,10.2110,10.1010,0.411498,0.451072,0.000000,0.000000,0.411498,0.451072
48.9600,low,low,low,10.0000,10.0000,10.2105,10.1016,0.411450,0.450953,0.000000,0.000000,0.411450,0.450953
48.9700,low,low,low,10.0000,10.0000,10.2100,10.1023,0.411402,0.450836,0.000000,0.000000,0.411402,0.450836
48.9800,low,low,low,10.0000,10.0000,10.2094,10.1029,0.411355,0.450719,0.000000,0.000000,0.411355,0.450719
48.9900,low,low,low,10.0000,10.0000,10.2089,10.1035,0.411309,0.450604,0.000000,0.000000,0.411309,0.450604
49.0000,low,low,low,10.0000,10.0000,10.2084,10.1041,0.411264,0.450489,0.000000,0.000000,0.411264,0.450489
49.0100,low,low,low,10.0000,10.0000,10.2079,10.1046,0.411219,0.450375,0.000000,0.000000,0.411219,0.450375
49.0200,low,low,low,10.0000,10.0000,10.2073,10.1052,0.411175,0.450262,0.000000,0.000000,0.411175,0.450262
49.0300,low,low,low,10.0000,10.0000,10.2068,10.1057,0.411132,0.450150,0.000000,0.000000,0.411132,0.450150
49.0400,low,low,low,10.0000,10.0000,10.2063,10.1063,0.411090,0.450039,0.000000,0.000000,0.411090,0.450039
49.0500,low,low,low,10.0000,10.0000,10.2057,10.1068,0.411048,0.449929,0.000000,0.000000,0.411048,0.449929
49.0600,low,low,low,10.0000,10.0000,10.2052,10.1073,0.411007,0.449820,0.000000,0.000000,0.411007,0.449820
49.0700,low,low,low,10.0000,10.0000,10.2046,10.1079,0.410967,0.449712,0.000000,0.000000,0.410967,0.449712
49.0800,low,low,low,10.0000,10.0000,10.2041,10.1084,0.410927,0.449604,0.000000,0.000000,0.410927,0.449604
49.0900,low,low,low,10.0000,10.0000,10.2035,10.1088,0.410889,0.449498,0.000000,0.000000,0.410889,0.449498
49.1000,low,low,low,10.0000,10.0000,10.2029,10.1093,0.410850,0.449392,0.000000,0.000000,0.410850,0.449392
49.1100,low,low,low,10.0000,10.0000,10.2024,10.1098,0.410813,0.449287,0.000000,0.000000,0.410813,0.449287
49.1200,low,low,low,10.0000,10.0000,10.2018,10.1102,0.410776,0.449183,0.000000,0.000000,0.410776,0.449183
49.1300,low,low,low,10.0000,10.0000,10.2012,10.1107,0.410740,0.449080,0.000000,0.000000,0.410740,0.449080
49.1400,low,low,low,10.0000,10.0000,10.2006,10.1111,0.410704,0.448978,0.000000,0.000000,0.410704,0.448978
49.1500,low,low,low,10.0000,10.0000,10.2001,10.1116,0.410669,0.448877,0.000000,0.000000,0.410669,0.448877
49.1600,low,low,low,10.0000,10.0000,10.1995,10.1120,0.410635,0.448776,0.000000,0.000000,0.410635,0.448776
49.1700,low,low,low,10.0000,10.0000,10.1989,10.1124,0.410601,0.448676,0.000000,0.000000,0.410601,0.448676
49.1800,low,low,low,10.0000,10.0000,10.1983,10.1128,0.410568,0.448577,0.000000,0.000000,0.410568,0.448577
49.1900,low,low,low,10.0000,10.0000,10.1977,10.1132,0.410535,0.448479,0.000000,0.000000,0.410535,0.448479
49.2000,low,low,low,10.0000,10.0000,10.1971,10.1136,0.410503,0.448382,0.000000,0.000000,0.410503,0.448382
49.2100,low,low,low,10.0000,10.0000,10.1965,10.1139,0.410472,0.448285,0.000000,0.000000,0.410472,0.448285
49.2200,low,low,low,10.0000,10.0000,10.1959,10.1143,0.410441,0.448190,0.000000,0.000000,0.410441,0.448190
49.2300,low,low,low,10.0000,10.0000,10.1953,10.1147,0.410411,0.448095,0.000000,0.000000,0.410411,0.448095
49.2400,low,low,low,10.0000,10.0000,10.1947,10.1150,0.410381,0.448001,0.000000,0.000000,0.410381,0.448001
49.2500,low,low,low,10.0000,10.0000,10.1941,10.1154,0.410352,0.447907,0.000000,0.000000,0.410352,0.447907
49.2600,low,low,low,10.0000,10.0000,10.1935,10.1157,0.410324,0.447815,0.000000,0.000000,0.410324,0.447815
49.2700,low,low,low,10.0000,10.0000,10.1929,10.1160,0.410296,0.447723,0.000000,0.000000,0.410296,0.447723
49.2800,low,low,low,10.0000,10.0000,10.1922,10.1163,0.410268,0.447632,0.000000,0.000000,0.410268,0.447632
49.2900,low,low,low,10.0000,10.0000,10.1916,10.1166,0.410241,0.447542,0.000000,0.000000,0.410241,0.447542
49.3000,low,low,low,10.0000,10.0000,10.1910,10.1169,0.410215,0.447452,0.000000,0.000000,0.410215,0.447452
49.3100,low,low,low,10.0000,10.0000,10.1904,10.1172,0.410189,0.447363,0.000000,0.000000,0.410189,0.447363
49.3200,low,low,low,10.0000,10.0000,10.1898,10.1175,0.410164,0.447275,0.000000,0.000000,0.410164,0.447275
49.3300,low,low,low,10.0000,10.0000,10.1891,10.1178,0.410139,0.447188,0.000000,0.000000,0.410139,0.447188
49.3400,low,low,low,10.0000,10.0000,10.1885,10.1180,0.410114,0.447101,0.000000,0.000000,0.410114,0.447101
49.3500,low,low,low,10.0000,10.0000,10.1879,10.1183,0.410090,0.447016,0.000000,0.000000,0.410090,0.447016
49.3600,low,low,low,10.0000,10.0000,10.1873,10.1185,0.410067,0.446930,0.000000,0.000000,0.410067,0.446930
49.3700,low,low,low,10.0000,10.0000,10.1866,10.1188,0.410044,0.446846,0.000000,0.000000,0.410044,0.446846
49.3800,low,low,low,10.0000,10.0000,10.1860,10.1190,0.410021,0.446762,0.000000,0.000000,0.410021,0.446762
49.3900,low,low,low,10.0000,10.0000,10.1854,10.1192,0.409999,0.446679,0.000000,0.000000,0.409999,0.446679
49.4000,low,low,low,10.0000,10.0000,10.1847,10.1194,0.409978,0.446597,0.000000,0.000000,0.409978,0.446597
49.4100,low,low,low,10.0000,10.0000,10.1841,10.1196,0.409956,0.446516,0.000000,0.000000,0.409956,0.446516
49.4200,low,low,low,10.0000,10.0000,10.1835,10.1198,0.409936,0.446435,0.000000,0.000000,0.409936,0.446435
49.4300,low,low,low,10.0000,10.0000,10.1828,10.1200,0.409916,0.446354,0.000000,0.000000,0.409916,0.446354
49.4400,low,low,low,10.0000,10.0000,10.1822,10.1202,0.409896,0.446275,0.000000,0.000000,0.409896,0.446275
49.4500,low,low,low,10.0000,10.0000,10.1815,10.1204,0.409876,0.446196,0.000000,0.000000,0.409876,0.446196
49.4600,low,low,low,10.0000,10.0000,10.1809,10.1206,0.409857,0.446118,0.000000,0.000000,0.409857,0.446118
49.4700,low,low,low,10.0000,10.0000,10.1802,10.1208,0.409838,0.446040,0.000000,0.000000,0.409838,0.446040
49.4800,low,low,low,10.0000,10.0000,10.1796,10.1209,0.409820,0.445964,0.000000,0.000000,0.409820,0.445964
49.4900,low,low,low,10.0000,10.0000,10.1790,10.1211,0.409803,0.445887,0.000000,0.000000,0.409803,0.445887
49.5000,low,low,low,10.0000,10.0000,10.1783,10.1212,0.409785,0.445812,0.000000,0.000000,0.409785,0.445812
49.5100,low,low,low,10.0000,10.0000,10.1777,10.1214,0.409768,0.445737,0.000000,0.000000,0.409768,0.445737
49.5200,low,low,low,10.0000,10.0000,10.1770,10.1215,0.409752,0.445663,0.000000,0.000000,0.409752,0.445663
49.5300,low,low,low,10.0000,10.0000,10.1764,10.1216,0.409736,0.445589,0.000000,0.000000,0.409736,0.445589
49.5400,low,low,low,10.0000,10.0000,10.1757,10.1217,0.409720,0.445516,0.000000,0.000000,0.409720,0.445516
49.5500,low,low,low,10.0000,10.0000,10.1751,10.1219,0.409704,0.445444,0.000000,0.000000,0.409704,0.445444
49.5600,low,low,low,10.0000,10.0000,10.1744,10.1220,0.409689,0.445372,0.000000,0.000000,0.409689,0.445372
49.5700,low,low,low,10.0000,10.0000,10.1738,10.1221,0.409674,0.445301,0.000000,0.000000,0.409674,0.445301
49.5800,low,low,low,10.0000,10.0000,10.1731,10.1222,0.409659,0.445230,0.000000,0.000000,0.409659,0.445230
49.5900,low,low,low,10.0000,10.0000,10.1725,10.1223,0.409645,0.445160,0.000000,0.000000,0.409645,0.445160
49.6000,low,low,low,10.0000,10.0000,10.1718,10.1224,0.409632,0.445091,0.000000,0.000000,0.409632,0.445091
49.6100,low,low,low,10.0000,10.0000,10.1712,10.1224,0.409618,0.445023,0.000000,0.000000,0.409618,0.445023
49.6200,low,low,low,10.0000,10.0000,10.1705,10.1225,0.409606,0.444954,0.000000,0.000000,0.409606,0.444954
49.6300,low,low,low,10.0000,10.0000,10.1699,10.1226,0.409593,0.444887,0.000000,0.000000,0.409593,0.444887
49.6400,low,low,low,10.0000,10.0000,10.1692,10.1226,0.409581,0.444820,0.000000,0.000000,0.409581,0.444820
49.6500,low,low,low,10.0000,10.0000,10.1686,10.1227,0.409569,0.444754,0.000000,0.000000,0.409569,0.444754
49.6600,low,low,low,10.0000,10.0000,10.1679,10.1227,0.409558,0.444688,0.000000,0.000000,0.409558,0.444688
49.6700,low,low,low,10.0000,10.0000,10.1673,10.1228,0.409547,0.444623,0.000000,0.000000,0.409547,0.444623
49.6800,low,low,low,10.0000,10.0000,10.1666,10.1228,0.409536,0.444558,0.000000,0.000000,0.409536,0.444558
49.6900,low,low,low,10.0000,10.0000,10.1660,10.1229,0.409525,0.444494,0.000000,0.000000,0.409525,0.444494
49.7000,low,low,low,10.0000,10.0000,10.1653,10.1229,0.409514,0.444431,0.000000,0.000000,0.409514,0.444431
49.7100,low,low,low,10.0000,10.0000,10.1647,10.1229,0.409503,0.444368,0.000000,0.000000,0.409503,0.444368
49.7200,low,low,low,10.0000,10.0000,10.1640,10.1229,0.409493,0.444305,0.000000,0.000000,0.409493,0.444305
49.7300,low,low,low,10.0000,10.0000,10.1634,10.1229,0.409483,0.444243,0.000000,0.000000,0.409483,0.444243
49.7400,low,low,low,10.0000,10.0000,10.1627,10.1230,0.409474,0.444182,0.000000,0.000000,0.409474,0.444182
49.7500,low,low,low,10.0000,10.0000,10.1621,10.1230,0.409465,0.444121,0.000000,0.000000,0.409465,0.444121
49.7600,low,low,low,10.0000,10.0000,10.1614,10.1230,0.409456,0.444061,0.000000,0.000000,0.409456,0.444061
49.7700,low,low,low,10.0000,10.0000,10.1608,10.1230,0.409447,0.444001,0.000000,0.000000,0.409447,0.444001
49.7800,low,low,low,10.0000,10.0000,10.1601,10.1229,0.409439,0.443942,0.000000,0.000000,0.409439,0.443942
49.7900,low,low,low,10.0000,10.0000,10.1595,10.1229,0.409431,0.443884,0.000000,0.000000,0.409431,0.443884
49.8000,low,low,low,10.0000,10.0000,10.1589,10.1229,0.409423,0.443825,0.000000,0.000000,0.409423,0.443825
49.8100,low,low,low,10.0000,10.0000,10.1582,10.1229,0.409416,0.443768,0.000000,0.000000,0.409416,0.443768
49.8200,low,low,low,10.0000,10.0000,10.1576,10.1229,0.409409,0.443711,0.000000,0.000000,0.409409,0.443711
49.8300,low,low,low,10.0000,10.0000,10.1569,10.1228,0.409402,0.443654,0.000000,0.000000,0.409402,0.443654
49.8400,low,low,low,10.0000,10.0000,10.1563,10.1228,0.409396,0.443598,0.000000,0.000000,0.409396,0.443598
49.8500,low,low,low,10.0000,10.0000,10.1556,10.1227,0.409389,0.443543,0.000000,0.000000,0.409389,0.443543
49.8600,low,low,low,10.0000,10.0000,10.1550,10.1227,0.409383,0.443487,0.000000,0.000000,0.409383,0.443487
49.8700,low,low,low,10.0000,10.0000,10.1543,10.1226,0.409377,0.443433,0.000000,0.000000,0.409377,0.443433
49.8800,low,low,low,10.0000,10.0000,10.1537,10.1226,0.409371,0.443379,0.000000,0.000000,0.409371,0.443379
49.8900,low,low,low,10.0000,10.0000,10.1531,10.1225,0.409366,0.443325,0.000000,0.000000,0.409366,0.443325
49.9000,low,low,low,10.0000,10.0000,10.1524,10.1225,0.409360,0.443272,0.000000,0.000000,0.409360,0.443272
49.9100,low,low,low,10.0000,10.0000,10.1518,10.1224,0.409355,0.443219,0.000000,0.000000,0.409355,0.443219
49.9200,low,low,low,10.0000,10.0000,10.1511,10.1223,0.409351,0.443167,0.000000,0.000000,0.409351,0.443167
49.9300,low,low,low,10.0000,10.0000,10.1505,10.1222,0.409346,0.443115,0.000000,0.000000,0.409346,0.443115
49.9400,low,low,low,10.0000,10.0000,10.1499,10.1222,0.409341,0.443064,0.000000,0.000000,0.409341,0.443064
49.9500,low,low,low,10.0000,10.0000,10.1492,10.1221,0.409337,0.443013,0.000000,0.000000,0.409337,0.443013
49.9600,low,low,low,10.0000,10.0000,10.1486,10.1220,0.409333,0.442963,0.000000,0.000000,0.409333,0.442963
49.9700,low,low,low,10.0000,10.0000,10.1480,10.1219,0.409330,0.442913,0.000000,0.000000,0.409330,0.442913
49.9800,low,low,low,10.0000,10.0000,10.1473,10.1218,0.409326,0.442864,0.000000,0.000000,0.409326,0.442864
49.9900,low,low,low,10.0000,10.0000,10.1467,10.1217,0.409323,0.442815,0.000000,0.000000,0.409323,0.442815
50.0000,low,low,low,10.0000,10.0000,10.1461,10.1216,0.409320,0.442766,0.000000,0.000000,0.409320,0.442766
50.0100,low,low,low,10.0000,10.0000,10.1454,10.1215,0.409317,0.442718,0.000000,0.000000,0.409317,0.442718
50.0200,low,low,low,10.0000,10.0000,10.1448,10.1214,0.409314,0.442671,0.000000,0.000000,0.409314,0.442671
50.0300,low,low,low,10.0000,10.0000,10.1442,10.1213,0.409311,0.442623,0.000000,0.000000,0.409311,0.442623
50.0400,low,low,low,10.0000,10.0000,10.1436,10.1212,0.409309,0.442577,0.000000,0.000000,0.409309,0.442577
50.0500,low,low,low,10.0000,10.0000,10.1429,10.1210,0.409307,0.442530,0.000000,0.000000,0.409307,0.442530
50.0600,low,low,low,10.0000,10.0000,10.1423,10.1209,0.409305,0.442484,0.000000,0.000000,0.409305,0.442484
50.0700,low,low,low,10.0000,10.0000,10.1417,10.1208,0.409303,0.442439,0.000000,0.000000,0.409303,0.442439
50.0800,low,low,low,10.0000,10.0000,10.1411,10.1207,0.409301,0.442394,0.000000,0.000000,0.409301,0.442394
50.0900,low,low,low,10.0000,10.0000,10.1405,10.1205,0.409300,0.442349,0.000000,0.000000,0.409300,0.442349
50.1000,low,low,low,10.0000,10.0000,10.1398,10.1204,0.409298,0.442305,0.000000,0.000000,0.409298,0.442305
50.1100,low,low,low,10.0000,10.0000,10.1392,10.1202,0.409297,0.442261,0.000000,0.000000,0.409297,0.442261
50.1200,low,low,low,10.0000,10.0000,10.1386,10.1201,0.409296,0.442218,0.000000,0.000000,0.409296,0.442218
50.1300,low,low,low,10.0000,10.0000,10.1380,10.1200,0.409295,0.442175,0.000000,0.000000,0.409295,0.442175
50.1400,low,low,low,10.0000,10.0000,10.1374,10.1198,0.409294,0.442132,0.000000,0.000000,0.409294,0.442132
50.1500,low,low,low,10.0000,10.0000,10.1368,10.1197,0.409293,0.442090,0.000000,0.000000,0.409293,0.442090
50.1600,low,low,low,10.0000,10.0000,10.1361,10.1195,0.409293,0.442048,0.000000,0.000000,0.409293,0.442048
50.1700,low,low,low,10.0000,10.0000,10.1355,10.1193,0.409293,0.442007,0.000000,0.000000,0.409293,0.442007
50.1800,low,low,low,10.0000,10.0000,10.1349,10.1192,0.409292,0.441966,0.000000,0.000000,0.409292,0.441966
50.1900,low,low,low,10.0000,10.0000,10.1343,10.1190,0.409292,0.441925,0.000000,0.000000,0.409292,0.441925
50.2000,low,low,low,10.0000,10.0000,10.1337,10.1189,0.409293,0.441885,0.000000,0.000000,0.409293,0.441885
50.2100,low,low,low,10.0000,10.0000,10.1331,10.1187,0.409293,0.441845,0.000000,0.000000,0.409293,0.441845
50.2200,low,low,low,10.0000,10.0000,10.1325,10.1185,0.409293,0.441805,0.000000,0.000000,0.409293,0.441805
50.2300,low,low,low,10.0000,10.0000,10.1319,10.1183,0.409294,0.441766,0.000000,0.000000,0.409294,0.441766
50.2400,low,low,low,10.0000,10.0000,10.1313,10.1182,0.409294,0.441727,0.000000,0.000000,0.409294,0.441727
50.2500,low,low,low,10.0000,10.0000,10.1307,10.1180,0.409295,0.441689,0.000000,0.000000,0.409295,0.441689
50.2600,low,low,low,10.0000,10.0000,10.1301,10.1178,0.409296,0.441651,0.000000,0.000000,0.409296,0.441651
50.2700,low,low,low,10.0000,10.0000,10.1295,10.1176,0.409297,0.441613,0.000000,0.000000,0.409297,0.441613
50.2800,low,low,low,10.0000,10.0000,10.1289,10.1174,0.409299,0.441576,0.000000,0.000000,0.409299,0.441576
50.2900,low,low,low,10.0000,10.0000,10.1283,10.1172,0.409300,0.441539,0.000000,0.000000,0.409300,0.441539
50.3000,low,low,low,10.0000,10.0000,10.1278,10.1171,0.409301,0.441502,0.000000,0.000000,0.409301,0.441502
50.3100,low,low,low,10.0000,10.0000,10.1272,10.1169,0.409303,0.441466,0.000000,0.000000,0.409303,0.441466
50.3200,low,low,low,10.0000,10.0000,10.1266,10.1167,0.409305,0.441430,0.000000,0.000000,0.409305,0.441430
50.3300,low,low,low,10.0000,10.0000,10.1260,10.1165,0.409306,0.441394,0.000000,0.000000,0.409306,0.441394
50.3400,low,low,low,10.0000,10.0000,10.1254,10.1163,0.409308,0.441359,0.000000,0.000000,0.409308,0.441359
50.3500,low,low,low,10.0000,10.0000,10.1248,10.1161,0.409310,0.441324,0.000000,0.000000,0.409310,0.441324
50.3600,low,low,low,10.0000,10.0000,10.1242,10.1159,0.409312,0.441290,0.000000,0.000000,0.409312,0.441290
50.3700,low,low,low,10.0000,10.0000,10.1237,10.1157,0.409314,0.441255,0.000000,0.000000,0.409314,0.441255
50.3800,low,low,low,10.0000,10.0000,10.1231,10.1154,0.409316,0.441221,0.000000,0.000000,0.409316,0.441221
50.3900,low,low,low,10.0000,10.0000,10.1225,10.1152,0.409318,0.441188,0.000000,0.000000,0.409318,0.441188
50.4000,low,low,low,10.0000,10.0000,10.1220,10.1150,0.409320,0.441155,0.000000,0.000000,0.409320,0.441155
50.4100,low,low,low,10.0000,10.0000,10.1214,10.1148,0.409322,0.441122,0.000000,0.000000,0.409322,0.441122
50.4200,low,low,low,10.0000,10.0000,10.1208,10.1146,0.409324,0.441089,0.000000,0.000000,0.409324,0.441089
50.4300,low,low,low,10.0000,10.0000,10.1203,10.1144,0.409326,0.441057,0.000000,0.000000,0.409326,0.441057
50.4400,low,low,low,10.0000,10.0000,10.1197,10.1141,0.409329,0.441025,0.000000,0.000000,0.409329,0.441025
50.4500,low,low,low,10.0000,10.0000,10.1191,10.1139,0.409331,0.440993,0.000000,0.000000,0.409331,0.440993
50.4600,low,low,low,10.0000,10.0000,10.1186,10.1137,0.409334,0.440962,0.000000,0.000000,0.409334,0.440962
50.4700,low,low,low,10.0000,10.0000,10.1180,10.1135,0.409336,0.440931,0.000000,0.000000,0.409336,0.440931
50.4800,low,low,low,10.0000,10.0000,10.1175,10.1132,0.409339,0.440900,0.000000,0.000000,0.409339,0.440900
50.4900,low,low,low,10.0000,10.0000,10.1169,10.1130,0.409342,0.440870,0.000000,0.000000,0.409342,0.440870
50.5000,low,low,low,10.0000,10.0000,10.1164,10.1128,0.409345,0.440839,0.000000,0.000000,0.409345,0.440839
50.5100,low,low,low,10.0000,10.0000,10.1158,10.1125,0.409348,0.440810,0.000000,0.000000,0.409348,0.440810
50.5200,low,low,low,10.0000,10.0000,10.1153,10.1123,0.409351,0.440780,0.000000,0.000000,0.409351,0.440780
50.5300,low,low,low,10.0000,10.0000,10.1147,10.1121,0.409354,0.440751,0.000000,0.000000,0.409354,0.440751
50.5400,low,low,low,10.0000,10.0000,10.1142,10.1118,0.409358,0.440722,0.000000,0.000000,0.409358,0.440722
50.5500,low,low,low,10.0000,10.0000,10.1136,10.1116,0.409361,0.440693,0.000000,0.000000,0.409361,0.440693
50.5600,low,low,low,10.0000,10.0000,10.1131,10.1114,0.409365,0.440665,0.000000,0.000000,0.409365,0.440665
50.5700,low,low,low,10.0000,10.0000,10.1125,10.1111,0.409368,0.440637,0.000000,0.000000,0.409368,0.440637
50.5800,low,low,low,10.0000,10.0000,10.1120,10.1109,0.409372,0.440609,0.000000,0.000000,0.409372,0.440609
50.5900,low,low,low,10.0000,10.0000,10.1115,10.1106,0.409376,0.440581,0.000000,0.000000,0.409376,0.440581
50.6000,low,low,low,10.0000,10.0000,10.1109,10.1104,0.409379,0.440554,0.000000,0.000000,0.409379,0.440554
50.6100,low,low,low,10.0000,10.0000,10.1104,10.1101,0.409383,0.440527,0.000000,0.000000,0.409383,0.440527
50.6200,low,low,low,10.0000,10.0000,10.1099,10.1099,0.409387,0.440500,0.000000,0.000000,0.409387,0.440500
50.6300,low,low,low,10.0000,10.0000,10.1093,10.1096,0.409391,0.440474,0.000000,0.000000,0.409391,0.440474
50.6400,low,low,low,10.0000,10.0000,10.1088,10.1094,0.409395,0.440448,0.000000,0.000000,0.409395,0.440448
50.6500,low,low,low,10.0000,10.0000,10.1083,10.1091,0.409399,0.440422,0.000000,0.000000,0.409399,0.440422
50.6600,low,low,low,10.0000,10.0000,10.1078,10.1089,0.409404,0.440396,0.000000,0.000000,0.409404,0.440396
50.6700,low,low,low,10.0000,10.0000,10.1072,10.1086,0.409408,0.440371,0.000000,0.000000,0.409408,0.440371
50.6800,low,low,low,10.0000,10.0000,10.1067,10.1083,0.409412,0.440346,0.000000,0.000000,0.409412,0.440346
50.6900,low,low,low,10.0000,10.0000,10.1062,10.1081,0.409417,0.440321,0.000000,0.000000,0.409417,0.440321
50.7000,low,low,low,10.0000,10.0000,10.1057,10.1078,0.409421,0.440296,0.000000,0.000000,0.409421,0.440296
