time_s,ego_throttle,ego_setpoint_speed,ego_brake,ego_speed,ego_accel_abs,lead_throttle,lead_setpoint_speed,lead_brake,lead_speed,lead_accel_abs,lead_dist
0.9700,0.0231,0.0024,0.0000,0.0008,0.0041,0.0000,0.0000,0.0301,0.0024,0.0173,19.9951
0.9800,0.0231,0.0022,0.0000,0.0008,0.0031,0.0000,0.0000,0.0300,0.0022,0.0195,19.9951
0.9900,0.0230,0.0020,0.0000,0.0007,0.0021,0.0000,0.0000,0.0300,0.0020,0.0138,19.9951
1.0000,0.0230,0.0019,0.0000,0.0007,0.0108,0.0000,0.0000,0.0300,0.0019,0.0183,19.9951
1.0100,0.0230,0.0017,0.0000,0.0007,0.0032,0.0000,0.0000,0.0300,0.0017,0.0138,19.9951
1.0200,0.0229,0.0016,0.0000,0.0006,0.0024,0.0000,0.0000,0.0299,0.0016,0.0118,19.9951
1.0300,0.0229,0.0015,0.0000,0.0006,0.0038,0.0000,0.0000,0.0299,0.0015,0.0128,19.9951
1.0400,0.0229,0.0014,0.0000,0.0005,0.0051,0.0000,0.0000,0.0299,0.0014,0.0105,19.9951
1.0500,0.0229,0.0013,0.0000,0.0005,0.0014,0.0000,0.0000,0.0299,0.0013,0.0090,19.9951
1.0600,0.0229,0.0012,0.0000,0.0005,0.0033,0.0000,0.0000,0.0299,0.0012,0.0098,19.9951
1.0700,0.0228,0.0011,0.0000,0.0005,0.0030,0.0000,0.0000,0.0298,0.0011,0.0103,19.9951
1.0800,0.0228,0.0010,0.0000,0.0004,0.0054,0.0000,0.0000,0.0298,0.0010,0.0063,19.9951
1.0900,0.0228,0.0009,0.0000,0.0004,0.0005,0.0000,0.0000,0.0298,0.0009,0.0078,19.9951
1.1000,0.0228,0.0008,0.0000,0.0004,0.0020,0.0000,0.0000,0.0298,0.0008,0.0106,19.9951
1.1100,0.0228,0.0008,0.0000,0.0004,0.0003,0.0000,0.0000,0.0298,0.0008,0.0060,19.9951
1.1200,0.0226,0.0000,0.0000,0.0003,0.0040,0.0000,0.0000,0.0296,0.0000,0.0775,19.9951
1.1300,0.0226,0.0000,0.0000,0.0003,0.0020,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.1400,0.0226,0.0000,0.0000,0.0003,0.0033,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.1500,0.0226,0.0000,0.0000,0.0003,0.0020,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.1600,0.0226,0.0000,0.0000,0.0003,0.0006,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.1700,0.0226,0.0000,0.0000,0.0003,0.0003,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.1800,0.0226,0.0000,0.0000,0.0003,0.0015,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.1900,0.0226,0.0000,0.0000,0.0002,0.0020,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.2000,0.0227,0.0000,0.0000,0.0000,0.0233,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.2100,0.0227,0.0000,0.0000,0.0000,0.0046,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.2200,0.0227,0.0000,0.0000,0.0001,0.0022,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.2300,0.0227,0.0000,0.0000,0.0001,0.0011,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.2400,0.0226,0.0000,0.0000,0.0001,0.0020,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.2500,0.0226,0.0000,0.0000,0.0001,0.0017,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.2600,0.0226,0.0000,0.0000,0.0001,0.0007,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.2700,0.0226,0.0000,0.0000,0.0001,0.0015,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.2800,0.0226,0.0000,0.0000,0.0001,0.0005,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.2900,0.0226,0.0000,0.0000,0.0001,0.0011,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.3000,0.0226,0.0000,0.0000,0.0001,0.0034,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.3100,0.0226,0.0000,0.0000,0.0001,0.0032,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.3200,0.0226,0.0000,0.0000,0.0001,0.0032,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.3300,0.0226,0.0000,0.0000,0.0001,0.0021,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.3400,0.0226,0.0000,0.0000,0.0001,0.0002,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.3500,0.0226,0.0000,0.0000,0.0001,0.0021,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.3600,0.0226,0.0000,0.0000,0.0001,0.0026,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.3700,0.0226,0.0000,0.0000,0.0001,0.0023,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.3800,0.0226,0.0000,0.0000,0.0001,0.0015,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.3900,0.0226,0.0000,0.0000,0.0001,0.0011,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.4000,0.0226,0.0000,0.0000,0.0001,0.0006,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.4100,0.0226,0.0000,0.0000,0.0001,0.0015,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.4200,0.0226,0.0000,0.0000,0.0001,0.0013,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.4300,0.0226,0.0000,0.0000,0.0001,0.0004,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.4400,0.0226,0.0000,0.0000,0.0001,0.0008,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.4500,0.0226,0.0000,0.0000,0.0001,0.0002,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.4600,0.0226,0.0000,0.0000,0.0001,0.0015,0.0000,0.0000,0.0296,0.0000,0.0000,19.9951
1.4700,0.0226,0.0000,0.0000,0.0001,0.0016,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.4800,0.0226,0.0000,0.0000,0.0001,0.0009,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.4900,0.0226,0.0000,0.0000,0.0001,0.0017,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.5000,0.0226,0.0000,0.0000,0.0001,0.0013,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.5100,0.0226,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.5200,0.0226,0.0000,0.0000,0.0001,0.0018,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.5300,0.0226,0.0000,0.0000,0.0001,0.0005,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.5400,0.0226,0.0000,0.0000,0.0001,0.0005,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.5500,0.0226,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.5600,0.0226,0.0000,0.0000,0.0001,0.0007,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.5700,0.0226,0.0000,0.0000,0.0001,0.0005,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.5800,0.0226,0.0000,0.0000,0.0001,0.0012,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.5900,0.0226,0.0000,0.0000,0.0001,0.0004,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.6000,0.0226,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
