time_s,throttle,setpoint,brake,speed_m_s,accel_x,accel_y,accel_z
0.0000,1.0000,22.2200,0.0000,0.0004,-0.0269,0.0250,-5.2621
0.0100,1.0000,22.2200,0.0000,0.0008,-0.0231,0.0431,-3.4177
0.0200,1.0000,22.2200,0.0000,0.0012,-0.0201,0.0324,-2.7683
0.0300,1.0000,22.2200,0.0000,0.0015,-0.0172,0.0200,-2.2121
0.0400,1.0000,22.2200,0.0000,0.0017,-0.0143,0.0133,-1.7219
0.0500,1.0000,22.2200,0.0000,0.0018,-0.0115,0.0065,-1.3118
0.0600,1.0000,22.2200,0.0000,0.0019,-0.0092,0.0018,-0.9596
0.0700,1.0000,22.2200,0.0000,0.0019,-0.0069,-0.0002,-0.6539
0.0800,1.0000,22.2200,0.0000,0.0019,-0.0048,-0.0019,-0.3984
0.0900,1.0000,22.2200,0.0000,0.0019,-0.0032,-0.0047,-0.1850
0.1000,1.0000,22.2200,0.0000,0.0019,-0.0015,-0.0049,0.0010
0.1100,1.0000,22.2200,0.0000,0.0019,-0.0003,-0.0046,0.1436
0.1200,1.0000,22.2200,0.0000,0.0018,0.0009,-0.0058,0.2718
0.1300,1.0000,22.2200,0.0000,0.0018,0.0018,-0.0060,0.3694
0.1400,1.0000,22.2200,0.0000,0.0017,0.0026,-0.0045,0.4484
0.1500,1.0000,22.2200,0.0000,0.0017,0.0033,-0.0050,0.5121
0.1600,1.0000,22.2200,0.0000,0.0016,0.0039,-0.0056,0.5646
0.1700,1.0000,22.2200,0.0000,0.0015,0.0042,-0.0051,0.5981
0.1800,1.0000,22.2200,0.0000,0.0015,0.0045,-0.0051,0.6196
0.1900,1.0000,22.2200,0.0000,0.0014,0.0048,-0.0043,0.6382
0.2000,1.0000,22.2200,0.0000,0.0013,0.0051,-0.0041,0.6467
0.2100,1.0000,22.2200,0.0000,0.0013,0.0050,-0.0041,0.6464
0.2200,1.0000,22.2200,0.0000,0.0012,0.0050,-0.0039,0.6416
0.2300,1.0000,22.2200,0.0000,0.0012,0.0051,-0.0033,0.6390
0.2400,1.0000,22.2200,0.0000,0.0011,0.0051,-0.0025,0.6255
0.2500,1.0000,22.2200,0.0000,0.0010,0.0050,-0.0037,0.6087
0.2600,1.0000,22.2200,0.0000,0.0010,0.0048,-0.0029,0.5919
0.2700,1.0000,22.2200,0.0000,0.0009,0.0047,-0.0021,0.5741
0.2800,1.0000,22.2200,0.0000,0.0009,0.0046,-0.0025,0.5549
0.2900,1.0000,22.2200,0.0000,0.0008,0.0045,-0.0033,0.5315
0.3000,1.0000,22.2200,0.0000,0.0008,0.0042,-0.0029,0.5093
0.3100,1.0000,22.2200,0.0000,0.0007,0.0040,-0.0018,0.4898
0.3200,1.0000,22.2200,0.0000,0.0007,0.0040,-0.0015,0.4660
0.3300,1.0000,22.2200,0.0000,0.0006,0.0037,-0.0029,0.4437
0.3400,1.0000,22.2200,0.0000,0.0006,0.0035,-0.0016,0.4221
0.3500,1.0000,22.2200,0.0000,0.0006,0.0033,-0.0009,0.3997
0.3600,1.0000,22.2200,0.0000,0.0005,0.0033,-0.0013,0.3829
0.3700,1.0000,22.2200,0.0000,0.0005,0.0029,-0.0011,0.3562
0.3800,1.0000,22.2200,0.0000,0.0005,0.0029,-0.0016,0.3393
0.3900,1.0000,22.2200,0.0000,0.0004,0.0027,-0.0024,0.3217
0.4000,1.0000,22.2200,0.0000,0.0004,0.0024,-0.0007,0.2972
0.4100,1.0000,22.2200,0.0000,0.0004,0.0025,-0.0012,0.2859
0.4200,1.0000,22.2200,0.0000,0.0004,0.0021,-0.0013,0.2677
0.4300,1.0000,22.2200,0.0000,0.0004,0.0021,-0.0013,0.2515
0.4400,1.0000,22.2200,0.0000,0.0034,-0.3191,-0.0003,0.2400
0.4500,0.9803,22.2200,0.0000,0.2714,-26.8014,-0.1075,0.6017
0.4600,1.0000,22.2200,0.0000,0.3677,-9.6285,-0.0387,0.3488
0.4700,0.9844,22.2200,0.0000,0.6227,-25.4964,-0.1031,0.5612
0.4800,1.0000,22.2200,0.0000,0.6864,-6.3734,-0.0245,0.2694
0.4900,0.9862,22.2200,0.0000,0.9339,-24.7540,-0.0992,0.5280
0.5000,1.0000,22.2200,0.0000,1.1118,-17.7875,-0.0732,0.4114
0.5100,1.0000,22.2200,0.0000,1.1910,-7.9177,-0.0314,0.2637
0.5200,1.0000,22.2200,0.0000,1.4000,-20.8994,-0.0845,0.4370
0.5300,1.0000,22.2200,0.0000,1.5444,-14.4432,-0.0596,0.3354
0.5400,1.0000,22.2200,0.0000,1.6835,-13.9091,-0.0569,0.3193
0.5500,1.0000,22.2200,0.0000,1.7676,-8.4060,-0.0343,0.2326
0.5600,1.0000,22.2200,0.0000,1.9249,-15.7340,-0.0634,0.3299
0.5700,1.0000,22.2200,0.0000,2.0424,-11.7481,-0.0481,0.2652
0.5800,1.0000,22.2200,0.0000,2.1662,-12.3797,-0.0501,0.2631
0.5900,1.0000,22.2200,0.0000,2.2734,-10.7199,-0.0435,0.2411
0.6000,1.0000,22.2200,0.0000,2.3868,-11.3388,-0.0462,0.2392
0.6100,1.0000,22.2200,0.0000,2.4859,-9.9147,-0.0401,0.2152
0.6200,1.0000,22.2200,0.0000,2.5901,-10.4167,-0.0423,0.2161
0.6300,1.0000,22.2200,0.0000,2.6834,-9.3340,-0.0382,0.1943
0.6400,1.0000,22.2200,0.0000,2.7799,-9.6431,-0.0391,0.1976
0.6500,1.0000,22.2200,0.0000,2.8688,-8.8930,-0.0357,0.1831
0.6600,1.0000,22.2200,0.0000,2.9588,-9.0009,-0.0362,0.1751
0.6700,1.0000,22.2200,0.0000,3.0442,-8.5357,-0.0344,0.1691
0.6800,1.0000,22.2200,0.0000,3.1291,-8.4963,-0.0346,0.1642
0.6900,1.0000,22.2200,0.0000,3.2114,-8.2239,-0.0331,0.1575
0.7000,1.0000,22.2200,0.0000,3.2926,-8.1175,-0.0329,0.1542
0.7100,1.0000,22.2200,0.0000,3.3720,-7.9491,-0.0318,0.1476
0.7200,1.0000,22.2200,0.0000,3.4504,-7.8339,-0.0316,0.1442
0.7300,1.0000,22.2200,0.0000,3.5275,-7.7146,-0.0310,0.1407
0.7400,1.0000,22.2200,0.0000,3.6037,-7.6143,-0.0304,0.1364
0.7500,1.0000,22.2200,0.0000,3.6789,-7.5215,-0.0300,0.1325
0.7600,1.0000,22.2200,0.0000,3.7533,-7.4395,-0.0301,0.1301
0.7700,1.0000,22.2200,0.0000,3.8269,-7.3649,-0.0300,0.1282
0.7800,1.0000,22.2200,0.0000,3.8999,-7.2984,-0.0295,0.1259
0.7900,1.0000,22.2200,0.0000,3.9723,-7.2383,-0.0289,0.1238
0.8000,1.0000,22.2200,0.0000,4.0441,-7.1837,-0.0287,0.1178
0.8100,1.0000,22.2200,0.0000,4.1155,-7.1355,-0.0286,0.1175
0.8200,1.0000,22.2200,0.0000,4.1864,-7.0910,-0.0283,0.1156
0.8300,1.0000,22.2200,0.0000,4.2569,-7.0513,-0.0283,0.1146
0.8400,1.0000,22.2200,0.0000,4.3271,-7.0152,-0.0282,0.1139
0.8500,1.0000,22.2200,0.0000,4.3969,-6.9823,-0.0281,0.1116
0.8600,1.0000,22.2200,0.0000,4.4664,-6.9529,-0.0282,0.1075
0.8700,1.0000,22.2200,0.0000,4.5357,-6.9262,-0.0278,0.1115
0.8800,1.0000,22.2200,0.0000,4.6047,-6.9014,-0.0278,0.1064
0.8900,1.0000,22.2200,0.0000,4.6735,-6.8791,-0.0272,0.1077
0.9000,1.0000,22.2200,0.0000,4.7421,-6.8589,-0.0275,0.1054
0.9100,1.0000,22.2200,0.0000,4.8105,-6.8404,-0.0276,0.1009
0.9200,1.0000,22.2200,0.0000,4.8787,-6.8233,-0.0271,0.1055
0.9300,1.0000,22.2200,0.0000,4.9468,-6.8078,-0.0274,0.1066
0.9400,1.0000,22.2200,0.0000,5.0147,-6.7935,-0.0273,0.1022
0.9500,1.0000,22.2200,0.0000,5.0836,-6.8839,-0.0283,0.8039
0.9600,1.0000,22.2200,0.0000,5.1499,-6.6307,-0.0268,-0.0216
0.9700,1.0000,22.2200,0.0000,5.2187,-6.8814,-0.0278,-0.0058
0.9800,1.0000,22.2200,0.0000,5.2854,-6.6705,-0.0270,0.0123
0.9900,1.0000,22.2200,0.0000,5.3517,-6.6310,-0.0269,0.0232
1.0000,1.0000,22.2200,0.0000,5.4220,-7.0298,-0.0282,0.0400
1.0100,1.0000,22.2200,0.0000,5.4650,-4.2968,-0.0168,0.0118
1.0200,1.0000,22.2200,0.0000,5.5170,-5.2043,-0.0175,0.0304
1.0300,1.0000,22.2200,0.0000,5.4836,3.3393,0.0162,-0.0823
1.0400,1.0000,22.2200,0.0000,5.5069,-2.3271,-0.0070,0.0013
1.0500,1.0000,22.2200,0.0000,5.5266,-1.9723,-0.0069,0.0039
1.0600,1.0000,22.2200,0.0000,5.5771,-5.0465,-0.0199,0.0529
1.0700,1.0000,22.2200,0.0000,5.5698,0.7330,0.0046,-0.0280
1.0800,1.0000,22.2200,0.0000,5.6205,-5.0726,-0.0199,0.0577
1.0900,1.0000,22.2200,0.0000,5.6392,-1.8664,-0.0074,0.0199
1.1000,1.0000,22.2200,0.0000,5.7010,-6.1852,-0.0257,0.0805
1.1100,1.0000,22.2200,0.0000,5.7116,-1.0612,-0.0036,0.0068
1.1200,1.0000,22.2200,0.0000,5.7747,-6.3075,-0.0251,0.0895
1.1300,1.0000,22.2200,0.0000,5.7995,-2.4765,-0.0102,0.0306
1.1400,1.0000,22.2200,0.0000,5.8721,-7.2693,-0.0305,0.1021
1.1500,1.0000,22.2200,0.0000,5.8951,-2.2938,-0.0084,0.0343
1.1600,1.0000,22.2200,0.0000,5.9674,-7.2292,-0.0281,0.1041
1.1700,1.0000,22.2200,0.0000,5.9983,-3.0917,-0.0134,0.0429
1.1800,1.0000,22.2200,0.0000,6.0789,-8.0554,-0.0349,0.1179
1.1900,1.0000,22.2200,0.0000,6.1109,-3.2095,-0.0113,0.0468
1.2000,1.0000,22.2200,0.0000,6.1909,-7.9908,-0.0294,0.1143
1.2100,1.0000,22.2200,0.0000,6.2269,-3.6017,-0.0165,0.0560
1.2200,1.0000,22.2200,0.0000,6.3124,-8.5533,-0.0394,0.1229
1.2300,1.0000,22.2200,0.0000,6.3512,-3.8759,-0.0118,0.0570
1.2400,1.0000,22.2200,0.0000,6.4372,-8.6054,-0.0282,0.1265
1.2500,1.0000,22.2200,0.0000,6.4777,-4.0460,-0.0221,0.0599
1.2600,1.0000,22.2200,0.0000,6.5665,-8.8792,-0.0460,0.1279
1.2700,1.0000,22.2200,0.0000,6.6099,-4.3428,-0.0078,0.0661
1.2800,1.0000,22.2200,0.0000,6.7003,-9.0388,-0.0214,0.1320
1.2900,1.0000,22.2200,0.0000,6.7453,-4.4965,-0.0328,0.0692
1.3000,1.0000,22.2200,0.0000,6.8370,-9.1705,-0.0569,0.1338
1.3100,1.0000,22.2200,0.0000,6.8845,-4.7534,0.0044,0.0705
1.3200,1.0000,22.2200,0.0000,6.9785,-9.4020,-0.0133,0.1351
1.3300,1.0000,22.2200,0.0000,7.0286,-5.0106,-0.0553,0.0744
1.3400,1.0000,22.2200,0.0000,7.1243,-9.5703,-0.0620,0.1385
1.3500,1.0000,22.2200,0.0000,7.1778,-5.3433,0.0253,0.0808
1.3600,1.0000,22.2200,0.0000,7.2740,-9.6198,-0.0138,0.1372
1.3700,1.0000,22.2200,0.0000,7.3333,-5.9368,-0.0686,0.0879
1.3800,1.0000,22.2200,0.0000,7.4339,-10.0572,-0.0720,0.1452
1.3900,1.0000,22.2200,0.0000,7.4969,-6.3021,0.0117,0.0944
1.4000,1.0000,22.2200,0.0000,7.5981,-10.1136,-0.0224,0.1489
1.4100,1.0000,22.2200,0.0000,7.6502,-5.2138,-0.0468,0.0759
1.4200,1.0000,22.2200,0.0000,7.7434,-9.3234,-0.0567,0.1357
1.4300,1.0000,22.2200,0.0000,7.7913,-4.7914,0.0026,0.0692
1.4400,1.0000,22.2200,0.0000,7.8835,-9.2132,-0.0291,0.1332
1.4500,1.0000,22.2200,0.0000,7.9332,-4.9677,-0.0446,0.0735
1.4600,1.0000,22.2200,0.0000,8.0276,-9.4422,-0.0471,0.1367
1.4700,1.0000,22.2200,0.0000,8.0787,-5.1138,0.0017,0.0723
1.4800,1.0000,22.2200,0.0000,8.1742,-9.5474,-0.0352,0.1378
1.4900,1.0000,22.2200,0.0000,8.2262,-5.2053,-0.0429,0.0751
1.5000,1.0000,22.2200,0.0000,8.3219,-9.5641,-0.0439,0.1393
1.5100,1.0000,22.2200,0.0000,8.3748,-5.2940,-0.0055,0.0785
1.5200,1.0000,22.2200,0.0000,8.4701,-9.5262,-0.0368,0.1352
1.5300,1.0000,22.2200,0.0000,8.5239,-5.3760,-0.0344,0.0768
1.5400,1.0000,22.2200,0.0000,8.6187,-9.4810,-0.0415,0.1339
1.5500,1.0000,22.2200,0.0000,8.6734,-5.4697,-0.0146,0.0799
1.5600,1.0000,22.2200,0.0000,8.7680,-9.4606,-0.0377,0.1366
1.5700,1.0000,22.2200,0.0000,8.8239,-5.5900,-0.0277,0.0817
1.5800,1.0000,22.2200,0.0000,8.9186,-9.4696,-0.0393,0.1357
1.5900,1.0000,22.2200,0.0000,8.9762,-5.7661,-0.0219,0.0834
1.6000,1.0000,22.2200,0.0000,9.0712,-9.4944,-0.0384,0.1415
1.6100,1.0000,22.2200,0.0000,9.1315,-6.0365,-0.0255,0.0866
1.6200,1.0000,22.2200,0.0000,9.2266,-9.5086,-0.0387,0.1347
1.6300,1.0000,22.2200,0.0000,9.2920,-6.5392,-0.0270,0.0930
1.6400,1.0000,22.2200,0.0000,9.3852,-9.3197,-0.0403,-0.7062
1.6500,1.0000,22.2200,0.0000,9.4571,-7.1847,-0.0848,-1.0376
1.6600,1.0000,22.2200,0.0000,9.5451,-8.8027,-0.0625,-0.8909
1.6700,1.0000,22.2200,0.0000,9.6185,-7.3399,-0.0426,-0.7229
1.6800,1.0000,22.2200,0.0000,9.7022,-8.3721,-0.0370,-0.6077
1.6900,1.0000,22.2200,0.0000,9.7758,-7.3563,-0.0279,-0.4925
1.7000,1.0000,22.2200,0.0000,9.8561,-8.0322,-0.0281,-0.4068
1.7100,1.0000,22.2200,0.0000,9.9293,-7.3242,-0.0237,-0.3224
1.7200,1.0000,22.2200,0.0000,10.0069,-7.7596,-0.0254,-0.2620
1.7300,1.0000,22.2200,0.0000,10.0796,-7.2673,-0.0232,-0.1972
1.7400,1.0000,22.2200,0.0000,10.1550,-7.5404,-0.0248,-0.1533
1.7500,1.0000,22.2200,0.0000,10.2270,-7.1976,-0.0239,-0.1103
1.7600,1.0000,22.2200,0.0000,10.3006,-7.3632,-0.0251,-0.0768
1.7700,1.0000,22.2200,0.0000,10.3719,-7.1248,-0.0250,-0.0445
1.7800,1.0000,22.2200,0.0000,10.4441,-7.2182,-0.0259,-0.0235
1.7900,1.0000,22.2200,0.0000,10.5146,-7.0525,-0.0258,-0.0046
1.8000,1.0000,22.2200,0.0000,10.5856,-7.0997,-0.0265,0.0161
1.8100,1.0000,22.2200,0.0000,10.6554,-6.9839,-0.0263,0.0310
1.8200,1.0000,22.2200,0.0000,10.7254,-7.0010,-0.0268,0.0373
1.8300,1.0000,22.2200,0.0000,10.7946,-6.9202,-0.0267,0.0511
1.8400,1.0000,22.2200,0.0000,10.8638,-6.9194,-0.0273,0.0557
1.8500,1.0000,22.2200,0.0000,10.9324,-6.8617,-0.0270,0.0692
1.8600,1.0000,22.2200,0.0000,11.0009,-6.8506,-0.0273,0.0652
1.8700,1.0000,22.2200,0.0000,11.0690,-6.8084,-0.0272,0.0717
1.8800,1.0000,22.2200,0.0000,11.1370,-6.7929,-0.0279,0.0745
1.8900,1.0000,22.2200,0.0000,11.2045,-6.7554,-0.0279,0.1738
1.9000,1.0000,22.2200,0.0000,11.2719,-6.7365,-0.0355,0.2427
1.9100,1.0000,22.2200,0.0000,11.3390,-6.7086,-0.0316,0.2160
1.9200,1.0000,22.2200,0.0000,11.4059,-6.6916,-0.0296,0.1935
1.9300,1.0000,22.2200,0.0000,11.4724,-6.6556,-0.0300,-0.5687
1.9400,1.0000,22.2200,0.0000,11.5387,-6.6245,-0.0629,-0.9037
1.9500,1.0000,22.2200,0.0000,11.6052,-6.6458,-0.0467,-0.7548
1.9600,1.0000,22.2200,0.0000,11.6714,-6.6294,-0.0366,-0.6282
1.9700,1.0000,22.2200,0.0000,11.7376,-6.6195,-0.0306,-0.5212
1.9800,1.0000,22.2200,0.0000,11.8037,-6.6092,-0.0272,-0.4287
1.9900,1.0000,22.2200,0.0000,11.8697,-6.5991,-0.0250,-0.3503
2.0000,1.0000,22.2200,0.0000,11.9356,-6.5897,-0.0238,-0.2798
2.0100,1.0000,22.2200,0.0000,12.0014,-6.5804,-0.0235,-0.2235
2.0200,1.0000,22.2200,0.0000,12.0671,-6.5717,-0.0234,-0.1742
2.0300,1.0000,22.2200,0.0000,12.1328,-6.5628,-0.0236,-0.1356
2.0400,1.0000,22.2200,0.0000,12.1983,-6.5551,-0.0236,-0.1005
2.0500,1.0000,22.2200,0.0000,12.2638,-6.5471,-0.0240,-0.0709
2.0600,1.0000,22.2200,0.0000,12.3292,-6.5397,-0.0243,-0.0448
2.0700,1.0000,22.2200,0.0000,12.3945,-6.5324,-0.0244,-0.0263
2.0800,1.0000,22.2200,0.0000,12.4598,-6.5252,-0.0247,-0.0105
2.0900,1.0000,22.2200,0.0000,12.5250,-6.5187,-0.0250,0.0032
2.1000,1.0000,22.2200,0.0000,12.5901,-6.5123,-0.0253,0.0179
2.1100,1.0000,22.2200,0.0000,12.6551,-6.5060,-0.0252,0.0278
2.1200,1.0000,22.2200,0.0000,12.7201,-6.5000,-0.0255,0.0347
2.1300,1.0000,22.2200,0.0000,12.7851,-6.4939,-0.0256,0.0366
2.1400,1.0000,22.2200,0.0000,12.8500,-6.4874,-0.0261,0.1137
2.1500,1.0000,22.2200,0.0000,12.9148,-6.4857,-0.0309,0.1885
2.1600,1.0000,22.2200,0.0000,12.9796,-6.4776,-0.0288,0.1761
2.1700,1.0000,22.2200,0.0000,13.0443,-6.4717,-0.0273,0.1516
2.1800,1.0000,22.2200,0.0000,13.1090,-6.4672,-0.0265,0.1425
2.1900,1.0000,22.2200,0.0000,13.1736,-6.4615,-0.0260,0.1275
2.2000,1.0000,22.2200,0.0000,13.2382,-6.4568,-0.0257,0.1148
2.2100,1.0000,22.2200,0.0000,13.3027,-6.4521,-0.0256,0.1098
2.2200,1.0000,22.2200,0.0000,13.3672,-6.4470,-0.0257,0.0965
2.2300,1.0000,22.2200,0.0000,13.4316,-6.4425,-0.0257,0.0873
2.2400,1.0000,22.2200,0.0000,13.4960,-6.4384,-0.0256,0.0821
2.2500,0.9999,22.2200,0.0000,13.5603,-6.4341,-0.0256,0.0793
2.2600,0.9998,22.2200,0.0000,13.6246,-6.4297,-0.0257,0.0704
2.2700,0.9996,22.2200,0.0000,13.6889,-6.4257,-0.0255,0.0671
2.2800,0.9994,22.2200,0.0000,13.7531,-6.4215,-0.0257,0.0632
2.2900,0.9991,22.2200,0.0000,13.8173,-6.4173,-0.0258,0.0595
2.3000,0.9988,22.2200,0.0000,13.8814,-6.4130,-0.0259,0.0558
2.3100,0.9984,22.2200,0.0000,13.9455,-6.4084,-0.0258,0.0503
2.3200,0.9980,22.2200,0.0000,14.0095,-6.4043,-0.0258,0.0507
2.3300,0.9975,22.2200,0.0000,14.0735,-6.3993,-0.0257,0.0479
2.3400,0.9970,22.2200,0.0000,14.1374,-6.3942,-0.0258,0.0461
2.3500,0.9965,22.2200,0.0000,14.2013,-6.3886,-0.0258,0.0404
2.3600,0.9958,22.2200,0.0000,14.2652,-6.3831,-0.0258,0.0408
2.3700,0.9952,22.2200,0.0000,14.3289,-6.3773,-0.0259,0.0433
2.3800,0.9945,22.2200,0.0000,14.3926,-6.3706,-0.0260,0.0374
2.3900,0.9937,22.2200,0.0000,14.4563,-6.3642,-0.0258,0.0368
2.4000,0.9929,22.2200,0.0000,14.5199,-6.3570,-0.0259,0.0369
2.4100,0.9921,22.2200,0.0000,14.5834,-6.3497,-0.0258,0.0363
2.4200,0.9912,22.2200,0.0000,14.6468,-6.3415,-0.0258,0.0331
2.4300,0.9902,22.2200,0.0000,14.7101,-6.3341,-0.0259,0.0337
2.4400,0.9892,22.2200,0.0000,14.7733,-6.3190,-0.0266,-0.0581
2.4500,0.9882,22.2200,0.0000,14.8365,-6.3175,-0.0183,0.1663
2.4600,0.9871,22.2200,0.0000,14.8995,-6.3003,-0.0332,0.1479
2.4700,0.9860,22.2200,0.0000,14.9624,-6.2915,-0.0415,0.1293
2.4800,0.9849,22.2200,0.0000,15.0252,-6.2769,-0.0464,0.1651
2.4900,0.9837,22.2200,0.0000,15.0878,-6.2667,-0.0432,0.2157
2.5000,0.9825,22.2200,0.0000,15.1504,-6.2594,-0.0341,-0.3667
2.5100,0.9812,22.2200,0.0000,15.2131,-6.2626,-0.0291,-0.3917
2.5200,0.9798,22.2200,0.0000,15.2756,-6.2513,-0.0258,-0.3304
2.5300,0.9785,22.2200,0.0000,15.3380,-6.2399,-0.0240,-0.2762
2.5400,0.9771,22.2200,0.0000,15.4002,-6.2267,-0.0231,-0.2290
2.5500,0.9756,22.2200,0.0000,15.4624,-6.2131,-0.0225,-0.1890
2.5600,0.9741,22.2200,0.0000,15.5244,-6.1983,-0.0225,-0.1549
2.5700,0.9726,22.2200,0.0000,15.5862,-6.1829,-0.0223,-0.1308
2.5800,0.9711,22.2200,0.0000,15.6479,-6.1671,-0.0225,-0.1013
2.5900,0.9695,22.2200,0.0000,15.7094,-6.1502,-0.0227,-0.0794
2.6000,0.9679,22.2200,0.0000,15.7707,-6.1328,-0.0229,-0.0642
2.6100,0.9662,22.2200,0.0000,15.8318,-6.1151,-0.0231,-0.0445
2.6200,0.9645,22.2200,0.0000,15.8928,-6.0962,-0.0234,-0.0345
2.6300,0.9628,22.2200,0.0000,15.9536,-6.0771,-0.0235,-0.0231
2.6400,0.9611,22.2200,0.0000,16.0141,-6.0557,-0.0220,-0.1103
2.6500,0.9593,22.2200,0.0000,16.0746,-6.0434,-0.0140,-0.0542
2.6600,0.9575,22.2200,0.0000,16.1348,-6.0223,-0.0126,-0.0427
2.6700,0.9557,22.2200,0.0000,16.1948,-5.9980,-0.0127,-0.0152
2.6800,0.9538,22.2200,0.0000,16.2546,-5.9814,-0.0118,0.0770
2.6900,0.9520,22.2200,0.0000,16.3141,-5.9557,-0.0019,-0.3170
2.7000,0.9501,22.2200,0.0000,16.3734,-5.9261,-0.0019,-0.5588
2.7100,0.9481,22.2200,0.0000,16.4325,-5.9132,-0.0127,-0.4694
2.7200,0.9462,22.2200,0.0000,16.4914,-5.8903,-0.0193,-0.3923
2.7300,0.9442,22.2200,0.0000,16.5501,-5.8693,-0.0232,-0.3226
2.7400,0.9422,22.2200,0.0000,16.6086,-5.8470,-0.0252,-0.2725
2.7500,0.9402,22.2200,0.0000,16.6668,-5.8224,-0.0262,-0.2161
2.7600,0.9381,22.2200,0.0000,16.7248,-5.7966,-0.0268,-0.1807
2.7700,0.9361,22.2200,0.0000,16.7825,-5.7707,-0.0268,-0.1454
2.7800,0.9340,22.2200,0.0000,16.8399,-5.7442,-0.0263,-0.1141
2.7900,0.9319,22.2200,0.0000,16.8971,-5.7192,-0.0260,-0.0908
2.8000,0.9298,22.2200,0.0000,16.9540,-5.6911,-0.0253,-0.0684
2.8100,0.9276,22.2200,0.0000,17.0107,-5.6627,-0.0248,-0.0529
2.8200,0.9255,22.2200,0.0000,17.0670,-5.6362,-0.0222,-0.0694
2.8300,0.9233,22.2200,0.0000,17.1230,-5.6013,-0.0192,-0.1500
2.8400,0.9211,22.2200,0.0000,17.1788,-5.5742,-0.0094,-0.1193
2.8500,0.9189,22.2200,0.0000,17.2343,-5.5468,-0.0041,-0.0963
2.8600,0.9167,22.2200,0.0000,17.2894,-5.5161,-0.0013,-0.0748
2.8700,0.9145,22.2200,0.0000,17.3443,-5.4869,0.0015,-0.1022
2.8800,0.9123,22.2200,0.0000,17.3988,-5.4518,-0.0021,-0.1664
2.8900,0.9101,22.2200,0.0000,17.4530,-5.4218,-0.0117,-0.1376
2.9000,0.9078,22.2200,0.0000,17.5069,-5.3926,-0.0173,-0.1087
2.9100,0.9056,22.2200,0.0000,17.5605,-5.3604,-0.0207,-0.0853
2.9200,0.9033,22.2200,0.0000,17.6138,-5.3280,-0.0226,-0.0668
2.9300,0.9010,22.2200,0.0000,17.6668,-5.2950,-0.0236,-0.0512
2.9400,0.8988,22.2200,0.0000,17.7194,-5.2618,-0.0240,-0.0370
2.9500,0.8965,22.2200,0.0000,17.7717,-5.2284,-0.0240,-0.0286
2.9600,0.8942,22.2200,0.0000,17.8236,-5.1945,-0.0238,-0.0159
2.9700,0.8919,22.2200,0.0000,17.8752,-5.1605,-0.0235,-0.0048
2.9800,0.8896,22.2200,0.0000,17.9265,-5.1281,-0.0232,-0.0047
2.9900,0.8873,22.2200,0.0000,17.9774,-5.0932,-0.0228,0.0037
3.0000,0.8850,22.2200,0.0000,18.0280,-5.0581,-0.0225,0.0056
3.0100,0.8827,22.2200,0.0000,18.0783,-5.0226,-0.0220,0.0084
3.0200,0.8804,22.2200,0.0000,18.1281,-4.9871,-0.0217,0.0140
3.0300,0.8781,22.2200,0.0000,18.1776,-4.9513,-0.0214,0.0129
3.0400,0.8758,22.2200,0.0000,18.2268,-4.9152,-0.0210,0.0165
3.0500,0.8735,22.2200,0.0000,18.2756,-4.8790,-0.0208,0.0170
3.0600,0.8712,22.2200,0.0000,18.3240,-4.8450,-0.0204,0.0177
3.0700,0.8689,22.2200,0.0000,18.3721,-4.8079,-0.0201,0.0173
3.0800,0.8665,22.2200,0.0000,18.4198,-4.7710,-0.0199,0.0195
3.0900,0.8642,22.2200,0.0000,18.4672,-4.7363,-0.0196,0.0192
3.1000,0.8619,22.2200,0.0000,18.5142,-4.6986,-0.0194,0.0178
3.1100,0.8596,22.2200,0.0000,18.5608,-4.6612,-0.0191,0.0183
3.1200,0.8573,22.2200,0.0000,18.6070,-4.6236,-0.0189,0.0169
3.1300,0.8551,22.2200,0.0000,18.6529,-4.5858,-0.0187,0.0177
3.1400,0.8528,22.2200,0.0000,18.6984,-4.5481,-0.0185,0.0200
3.1500,0.8505,22.2200,0.0000,18.7435,-4.5122,-0.0182,0.0152
3.1600,0.8482,22.2200,0.0000,18.7882,-4.4735,-0.0205,0.0529
3.1700,0.8460,22.2200,0.0000,18.8326,-4.4348,-0.0229,0.0472
3.1800,0.8437,22.2200,0.0000,18.8765,-4.3962,-0.0242,0.0404
3.1900,0.8414,22.2200,0.0000,18.9201,-4.3577,-0.0248,0.0346
3.2000,0.8392,22.2200,0.0000,18.9633,-4.3196,-0.0249,0.0331
3.2100,0.8370,22.2200,0.0000,19.0061,-4.2810,-0.0248,0.0285
3.2200,0.8347,22.2200,0.0000,19.0485,-4.2425,-0.0244,0.0230
3.2300,0.8325,22.2200,0.0000,19.0906,-4.2042,-0.0239,0.0233
3.2400,0.8303,22.2200,0.0000,19.1322,-4.1658,-0.0234,0.0198
3.2500,0.8281,22.2200,0.0000,19.1735,-4.1273,-0.0229,0.0189
3.2600,0.8259,22.2200,0.0000,19.2144,-4.0886,-0.0223,0.0136
3.2700,0.8237,22.2200,0.0000,19.2549,-4.0529,-0.0218,0.0159
3.2800,0.8216,22.2200,0.0000,19.2951,-4.0140,-0.0216,0.0106
3.2900,0.8194,22.2200,0.0000,19.3349,-3.9778,-0.0210,0.0107
3.3000,0.8172,22.2200,0.0000,19.3743,-3.9413,-0.0207,0.0092
