time_s,throttle,setpoint,brake,speed_m_s,accel_x,accel_y,accel_z
12.0800,0.7776,33.3300,0.0000,30.4092,-1.9501,-0.0081,-0.0444
12.0900,0.7771,33.3300,0.0000,30.4286,-1.9337,-0.0080,-0.0482
12.1000,0.7767,33.3300,0.0000,30.4477,-1.9176,-0.0080,-0.0514
12.1100,0.7762,33.3300,0.0000,30.4668,-1.9024,-0.0079,-0.0499
12.1200,0.7758,33.3300,0.0000,30.4856,-1.8862,-0.0078,-0.0558
12.1300,0.7753,33.3300,0.0000,30.5043,-1.8711,-0.0078,-0.0541
12.1400,0.7749,33.3300,0.0000,30.5229,-1.8557,-0.0076,-0.0569
12.1500,0.7744,33.3300,0.0000,30.5413,-1.8410,-0.0076,-0.0569
12.1600,0.7740,33.3300,0.0000,30.5596,-1.8259,-0.0076,-0.0621
12.1700,0.7736,33.3300,0.0000,30.5777,-1.8114,-0.0074,-0.0636
12.1800,0.7731,33.3300,0.0000,30.5957,-1.7975,-0.0074,-0.0637
12.1900,0.7727,33.3300,0.0000,30.6135,-1.7832,-0.0075,-0.0655
12.2000,0.7723,33.3300,0.0000,30.6312,-1.7694,-0.0074,-0.0622
12.2100,0.7719,33.3300,0.0000,30.6487,-1.7553,-0.0072,-0.0695
12.2200,0.7715,33.3300,0.0000,30.6662,-1.7424,-0.0073,-0.0656
12.2300,0.7711,33.3300,0.0000,30.6834,-1.7284,-0.0070,-0.0670
12.2400,0.7708,33.3300,0.0000,30.7006,-1.7153,-0.0071,-0.0695
12.2500,0.7704,33.3300,0.0000,30.7176,-1.7025,-0.0070,-0.0714
12.2600,0.7700,33.3300,0.0000,30.7345,-1.6897,-0.0070,-0.0677
12.2700,0.7696,33.3300,0.0000,30.7513,-1.6768,-0.0068,-0.0726
12.2800,0.7693,33.3300,0.0000,30.7679,-1.6642,-0.0068,-0.0709
12.2900,0.7689,33.3300,0.0000,30.7844,-1.6523,-0.0068,-0.0700
12.3000,0.7685,33.3300,0.0000,30.8008,-1.6399,-0.0067,-0.0733
12.3100,0.7682,33.3300,0.0000,30.8171,-1.6281,-0.0067,-0.0739
12.3200,0.7678,33.3300,0.0000,30.8333,-1.6165,-0.0066,-0.0703
12.3300,0.7675,33.3300,0.0000,30.8493,-1.6050,-0.0065,-0.0704
12.3400,0.7671,33.3300,0.0000,30.8653,-1.5930,-0.0064,-0.0736
12.3500,0.7668,33.3300,0.0000,30.8811,-1.5820,-0.0065,-0.0731
12.3600,0.7665,33.3300,0.0000,30.8968,-1.5709,-0.0065,-0.0715
12.3700,0.7661,33.3300,0.0000,30.9124,-1.5600,-0.0063,-0.0750
12.3800,0.7658,33.3300,0.0000,30.9279,-1.5491,-0.0064,-0.0725
12.3900,0.7655,33.3300,0.0000,30.9433,-1.5383,-0.0063,-0.0724
12.4000,0.7652,33.3300,0.0000,30.9586,-1.5276,-0.0062,-0.0730
12.4100,0.7649,33.3300,0.0000,30.9737,-1.5173,-0.0062,-0.0730
12.4200,0.7645,33.3300,0.0000,30.9888,-1.5072,-0.0061,-0.0703
12.4300,0.7642,33.3300,0.0000,31.0038,-1.4967,-0.0061,-0.0728
12.4400,0.7639,33.3300,0.0000,31.0186,-1.4866,-0.0060,-0.0733
12.4500,0.7636,33.3300,0.0000,31.0334,-1.4769,-0.0060,-0.0715
12.4600,0.7633,33.3300,0.0000,31.0481,-1.4666,-0.0060,-0.0721
12.4700,0.7630,33.3300,0.0000,31.0626,-1.4568,-0.0059,-0.0732
12.4800,0.7627,33.3300,0.0000,31.0771,-1.4469,-0.0059,-0.0714
12.4900,0.7624,33.3300,0.0000,31.0915,-1.4378,-0.0058,-0.0705
12.5000,0.7621,33.3300,0.0000,31.1058,-1.4282,-0.0058,-0.0694
12.5100,0.7618,33.3300,0.0000,31.1200,-1.4187,-0.0057,-0.0701
12.5200,0.7615,33.3300,0.0000,31.1340,-1.4095,-0.0057,-0.0688
12.5300,0.7612,33.3300,0.0000,31.1480,-1.4000,-0.0057,-0.0709
12.5400,0.7609,33.3300,0.0000,31.1620,-1.3912,-0.0057,-0.0687
12.5500,0.7607,33.3300,0.0000,31.1758,-1.3821,-0.0056,-0.0705
12.5600,0.7604,33.3300,0.0000,31.1895,-1.3733,-0.0056,-0.0698
12.5700,0.7601,33.3300,0.0000,31.2032,-1.3643,-0.0056,-0.0705
12.5800,0.7598,33.3300,0.0000,31.2167,-1.3556,-0.0055,-0.0692
12.5900,0.7595,33.3300,0.0000,31.2302,-1.3474,-0.0055,-0.0660
12.6000,0.7593,33.3300,0.0000,31.2436,-1.3386,-0.0054,-0.0683
12.6100,0.7590,33.3300,0.0000,31.2569,-1.3302,-0.0054,-0.0669
12.6200,0.7587,33.3300,0.0000,31.2701,-1.3218,-0.0053,-0.0691
12.6300,0.7584,33.3300,0.0000,31.2832,-1.3136,-0.0053,-0.0645
12.6400,0.7582,33.3300,0.0000,31.2963,-1.3052,-0.0053,-0.0658
12.6500,0.7579,33.3300,0.0000,31.3092,-1.2970,-0.0053,-0.0669
12.6600,0.7576,33.3300,0.0000,31.3221,-1.2892,-0.0053,-0.0633
12.6700,0.7574,33.3300,0.0000,31.3349,-1.2808,-0.0051,-0.0667
12.6800,0.7571,33.3300,0.0000,31.3477,-1.2730,-0.0051,-0.0630
12.6900,0.7569,33.3300,0.0000,31.3603,-1.2648,-0.0051,-0.0659
12.7000,0.7566,33.3300,0.0000,31.3729,-1.2569,-0.0050,-0.0644
12.7100,0.7563,33.3300,0.0000,31.3854,-1.2491,-0.0051,-0.0648
12.7200,0.7561,33.3300,0.0000,31.3978,-1.2415,-0.0050,-0.0647
12.7300,0.7558,33.3300,0.0000,31.4101,-1.2339,-0.0050,-0.0618
12.7400,0.7556,33.3300,0.0000,31.4224,-1.2260,-0.0049,-0.0661
12.7500,0.7553,33.3300,0.0000,31.4346,-1.2186,-0.0049,-0.0613
12.7600,0.7551,33.3300,0.0000,31.4467,-1.2112,-0.0049,-0.0607
12.7700,0.7548,33.3300,0.0000,31.4587,-1.2035,-0.0049,-0.0660
12.7800,0.7546,33.3300,0.0000,31.4707,-1.1963,-0.0049,-0.0584
12.7900,0.7543,33.3300,0.0000,31.4826,-1.1889,-0.0048,-0.0644
12.8000,0.7541,33.3300,0.0000,31.4944,-1.1816,-0.0048,-0.0604
12.8100,0.7538,33.3300,0.0000,31.5061,-1.1745,-0.0047,-0.0589
12.8200,0.7536,33.3300,0.0000,31.5178,-1.1675,-0.0046,-0.0605
12.8300,0.7533,33.3300,0.0000,31.5294,-1.1602,-0.0047,-0.0603
12.8400,0.7531,33.3300,0.0000,31.5410,-1.1530,-0.0047,-0.0596
12.8500,0.7528,33.3300,0.0000,31.5524,-1.1463,-0.0046,-0.0588
12.8600,0.7526,33.3300,0.0000,31.5638,-1.1389,-0.0046,-0.0603
12.8700,0.7524,33.3300,0.0000,31.5751,-1.1320,-0.0046,-0.0599
12.8800,0.7521,33.3300,0.0000,31.5864,-1.1253,-0.0046,-0.0561
12.8900,0.7519,33.3300,0.0000,31.5976,-1.1179,-0.0044,-0.0618
12.9000,0.7516,33.3300,0.0000,31.6087,-1.1116,-0.0045,-0.0549
12.9100,0.7514,33.3300,0.0000,31.6197,-1.1044,-0.0045,-0.0560
12.9200,0.7512,33.3300,0.0000,31.6307,-1.0981,-0.0044,-0.0553
12.9300,0.7509,33.3300,0.0000,31.6416,-1.0912,-0.0044,-0.0564
12.9400,0.7507,33.3300,0.0000,31.6525,-1.0845,-0.0044,-0.0550
12.9500,0.7505,33.3300,0.0000,31.6632,-1.0777,-0.0043,-0.0571
12.9600,0.7502,33.3300,0.0000,31.6739,-1.0712,-0.0043,-0.0533
12.9700,0.7500,33.3300,0.0000,31.6846,-1.0651,-0.0043,-0.0525
12.9800,0.7498,33.3300,0.0000,31.6952,-1.0584,-0.0042,-0.0561
12.9900,0.7496,33.3300,0.0000,31.7057,-1.0515,-0.0043,-0.0561
13.0000,0.7493,33.3300,0.0000,31.7162,-1.0454,-0.0042,-0.0524
13.0100,0.7491,33.3300,0.0000,31.7265,-1.0387,-0.0043,-0.0568
13.0200,0.7489,33.3300,0.0000,31.7369,-1.0324,-0.0041,-0.0518
13.0300,0.7487,33.3300,0.0000,31.7471,-1.0262,-0.0041,-0.0544
13.0400,0.7484,33.3300,0.0000,31.7573,-1.0201,-0.0041,-0.0524
13.0500,0.7482,33.3300,0.0000,31.7675,-1.0134,-0.0041,-0.0531
13.0600,0.7480,33.3300,0.0000,31.7775,-1.0073,-0.0041,-0.0511
13.0700,0.7478,33.3300,0.0000,31.7875,-1.0010,-0.0041,-0.0546
13.0800,0.7476,33.3300,0.0000,31.7975,-0.9949,-0.0040,-0.0488
13.0900,0.7473,33.3300,0.0000,31.8074,-0.9888,-0.0040,-0.0510
13.1000,0.7471,33.3300,0.0000,31.8172,-0.9827,-0.0039,-0.0510
13.1100,0.7469,33.3300,0.0000,31.8270,-0.9764,-0.0040,-0.0515
13.1200,0.7467,33.3300,0.0000,31.8367,-0.9705,-0.0039,-0.0475
13.1300,0.7465,33.3300,0.0000,31.8463,-0.9644,-0.0037,-0.0508
13.1400,0.7463,33.3300,0.0000,31.8559,-0.9583,-0.0039,-0.0503
13.1500,0.7461,33.3300,0.0000,31.8654,-0.9523,-0.0038,-0.0485
13.1600,0.7459,33.3300,0.0000,31.8749,-0.9466,-0.0039,-0.0520
13.1700,0.7456,33.3300,0.0000,31.8843,-0.9407,-0.0037,-0.0473
13.1800,0.7454,33.3300,0.0000,31.8936,-0.9348,-0.0037,-0.0470
13.1900,0.7452,33.3300,0.0000,31.9029,-0.9291,-0.0037,-0.0493
13.2000,0.7450,33.3300,0.0000,31.9122,-0.9232,-0.0037,-0.0479
13.2100,0.7448,33.3300,0.0000,31.9213,-0.9174,-0.0037,-0.0472
13.2200,0.7446,33.3300,0.0000,31.9305,-0.9117,-0.0037,-0.0487
13.2300,0.7444,33.3300,0.0000,31.9395,-0.9062,-0.0037,-0.0465
13.2400,0.7442,33.3300,0.0000,31.9485,-0.9003,-0.0037,-0.0481
13.2500,0.7440,33.3300,0.0000,31.9575,-0.8949,-0.0036,-0.0427
13.2600,0.7438,33.3300,0.0000,31.9664,-0.8890,-0.0036,-0.0491
13.2700,0.7436,33.3300,0.0000,31.9752,-0.8833,-0.0035,-0.0474
13.2800,0.7434,33.3300,0.0000,31.9840,-0.8781,-0.0035,-0.0433
13.2900,0.7432,33.3300,0.0000,31.9927,-0.8726,-0.0035,-0.0454
13.3000,0.7430,33.3300,0.0000,32.0014,-0.8665,-0.0036,-0.0475
13.3100,0.7428,33.3300,0.0000,32.0100,-0.8617,-0.0034,-0.0431
13.3200,0.7426,33.3300,0.0000,32.0185,-0.8560,-0.0034,-0.0434
13.3300,0.7424,33.3300,0.0000,32.0271,-0.8511,-0.0035,-0.0431
13.3400,0.7423,33.3300,0.0000,32.0355,-0.8450,-0.0034,-0.0463
13.3500,0.7421,33.3300,0.0000,32.0439,-0.8396,-0.0033,-0.0446
13.3600,0.7419,33.3300,0.0000,32.0522,-0.8347,-0.0034,-0.0391
13.3700,0.7417,33.3300,0.0000,32.0605,-0.8289,-0.0033,-0.0460
13.3800,0.7415,33.3300,0.0000,32.0688,-0.8240,-0.0034,-0.0430
13.3900,0.7413,33.3300,0.0000,32.0770,-0.8186,-0.0033,-0.0392
13.4000,0.7411,33.3300,0.0000,32.0851,-0.8137,-0.0033,-0.0439
13.4100,0.7410,33.3300,0.0000,32.0932,-0.8080,-0.0032,-0.0414
13.4200,0.7408,33.3300,0.0000,32.1012,-0.8030,-0.0032,-0.0414
13.4300,0.7406,33.3300,0.0000,32.1092,-0.7980,-0.0033,-0.0425
13.4400,0.7404,33.3300,0.0000,32.1171,-0.7927,-0.0032,-0.0416
13.4500,0.7402,33.3300,0.0000,32.1250,-0.7877,-0.0031,-0.0406
13.4600,0.7401,33.3300,0.0000,32.1328,-0.7824,-0.0033,-0.0422
13.4700,0.7399,33.3300,0.0000,32.1406,-0.7778,-0.0031,-0.0362
13.4800,0.7397,33.3300,0.0000,32.1483,-0.7721,-0.0032,-0.0431
13.4900,0.7395,33.3300,0.0000,32.1560,-0.7679,-0.0031,-0.0385
13.5000,0.7394,33.3300,0.0000,32.1636,-0.7626,-0.0030,-0.0411
13.5100,0.7392,33.3300,0.0000,32.1712,-0.7580,-0.0030,-0.0412
13.5200,0.7390,33.3300,0.0000,32.1787,-0.7526,-0.0030,-0.0394
13.5300,0.7388,33.3300,0.0000,32.1862,-0.7481,-0.0031,-0.0388
13.5400,0.7387,33.3300,0.0000,32.1936,-0.7431,-0.0030,-0.0356
13.5500,0.7385,33.3300,0.0000,32.2010,-0.7385,-0.0029,-0.0364
13.5600,0.7383,33.3300,0.0000,32.2084,-0.7336,-0.0030,-0.0395
13.5700,0.7382,33.3300,0.0000,32.2156,-0.7286,-0.0029,-0.0371
13.5800,0.7380,33.3300,0.0000,32.2229,-0.7244,-0.0029,-0.0369
13.5900,0.7378,33.3300,0.0000,32.2301,-0.7195,-0.0029,-0.0382
13.6000,0.7377,33.3300,0.0000,32.2372,-0.7145,-0.0028,-0.0379
13.6100,0.7375,33.3300,0.0000,32.2443,-0.7099,-0.0029,-0.0369
13.6200,0.7374,33.3300,0.0000,32.2514,-0.7057,-0.0028,-0.0346
13.6300,0.7372,33.3300,0.0000,32.2584,-0.7008,-0.0029,-0.0393
13.6400,0.7370,33.3300,0.0000,32.2654,-0.6966,-0.0027,-0.0343
13.6500,0.7369,33.3300,0.0000,32.2723,-0.6920,-0.0029,-0.0376
13.6600,0.7367,33.3300,0.0000,32.2792,-0.6878,-0.0027,-0.0326
13.6700,0.7366,33.3300,0.0000,32.2860,-0.6828,-0.0028,-0.0374
13.6800,0.7364,33.3300,0.0000,32.2928,-0.6786,-0.0027,-0.0352
13.6900,0.7363,33.3300,0.0000,32.2995,-0.6744,-0.0028,-0.0347
13.7000,0.7361,33.3300,0.0000,32.3062,-0.6699,-0.0026,-0.0344
13.7100,0.7360,33.3300,0.0000,32.3129,-0.6653,-0.0027,-0.0355
13.7200,0.7358,33.3300,0.0000,32.3195,-0.6615,-0.0027,-0.0353
13.7300,0.7357,33.3300,0.0000,32.3261,-0.6569,-0.0026,-0.0300
13.7400,0.7355,33.3300,0.0000,32.3326,-0.6527,-0.0027,-0.0352
13.7500,0.7354,33.3300,0.0000,32.3391,-0.6485,-0.0027,-0.0338
13.7600,0.7352,33.3300,0.0000,32.3455,-0.6443,-0.0027,-0.0309
13.7700,0.7351,33.3300,0.0000,32.3519,-0.6397,-0.0025,-0.0352
13.7800,0.7349,33.3300,0.0000,32.3583,-0.6359,-0.0027,-0.0323
13.7900,0.7348,33.3300,0.0000,32.3646,-0.6313,-0.0025,-0.0342
13.8000,0.7346,33.3300,0.0000,32.3709,-0.6275,-0.0025,-0.0336
13.8100,0.7345,33.3300,0.0000,32.3771,-0.6233,-0.0025,-0.0314
13.8200,0.7344,33.3300,0.0000,32.3833,-0.6191,-0.0025,-0.0315
13.8300,0.7342,33.3300,0.0000,32.3894,-0.6149,-0.0025,-0.0310
13.8400,0.7341,33.3300,0.0000,32.3955,-0.6107,-0.0025,-0.0331
13.8500,0.7339,33.3300,0.0000,32.4016,-0.6073,-0.0025,-0.0282
13.8600,0.7338,33.3300,0.0000,32.4076,-0.6031,-0.0024,-0.0322
13.8700,0.7337,33.3300,0.0000,32.4136,-0.5989,-0.0024,-0.0320
13.8800,0.7335,33.3300,0.0000,32.4196,-0.5947,-0.0024,-0.0304
13.8900,0.7334,33.3300,0.0000,32.4255,-0.5913,-0.0024,-0.0324
13.9000,0.7333,33.3300,0.0000,32.4314,-0.5875,-0.0023,-0.0313
13.9100,0.7331,33.3300,0.0000,32.4372,-0.5836,-0.0024,-0.0296
13.9200,0.7330,33.3300,0.0000,32.4430,-0.5798,-0.0024,-0.0315
13.9300,0.7329,33.3300,0.0000,32.4488,-0.5756,-0.0023,-0.0311
13.9400,0.7327,33.3300,0.0000,32.4545,-0.5718,-0.0023,-0.0292
13.9500,0.7326,33.3300,0.0000,32.4602,-0.5684,-0.0023,-0.0290
13.9600,0.7325,33.3300,0.0000,32.4658,-0.5650,-0.0023,-0.0306
13.9700,0.7324,33.3300,0.0000,32.4714,-0.5608,-0.0022,-0.0256
13.9800,0.7322,33.3300,0.0000,32.4770,-0.5573,-0.0023,-0.0287
13.9900,0.7321,33.3300,0.0000,32.4825,-0.5535,-0.0023,-0.0297
14.0000,0.7320,33.3300,0.0000,32.4880,-0.5501,-0.0021,-0.0271
14.0100,0.7319,33.3300,0.0000,32.4935,-0.5463,-0.0022,-0.0286
14.0200,0.7317,33.3300,0.0000,32.4989,-0.5424,-0.0022,-0.0278
14.0300,0.7316,33.3300,0.0000,32.5043,-0.5390,-0.0022,-0.0286
14.0400,0.7315,33.3300,0.0000,32.5097,-0.5356,-0.0022,-0.0293
14.0500,0.7314,33.3300,0.0000,32.5150,-0.5322,-0.0021,-0.0249
14.0600,0.7313,33.3300,0.0000,32.5203,-0.5287,-0.0023,-0.0296
14.0700,0.7311,33.3300,0.0000,32.5255,-0.5253,-0.0022,-0.0269
14.0800,0.7310,33.3300,0.0000,32.5307,-0.5219,-0.0021,-0.0257
14.0900,0.7309,33.3300,0.0000,32.5359,-0.5180,-0.0021,-0.0256
14.1000,0.7308,33.3300,0.0000,32.5411,-0.5146,-0.0020,-0.0293
14.1100,0.7307,33.3300,0.0000,32.5462,-0.5116,-0.0020,-0.0260
14.1200,0.7306,33.3300,0.0000,32.5513,-0.5085,-0.0020,-0.0257
14.1300,0.7304,33.3300,0.0000,32.5563,-0.5047,-0.0021,-0.0260
14.1400,0.7303,33.3300,0.0000,32.5613,-0.5013,-0.0021,-0.0270
14.1500,0.7302,33.3300,0.0000,32.5663,-0.4982,-0.0019,-0.0250
14.1600,0.7301,33.3300,0.0000,32.5713,-0.4948,-0.0020,-0.0277
14.1700,0.7300,33.3300,0.0000,32.5762,-0.4917,-0.0021,-0.0247
14.1800,0.7299,33.3300,0.0000,32.5811,-0.4887,-0.0019,-0.0249
14.1900,0.7298,33.3300,0.0000,32.5859,-0.4848,-0.0020,-0.0252
14.2000,0.7297,33.3300,0.0000,32.5907,-0.4822,-0.0020,-0.0248
14.2100,0.7296,33.3300,0.0000,32.5955,-0.4787,-0.0019,-0.0218
14.2200,0.7295,33.3300,0.0000,32.6003,-0.4757,-0.0019,-0.0260
14.2300,0.7293,33.3300,0.0000,32.6050,-0.4723,-0.0019,-0.0270
14.2400,0.7292,33.3300,0.0000,32.6097,-0.4696,-0.0018,-0.0226
14.2500,0.7291,33.3300,0.0000,32.6144,-0.4665,-0.0019,-0.0236
14.2600,0.7290,33.3300,0.0000,32.6190,-0.4631,-0.0019,-0.0239
14.2700,0.7289,33.3300,0.0000,32.6236,-0.4604,-0.0019,-0.0227
14.2800,0.7288,33.3300,0.0000,32.6282,-0.4570,-0.0018,-0.0278
14.2900,0.7287,33.3300,0.0000,32.6327,-0.4543,-0.0018,-0.0194
14.3000,0.7286,33.3300,0.0000,32.6372,-0.4513,-0.0019,-0.0245
14.3100,0.7285,33.3300,0.0000,32.6417,-0.4486,-0.0018,-0.0232
14.3200,0.7284,33.3300,0.0000,32.6462,-0.4452,-0.0018,-0.0201
14.3300,0.7283,33.3300,0.0000,32.6506,-0.4421,-0.0018,-0.0270
14.3400,0.7282,33.3300,0.0000,32.6550,-0.4398,-0.0019,-0.0233
14.3500,0.7281,33.3300,0.0000,32.6595,-0.4513,-0.0019,0.4219
14.3600,0.7280,33.3300,0.0000,32.6640,-0.4471,-0.0020,0.4564
14.3700,0.7279,33.3300,0.0000,32.6684,-0.4391,-0.0018,0.3829
14.3800,0.7278,33.3300,0.0000,32.6727,-0.4318,-0.0018,0.3157
14.3900,0.7277,33.3300,0.0000,32.6769,-0.4261,-0.0017,0.2690
14.4000,0.7276,33.3300,0.0000,32.6811,-0.4200,-0.0017,0.2133
14.4100,0.7275,33.3300,0.0000,32.6853,-0.4154,-0.0017,0.1741
14.4200,0.7274,33.3300,0.0000,32.6894,-0.4112,-0.0016,0.1464
14.4300,0.7274,33.3300,0.0000,32.6935,-0.4070,-0.0017,0.1121
14.4400,0.7273,33.3300,0.0000,32.6976,-0.4101,-0.0017,0.3435
14.4500,0.7272,33.3300,0.0000,32.7017,-0.4147,-0.0017,0.4368
14.4600,0.7271,33.3300,0.0000,32.7058,-0.4105,-0.0017,0.3606
14.4700,0.7270,33.3300,0.0000,32.7099,-0.4059,-0.0017,0.2955
14.4800,0.7269,33.3300,0.0000,32.7139,-0.4017,-0.0017,0.2427
14.4900,0.7268,33.3300,0.0000,32.7179,-0.3975,-0.0017,0.1982
14.5000,0.7267,33.3300,0.0000,32.7218,-0.3933,-0.0016,0.1576
14.5100,0.7266,33.3300,0.0000,32.7257,-0.3891,-0.0016,0.1191
14.5200,0.7266,33.3300,0.0000,32.7296,-0.3857,-0.0016,0.0925
14.5300,0.7265,33.3300,0.0000,32.7334,-0.3819,-0.0014,0.0698
14.5400,0.7264,33.3300,0.0000,32.7372,-0.3784,-0.0016,0.0500
14.5500,0.7263,33.3300,0.0000,32.7409,-0.3750,-0.0015,0.0330
14.5600,0.7263,33.3300,0.0000,32.7446,-0.3723,-0.0015,0.0163
14.5700,0.7262,33.3300,0.0000,32.7483,-0.3689,-0.0015,0.0076
14.5800,0.7261,33.3300,0.0000,32.7520,-0.3662,-0.0015,-0.0077
14.5900,0.7260,33.3300,0.0000,32.7556,-0.3593,-0.0015,0.2531
14.6000,0.7259,33.3300,0.0000,32.7595,-0.3933,-0.0019,1.0375
14.6100,0.7258,33.3300,0.0000,32.7633,-0.3765,-0.0017,0.8672
14.6200,0.7258,33.3300,0.0000,32.7669,-0.3651,-0.0016,0.7271
14.6300,0.7257,33.3300,0.0000,32.7705,-0.3559,-0.0015,0.6031
14.6400,0.7256,33.3300,0.0000,32.7740,-0.3475,-0.0015,0.4992
14.6500,0.7256,33.3300,0.0000,32.7774,-0.3407,-0.0014,0.4056
14.6600,0.7255,33.3300,0.0000,32.7807,-0.3345,-0.0013,0.3268
14.6700,0.7255,33.3300,0.0000,32.7840,-0.3296,-0.0014,0.2658
14.6800,0.7255,33.3300,0.0000,32.7872,-0.3159,-0.0013,0.2830
14.6900,0.7254,33.3300,0.0000,32.7906,-0.3479,-0.0017,0.9684
14.7000,0.7253,33.3300,0.0000,32.7941,-0.3452,-0.0016,0.8057
14.7100,0.7252,33.3300,0.0000,32.7975,-0.3399,-0.0015,0.6656
14.7200,0.7252,33.3300,0.0000,32.8008,-0.3345,-0.0014,0.5449
14.7300,0.7251,33.3300,0.0000,32.8041,-0.3292,-0.0014,0.4444
14.7400,0.7251,33.3300,0.0000,32.8074,-0.3242,-0.0014,0.3550
14.7500,0.7250,33.3300,0.0000,32.8106,-0.3201,-0.0013,0.2861
14.7600,0.7250,33.3300,0.0000,32.8137,-0.3155,-0.0013,0.2225
14.7700,0.7249,33.3300,0.0000,32.8168,-0.3113,-0.0013,0.1714
14.7800,0.7249,33.3300,0.0000,32.8199,-0.3078,-0.0013,0.1277
14.7900,0.7248,33.3300,0.0000,32.8230,-0.3040,-0.0012,0.0871
14.8000,0.7248,33.3300,0.0000,32.8260,-0.3010,-0.0013,0.0558
14.8100,0.7248,33.3300,0.0000,32.8289,-0.2975,-0.0012,0.0314
14.8200,0.7247,33.3300,0.0000,32.8319,-0.2956,-0.0012,0.0125
14.8300,0.7247,33.3300,0.0000,32.8348,-0.2926,-0.0012,-0.0076
14.8400,0.7247,33.3300,0.0000,32.8379,-0.3105,-0.0013,0.7940
14.8500,0.7246,33.3300,0.0000,32.8410,-0.3098,-0.0016,0.9425
14.8600,0.7245,33.3300,0.0000,32.8440,-0.2979,-0.0014,0.7854
14.8700,0.7245,33.3300,0.0000,32.8469,-0.2880,-0.0013,0.6422
14.8800,0.7245,33.3300,0.0000,32.8497,-0.2808,-0.0012,0.5318
14.8900,0.7245,33.3300,0.0000,32.8524,-0.2731,-0.0012,0.4289
14.9000,0.7245,33.3300,0.0000,32.8551,-0.2682,-0.0012,0.3471
14.9100,0.7244,33.3300,0.0000,32.8577,-0.2628,-0.0011,0.2715
14.9200,0.7244,33.3300,0.0000,32.8603,-0.2590,-0.0010,0.2110
14.9300,0.7244,33.3300,0.0000,32.8630,-0.2655,-0.0011,0.6597
14.9400,0.7244,33.3300,0.0000,32.8658,-0.2781,-0.0015,0.8577
14.9500,0.7244,33.3300,0.0000,32.8685,-0.2750,-0.0013,0.7084
14.9600,0.7243,33.3300,0.0000,32.8712,-0.2708,-0.0012,0.5797
14.9700,0.7243,33.3300,0.0000,32.8739,-0.2666,-0.0012,0.4717
14.9800,0.7243,33.3300,0.0000,32.8765,-0.2628,-0.0012,0.3779
14.9900,0.7243,33.3300,0.0000,32.8791,-0.2586,-0.0011,0.2982
15.0000,0.7242,33.3300,0.0000,32.8817,-0.2552,-0.0011,0.2329
15.0100,0.7226,33.3300,0.0000,32.8963,-1.4687,-0.0958,-117.9186
15.0200,0.7247,33.3300,0.0000,32.8829,1.3428,0.1734,56.8205
15.0300,0.7264,33.3300,0.0000,32.8726,1.0353,0.1199,48.2989
15.0400,0.7280,33.3300,0.0000,32.8636,0.8923,0.0864,40.9657
15.0500,0.7294,33.3300,0.0000,32.8559,0.7759,0.0645,34.6606
15.0600,0.7306,33.3300,0.0000,32.8491,0.6779,0.0497,29.2431
15.0700,0.7318,33.3300,0.0000,32.8431,0.5943,0.0392,24.5894
15.0800,0.7328,33.3300,0.0000,32.8379,0.5215,0.0318,20.6013
15.0900,0.7341,33.3300,0.0000,32.8310,0.6897,0.0413,32.4089
15.1000,0.7350,33.3300,0.0000,32.8272,0.3830,0.0401,21.4663
15.1100,0.7358,33.3300,0.0000,32.8241,0.3094,0.0135,6.9765
15.1200,0.7365,33.3300,0.0000,32.8215,0.2567,0.0123,6.1161
15.1300,0.7372,33.3300,0.0000,32.8193,0.2262,0.0104,4.3663
15.1400,0.7378,33.3300,0.0000,32.8172,0.2026,0.0091,3.3883
15.1500,0.7384,33.3300,0.0000,32.8154,0.1812,0.0082,2.5668
15.1600,0.7390,33.3300,0.0000,32.8138,0.1621,0.0073,1.8805
15.1700,0.7396,33.3300,0.0000,32.8124,0.1434,0.0066,1.3056
15.1800,0.7401,33.3300,0.0000,32.8111,0.1263,0.0060,0.8276
15.1900,0.7407,33.3300,0.0000,32.8100,0.1106,0.0055,0.4307
15.2000,0.7411,33.3300,0.0000,32.8094,0.0591,0.0032,0.0295
15.2100,0.7415,33.3300,0.0000,32.8094,0.0011,-0.0010,-4.1918
15.2200,0.7418,33.3300,0.0000,32.8097,-0.0324,-0.0107,-4.1167
15.2300,0.7422,33.3300,0.0000,32.8103,-0.0542,-0.0064,-3.6974
15.2400,0.7424,33.3300,0.0000,32.8110,-0.0702,-0.0035,-3.3215
15.2500,0.7427,33.3300,0.0000,32.8118,-0.0839,-0.0014,-2.9973
15.2600,0.7430,33.3300,0.0000,32.8128,-0.0950,-0.0001,-2.7001
15.2700,0.7432,33.3300,0.0000,32.8138,-0.1049,0.0008,-2.4379
15.2800,0.7434,33.3300,0.0000,32.8149,-0.1099,0.0012,-2.1407
15.2900,0.7436,33.3300,0.0000,32.8160,-0.1118,-0.0010,-1.4989
15.3000,0.7438,33.3300,0.0000,32.8177,-0.1678,-0.0021,-3.9203
15.3100,0.7440,33.3300,0.0000,32.8192,-0.1511,-0.0115,-4.1559
15.3200,0.7441,33.3300,0.0000,32.8206,-0.1411,-0.0074,-3.6135
15.3300,0.7443,33.3300,0.0000,32.8220,-0.1373,-0.0045,-3.1422
15.3400,0.7445,33.3300,0.0000,32.8234,-0.1366,-0.0027,-2.7282
